transcript_id	intModel	chr	start	end	strand	module
MER4B_13q14.11a	MER4B-int	chr13	41160964	41163166	+	turquoise
MER4B_13q14.11b	MER4B-int	chr13	41268226	41271983	-	turquoise
MER4B_13q31.1	MER4B-int	chr13	83121432	83122274	+	turquoise
MER4B_14q11.2a	MER4B-int	chr14	19191625	19196122	-	turquoise
MER4B_14q11.2b	MER4B-int	chr14	23337068	23345236	+	turquoise
MER4B_14q11.2c	MER4B-int	chr14	23840405	23841424	+	turquoise
MER4B_14q12	MER4B-int	chr14	27608134	27614823	+	turquoise
MER4B_14q13.1	MER4B-int	chr14	34351510	34353114	-	turquoise
MER4B_14q21.1a	MER4B-int	chr14	39487218	39488257	-	turquoise
MER4B_14q21.1b	MER4B-int	chr14	40734317	40735142	+	turquoise
MER4B_14q21.1c	MER4B-int	chr14	40864358	40866132	+	turquoise
MER4B_14q32.11b	MER4B-int	chr14	90240386	90249373	+	turquoise
MER4B_15q21.1a	MER4B-int	chr15	46765805	46771662	-	turquoise
MER4B_15q21.1b	MER4B-int	chr15	46772190	46774406	-	turquoise
MER4B_15q21.1c	MER4B-int	chr15	47334698	47336559	+	turquoise
MER4B_15q21.2	MER4B-int	chr15	50870443	50875773	-	turquoise
MER4B_15q22.2a	MER4B-int	chr15	62207174	62211910	+	turquoise
MER4B_16p12.3a	MER4B-int	chr16	20649160	20652551	+	turquoise
MER4B_16p12.3b	MER4B-int	chr16	20655409	20660157	+	turquoise
MER4B_16q12.1	MER4B-int	chr16	50330448	50330982	+	turquoise
MER4B_16q21a	MER4B-int	chr16	58307595	58317295	+	turquoise
MER4B_16q21b	MER4B-int	chr16	59856918	59858308	-	turquoise
MER4B_17p11.2a	MER4B-int	chr17	21567289	21568857	-	turquoise
MER4B_17p11.2b	MER4B-int	chr17	21571410	21572862	-	turquoise
MER4B_17p11.2c	MER4B-int	chr17	22413145	22414526	+	turquoise
MER4B_17p11.2d	MER4B-int	chr17	22417097	22418670	+	turquoise
MER4B_17p12a	MER4B-int	chr17	10915227	10918597	+	turquoise
MER4B_17p12c	MER4B-int	chr17	14522971	14528015	-	turquoise
MER4B_17q22	MER4B-int	chr17	52254627	52257546	+	turquoise
MER4B_18p11.32a	MER4B-int	chr18	1919908	1924269	-	turquoise
MER4B_18p11.32b	MER4B-int	chr18	2157082	2162924	+	turquoise
MER4B_18q11.2	MER4B-int	chr18	24690536	24691983	+	turquoise
MER4B_18q12.2	MER4B-int	chr18	36150479	36153358	-	turquoise
MER4B_18q21.2a	MER4B-int	chr18	54548372	54553703	-	turquoise
MER4B_18q22.1a	MER4B-int	chr18	66886349	66892354	-	turquoise
MER4B_18q22.1b	MER4B-int	chr18	66892669	66894360	-	turquoise
MER4B_19q13.31	MER4B-int	chr19	43955744	43958531	-	turquoise
MER4B_19q13.42a	MER4B-int	chr19	54616320	54617819	+	turquoise
MER4B_19q13.42b	MER4B-int	chr19	54618131	54620746	+	turquoise
MER4B_1p13.2	MER4B-int	chr1	114454216	114455874	+	turquoise
MER4B_1p22.1a	MER4B-int	chr1	91922727	91924229	-	turquoise
MER4B_1p22.1b	MER4B-int	chr1	93643913	93646320	+	turquoise
MER4B_1p31.1a	MER4B-int	chr1	75717681	75718483	+	turquoise
MER4B_1p31.1b	MER4B-int	chr1	84069404	84072036	-	turquoise
MER4B_1p31.3	MER4B-int	chr1	67516690	67520753	+	turquoise
MER4B_1p36.33	MER4B-int	chr1	1275713	1280788	-	turquoise
MER4B_1q21.3b	MER4B-int	chr1	151928886	151930233	+	turquoise
MER4B_1q23.2	MER4B-int	chr1	159667533	159671585	-	turquoise
MER4B_1q23.3	MER4B-int	chr1	163275862	163277447	+	turquoise
MER4B_1q24.2	MER4B-int	chr1	170043147	170045765	+	turquoise
MER4B_1q31.2	MER4B-int	chr1	191152465	191155164	+	turquoise
MER4B_1q31.3	MER4B-int	chr1	197012984	197015240	+	turquoise
MER4B_1q43a	MER4B-int	chr1	238923328	238924370	-	turquoise
MER4B_1q43b	MER4B-int	chr1	238927241	238929487	-	turquoise
MER4B_1q44a	MER4B-int	chr1	243625451	243626656	+	turquoise
MER4B_1q44b	MER4B-int	chr1	248415906	248417806	-	turquoise
MER4B_20p11.21	MER4B-int	chr20	22963472	22965503	+	turquoise
MER4B_20p12.3	MER4B-int	chr20	5330559	5332056	-	turquoise
MER4B_20q13.12	MER4B-int	chr20	45437429	45440604	+	turquoise
MER4B_21q21.3b	MER4B-int	chr21	27038843	27040543	+	turquoise
MER4B_21q22.11	MER4B-int	chr21	32153172	32160270	-	turquoise
MER4B_21q22.12	MER4B-int	chr21	36095300	36098036	+	turquoise
MER4B_21q22.3	MER4B-int	chr21	42600909	42605973	-	turquoise
MER4B_22q11.1	MER4B-int	chr22	15926600	15931090	+	turquoise
MER4B_22q11.22a	MER4B-int	chr22	23023956	23026083	+	turquoise
MER4B_22q11.22b	MER4B-int	chr22	23029152	23032525	+	turquoise
MER4B_2p12a	MER4B-int	chr2	79128722	79130174	-	turquoise
MER4B_2p12b	MER4B-int	chr2	79695908	79696795	-	turquoise
MER4B_2p15	MER4B-int	chr2	61936783	61944535	-	turquoise
MER4B_2p16.2	MER4B-int	chr2	53074582	53076244	-	turquoise
MER4B_2p22.3	MER4B-int	chr2	33848020	33849740	+	turquoise
MER4B_2q21.2	MER4B-int	chr2	134221075	134224105	-	turquoise
MER4B_2q24.3	MER4B-int	chr2	165434158	165437437	-	turquoise
MER4B_2q31.1	MER4B-int	chr2	174500051	174503705	-	turquoise
MER4B_2q36.3	MER4B-int	chr2	228532926	228535315	+	turquoise
MER4B_2q37.3	MER4B-int	chr2	241834547	241837304	-	turquoise
MER4B_3p12.3	MER4B-int	chr3	77993319	77994432	+	turquoise
MER4B_3p14.2	MER4B-int	chr3	58691923	58694570	-	turquoise
MER4B_3p21.2a	MER4B-int	chr3	51747970	51751871	-	turquoise
MER4B_3p22.3	MER4B-int	chr3	36362755	36369039	+	turquoise
MER4B_3p24.3	MER4B-int	chr3	20986065	20995620	-	turquoise
MER4B_3q13.12	MER4B-int	chr3	107134186	107139313	+	turquoise
MER4B_3q21.2	MER4B-int	chr3	126084798	126090891	+	turquoise
MER4B_3q24	MER4B-int	chr3	144201651	144203105	-	turquoise
MER4B_3q25.32	MER4B-int	chr3	158617544	158621915	-	turquoise
MER4B_3q25.33b	MER4B-int	chr3	160252106	160253964	+	turquoise
MER4B_3q26.31	MER4B-int	chr3	171854841	171857227	+	turquoise
MER4B_4p15.1a	MER4B-int	chr4	32339689	32341170	+	turquoise
MER4B_4p16.1a	MER4B-int	chr4	8567968	8570774	-	turquoise
MER4B_4q12	MER4B-int	chr4	57825255	57828193	-	turquoise
MER4B_4q13.1a	MER4B-int	chr4	64000553	64002823	-	turquoise
MER4B_4q13.1b	MER4B-int	chr4	64442683	64446236	-	turquoise
MER4B_4q13.2a	MER4B-int	chr4	68864341	68874793	+	turquoise
MER4B_4q13.2b	MER4B-int	chr4	68952944	68962940	+	turquoise
MER4B_4q13.3a	MER4B-int	chr4	70042053	70043769	-	turquoise
MER4B_4q13.3b	MER4B-int	chr4	70061471	70064962	-	turquoise
MER4B_4q13.3c	MER4B-int	chr4	71855655	71861305	-	turquoise
MER4B_4q13.3d	MER4B-int	chr4	71861601	71865827	-	turquoise
MER4B_4q13.3e	MER4B-int	chr4	73293238	73297019	+	turquoise
MER4B_4q31.21	MER4B-int	chr4	141620342	141622060	-	turquoise
MER4B_4q31.22	MER4B-int	chr4	146734844	146736712	+	turquoise
MER4B_4q32.2	MER4B-int	chr4	162605101	162606615	+	turquoise
MER4B_5p13.1a	MER4B-int	chr5	38632730	38633763	+	turquoise
MER4B_5p13.1b	MER4B-int	chr5	40116395	40125081	-	turquoise
MER4B_5p13.1c	MER4B-int	chr5	40131522	40133551	-	turquoise
MER4B_5p13.1d	MER4B-int	chr5	41880573	41888689	-	turquoise
MER4B_5p14.1a	MER4B-int	chr5	25159991	25161597	-	turquoise
MER4B_5p14.1b	MER4B-int	chr5	25569603	25576106	+	turquoise
MER4B_5p14.3	MER4B-int	chr5	21619579	21624564	+	turquoise
MER4B_5p15.1	MER4B-int	chr5	17061637	17067054	+	turquoise
MER4B_5q11.2	MER4B-int	chr5	53207227	53213353	-	turquoise
MER4B_5q13.3	MER4B-int	chr5	77392679	77397596	-	turquoise
MER4B_5q14.1	MER4B-int	chr5	77751478	77756649	-	turquoise
MER4B_5q14.3	MER4B-int	chr5	85808049	85814668	-	turquoise
MER4B_5q15	MER4B-int	chr5	94016254	94017183	+	turquoise
MER4B_5q35.2	MER4B-int	chr5	175107278	175108665	-	turquoise
MER4B_6q12b	MER4B-int	chr6	67684527	67691660	+	turquoise
MER4B_6q16.1	MER4B-int	chr6	92826950	92829394	+	turquoise
MER4B_6q23.3b	MER4B-int	chr6	137186611	137191359	-	turquoise
MER4B_6q27	MER4B-int	chr6	169111738	169116343	+	turquoise
MER4B_7p11.2	MER4B-int	chr7	54160295	54167167	-	turquoise
MER4B_7p12.2	MER4B-int	chr7	50487055	50490112	+	turquoise
MER4B_7p14.3	MER4B-int	chr7	32516285	32528428	+	turquoise
MER4B_7p15.3	MER4B-int	chr7	22744511	22745642	-	turquoise
MER4B_7q21.11a	MER4B-int	chr7	79156061	79158978	+	turquoise
MER4B_7q21.11b	MER4B-int	chr7	79159023	79163015	+	turquoise
MER4B_7q31.33a	MER4B-int	chr7	124436162	124437239	+	turquoise
MER4B_7q31.33b	MER4B-int	chr7	125578911	125579958	+	turquoise
MER4B_7q33a	MER4B-int	chr7	135985319	135988003	-	turquoise
MER4B_7q33b	MER4B-int	chr7	135989988	135991173	-	turquoise
MER4B_7q36.2a	MER4B-int	chr7	152965448	152967152	-	turquoise
MER4B_7q36.2b	MER4B-int	chr7	152967188	152969494	-	turquoise
MER4B_7q36.3	MER4B-int	chr7	158844969	158853451	+	turquoise
MER4B_8p12	MER4B-int	chr8	31435555	31436866	+	turquoise
MER4B_8p23.1c	MER4B-int	chr8	7785551	7790553	+	turquoise
MER4B_8q11.1	MER4B-int	chr8	47074133	47075514	-	turquoise
MER4B_8q21.11	MER4B-int	chr8	74031305	74036087	+	turquoise
MER4B_8q21.3a	MER4B-int	chr8	86274720	86280127	-	turquoise
MER4B_8q21.3b	MER4B-int	chr8	86280440	86283054	-	turquoise
MER4B_8q21.3c	MER4B-int	chr8	87012276	87015196	+	turquoise
MER4B_8q21.3d	MER4B-int	chr8	87015484	87019363	+	turquoise
MER4B_8q24.3	MER4B-int	chr8	143108957	143114047	-	turquoise
MER4B_9p13.3	MER4B-int	chr9	35156611	35159715	-	turquoise
MER4B_9q22.2	MER4B-int	chr9	90779599	90782518	-	turquoise
MER4B_9q22.33	MER4B-int	chr9	98041983	98045194	-	turquoise
MER4B_9q31.1a	MER4B-int	chr9	101377191	101380103	+	turquoise
MER4B_9q31.1b	MER4B-int	chr9	102408787	102412555	-	turquoise
MER4B_9q34.3	MER4B-int	chr9	135645972	135650448	+	turquoise
MER4B_Xp11.21a	MER4B-int	chrX	56376339	56382857	-	turquoise
MER4B_Xp11.21b	MER4B-int	chrX	57779656	57783648	-	turquoise
MER4B_Xp11.22	MER4B-int	chrX	51769323	51778397	+	turquoise
MER4B_Xp11.4c	MER4B-int	chrX	41653247	41655457	+	turquoise
MER4B_Xp21.1a	MER4B-int	chrX	35433071	35442339	-	turquoise
MER4B_Xp21.1b	MER4B-int	chrX	35771827	35779150	-	turquoise
MER4B_Xp22.33	MER4B-int	chrX	3040211	3051599	+	turquoise
MER4B_Xq11.1a	MER4B-int	chrX	63257855	63261076	-	turquoise
MER4B_Xq11.1b	MER4B-int	chrX	63267012	63272093	-	turquoise
MER4B_Xq12a	MER4B-int	chrX	66366844	66367954	-	turquoise
MER4B_Xq12b	MER4B-int	chrX	67880747	67883929	-	turquoise
MER4B_Xq12c	MER4B-int	chrX	67890094	67896324	-	turquoise
MER4B_Xq13.2	MER4B-int	chrX	74484100	74491692	-	turquoise
MER4B_Xq13.3	MER4B-int	chrX	76146255	76148830	-	turquoise
MER4B_Xq21.1a	MER4B-int	chrX	79728683	79731109	+	turquoise
MER4B_Xq21.1b	MER4B-int	chrX	80847232	80854970	-	turquoise
MER4B_Xq21.1d	MER4B-int	chrX	82739759	82748030	-	turquoise
MER4B_Xq21.1e	MER4B-int	chrX	84854937	84863907	-	turquoise
MER4B_Xq21.1f	MER4B-int	chrX	84869978	84873975	+	turquoise
MER4B_Xq21.1g	MER4B-int	chrX	84940702	84944682	-	turquoise
MER4B_Xq21.1h	MER4B-int	chrX	84954658	84958316	-	turquoise
MER4B_Xq21.31a	MER4B-int	chrX	89751649	89753656	-	turquoise
MER4B_Xq21.31b	MER4B-int	chrX	90078962	90083419	+	turquoise
MER4B_Xq21.31c	MER4B-int	chrX	90089318	90093340	+	turquoise
MER4B_Xq21.31d	MER4B-int	chrX	90296561	90304850	-	turquoise
MER4B_Xq21.31e	MER4B-int	chrX	91000872	91005363	+	turquoise
MER4B_Xq21.31f	MER4B-int	chrX	91641322	91643567	+	turquoise
MER4B_Xq21.32	MER4B-int	chrX	93569925	93571530	-	turquoise
MER4B_Xq21.33	MER4B-int	chrX	94683482	94693066	-	turquoise
MER4B_Xq22.3b	MER4B-int	chrX	106116761	106121348	-	turquoise
MER4B_Xq22.3c	MER4B-int	chrX	106121888	106124194	-	turquoise
MER4B_Xq22.3e	MER4B-int	chrX	106336209	106346170	-	turquoise
MER4B_Xq23a	MER4B-int	chrX	114052360	114059021	+	turquoise
MER4B_Xq23b	MER4B-int	chrX	116931759	116941218	-	turquoise
MER4B_Xq25b	MER4B-int	chrX	127136905	127139785	+	turquoise
MER4B_Xq25c	MER4B-int	chrX	128140917	128141802	-	turquoise
MER4B_Xq26.2a	MER4B-int	chrX	131689719	131692783	-	turquoise
MER4B_Xq26.2b	MER4B-int	chrX	131692832	131696311	-	turquoise
MER4B_Xq27.2a	MER4B-int	chrX	142080807	142086581	+	turquoise
MER4B_Xq27.2b	MER4B-int	chrX	142415548	142419524	+	turquoise
MER4B_Xq27.3b	MER4B-int	chrX	144738755	144742822	+	turquoise
MER4B_Xq27.3e	MER4B-int	chrX	146996210	147003550	+	turquoise
MER4B_Yp11.2c	MER4B-int	chrY	3876393	3880951	-	turquoise
MER4B_Yp11.2d	MER4B-int	chrY	4576017	4580506	+	turquoise
MER4B_Yq11.21	MER4B-int	chrY	12296394	12306188	-	turquoise
MER4B_Yq11.221a	MER4B-int	chrY	12668114	12677969	-	turquoise
MER4B_Yq11.221b	MER4B-int	chrY	13624238	13627352	+	turquoise
MER4B_Yq11.223a	MER4B-int	chrY	20877405	20884036	-	turquoise
MER61_10p12.2	MER61-int	chr10	22825722	22831839	-	yellow
MER61_10p13	MER61-int	chr10	13066618	13072809	+	yellow
MER61_10p15.1	MER61-int	chr10	4909131	4911590	+	yellow
MER61_10q21.3	MER61-int	chr10	65570387	65573112	+	yellow
MER61_10q23.1	MER61-int	chr10	80952403	80955739	-	yellow
MER61_10q23.31	MER61-int	chr10	90412474	90416300	+	yellow
MER61_10q25.1	MER61-int	chr10	104608119	104613187	+	yellow
MER61_10q26.12	MER61-int	chr10	120989541	120996023	+	yellow
MER61_11p12a	MER61-int	chr11	36921119	36922825	-	yellow
MER61_11p12b	MER61-int	chr11	40099468	40105610	+	yellow
MER61_11q12.1a	MER61-int	chr11	55856815	55860113	+	yellow
MER61_11q12.1b	MER61-int	chr11	55894020	55895855	+	yellow
MER61_11q12.1c	MER61-int	chr11	56984335	56985313	-	yellow
MER61_11q12.2	MER61-int	chr11	60563473	60565603	-	yellow
MER61_11q13.4	MER61-int	chr11	72162843	72167448	-	yellow
MER61_11q14.1a	MER61-int	chr11	77519761	77522473	-	yellow
MER61_11q14.1c	MER61-int	chr11	85368772	85373842	+	yellow
MER61_11q14.2	MER61-int	chr11	87086913	87088907	-	yellow
MER61_11q22.1a	MER61-int	chr11	98064677	98070173	-	yellow
MER61_11q22.1b	MER61-int	chr11	98758549	98765618	+	yellow
MER61_12p13.31a	MER61-int	chr12	9636613	9641669	-	yellow
MER61_12p13.31b	MER61-int	chr12	9898776	9902230	-	yellow
MER61_12p13.31c	MER61-int	chr12	9911413	9912864	-	yellow
MER61_12q13.12	MER61-int	chr12	50914752	50921640	+	yellow
MER61_12q13.2b	MER61-int	chr12	55172758	55174109	+	yellow
MER61_12q14.1a	MER61-int	chr12	60387288	60391284	-	yellow
MER61_12q14.1b	MER61-int	chr12	61693875	61699920	+	yellow
MER61_12q14.2	MER61-int	chr12	64347628	64352825	+	yellow
MER61_12q15a	MER61-int	chr12	70467962	70472019	+	yellow
MER61_12q21.1	MER61-int	chr12	75015836	75020645	-	yellow
MER61_12q21.31a	MER61-int	chr12	83827691	83828990	-	yellow
MER61_12q21.31b	MER61-int	chr12	83832645	83834929	-	yellow
MER61_12q23.3	MER61-int	chr12	107788616	107793326	-	yellow
MER61_13q14.2	MER61-int	chr13	48066639	48072767	+	yellow
MER61_13q21.1	MER61-int	chr13	56969845	56975305	+	yellow
MER61_13q21.2	MER61-int	chr13	61666420	61671508	-	yellow
MER61_13q21.31a	MER61-int	chr13	63352595	63353670	-	yellow
MER61_13q21.31b	MER61-int	chr13	64052271	64055026	-	yellow
MER61_13q21.32	MER61-int	chr13	66612629	66618271	+	yellow
MER61_13q21.33	MER61-int	chr13	68256804	68261738	+	yellow
MER61_13q22.1	MER61-int	chr13	73440159	73445618	+	yellow
MER61_13q31.1a	MER61-int	chr13	82037819	82041434	-	yellow
MER61_13q31.1c	MER61-int	chr13	83277163	83280344	+	yellow
MER61_13q31.1d	MER61-int	chr13	83996062	84000931	+	yellow
MER61_13q32.3	MER61-int	chr13	100403605	100409632	-	yellow
MER61_14q21.1	MER61-int	chr14	40857838	40859002	+	yellow
MER61_14q21.2	MER61-int	chr14	44379270	44384559	-	yellow
MER61_14q23.3	MER61-int	chr14	66939377	66945419	-	yellow
MER61_14q24.2	MER61-int	chr14	70399662	70400440	-	yellow
MER61_14q31.1a	MER61-int	chr14	81852498	81853510	-	yellow
MER61_14q31.1b	MER61-int	chr14	82870214	82873105	+	yellow
MER61_15q11.2a	MER61-int	chr15	23477468	23480402	+	yellow
MER61_15q11.2b	MER61-int	chr15	23480903	23483841	+	yellow
MER61_15q14	MER61-int	chr15	35438364	35440768	+	yellow
MER61_15q26.2	MER61-int	chr15	94876321	94880341	-	yellow
MER61_16p12.3	MER61-int	chr16	19402791	19407864	-	yellow
MER61_16q12.1	MER61-int	chr16	47489299	47493193	-	yellow
MER61_17p12	MER61-int	chr17	13170446	13174179	+	yellow
MER61_17p13.1	MER61-int	chr17	7522858	7529262	-	yellow
MER61_17q11.2	MER61-int	chr17	29433490	29437050	-	yellow
MER61_17q22b	MER61-int	chr17	52824467	52828917	-	yellow
MER61_17q22c	MER61-int	chr17	52921799	52924634	-	yellow
MER61_18q12.1a	MER61-int	chr18	29879543	29884639	-	yellow
MER61_18q12.1b	MER61-int	chr18	33560623	33566942	-	yellow
MER61_18q12.3a	MER61-int	chr18	39795158	39800435	-	yellow
MER61_18q12.3b	MER61-int	chr18	43162440	43171130	+	yellow
MER61_18q21.2a	MER61-int	chr18	50775309	50779911	+	yellow
MER61_18q21.2b	MER61-int	chr18	54382339	54387923	-	yellow
MER61_18q21.32	MER61-int	chr18	59202527	59207935	+	yellow
MER61_18q22.3	MER61-int	chr18	72692108	72698130	+	yellow
MER61_19p12a	MER61-int	chr19	22110276	22114541	-	yellow
MER61_19p12b	MER61-int	chr19	23032232	23034513	-	yellow
MER61_19p12c	MER61-int	chr19	23103226	23105106	+	yellow
MER61_19q13.2	MER61-int	chr19	42616812	42617821	+	yellow
MER61_1p13.1	MER61-int	chr1	115587187	115593011	+	yellow
MER61_1p13.2a	MER61-int	chr1	114829874	114832914	-	yellow
MER61_1p13.2b	MER61-int	chr1	114896810	114902666	-	yellow
MER61_1p21.1a	MER61-int	chr1	103589770	103593933	-	yellow
MER61_1p21.1b	MER61-int	chr1	103625858	103628713	-	yellow
MER61_1p21.1e	MER61-int	chr1	103719983	103722838	-	yellow
MER61_1p21.1g	MER61-int	chr1	106344473	106349394	-	yellow
MER61_1p21.3	MER61-int	chr1	96153438	96157822	-	yellow
MER61_1p22.2b	MER61-int	chr1	89312773	89316331	-	yellow
MER61_1p31.1a	MER61-int	chr1	78966119	78971684	+	yellow
MER61_1p31.1b	MER61-int	chr1	80633351	80638648	+	yellow
MER61_1p34.1a	MER61-int	chr1	45573148	45575575	-	yellow
MER61_1p34.1b	MER61-int	chr1	45575881	45580362	-	yellow
MER61_1q21.3	MER61-int	chr1	151907955	151909112	+	yellow
MER61_1q23.1b	MER61-int	chr1	157499145	157505063	+	yellow
MER61_1q23.1c	MER61-int	chr1	159056048	159059052	-	yellow
MER61_1q24.3a	MER61-int	chr1	171213837	171218786	-	yellow
MER61_1q24.3b	MER61-int	chr1	172616179	172622331	+	yellow
MER61_1q25.1a	MER61-int	chr1	174297228	174299323	-	yellow
MER61_1q25.1b	MER61-int	chr1	174299363	174300630	-	yellow
MER61_1q25.1c	MER61-int	chr1	176096003	176102384	+	yellow
MER61_1q25.3	MER61-int	chr1	182035067	182039796	-	yellow
MER61_1q31.1a	MER61-int	chr1	187641124	187643633	+	yellow
MER61_1q31.3	MER61-int	chr1	195481270	195486306	-	yellow
MER61_1q42.12	MER61-int	chr1	226611190	226616622	-	yellow
MER61_1q42.2a	MER61-int	chr1	233725225	233729737	-	yellow
MER61_1q43	MER61-int	chr1	238481160	238486145	-	yellow
MER61_20p12.1	MER61-int	chr20	13951627	13953854	+	yellow
MER61_21q21.1b	MER61-int	chr21	20778071	20781214	-	yellow
MER61_21q21.1d	MER61-int	chr21	22519922	22521445	+	yellow
MER61_21q21.2	MER61-int	chr21	22842834	22848544	-	yellow
MER61_21q22.11	MER61-int	chr21	34161331	34166985	-	yellow
MER61_21q22.3	MER61-int	chr21	44740294	44746215	+	yellow
MER61_2p12	MER61-int	chr2	78672431	78678070	-	yellow
MER61_2p21	MER61-int	chr2	44444649	44446040	+	yellow
MER61_2p22.3a	MER61-int	chr2	33664461	33666453	+	yellow
MER61_2p22.3b	MER61-int	chr2	35517180	35523499	-	yellow
MER61_2p24.2	MER61-int	chr2	17998086	18002368	+	yellow
MER61_2q11.2	MER61-int	chr2	98429595	98437221	+	yellow
MER61_2q14.1a	MER61-int	chr2	115406933	115408459	-	yellow
MER61_2q14.1b	MER61-int	chr2	116753992	116758985	+	yellow
MER61_2q14.3	MER61-int	chr2	125185661	125188060	-	yellow
MER61_2q23.3	MER61-int	chr2	153500669	153501301	-	yellow
MER61_2q24.3	MER61-int	chr2	163143522	163148982	+	yellow
MER61_2q31.1a	MER61-int	chr2	170207243	170212933	-	yellow
MER61_2q31.1b	MER61-int	chr2	172537081	172542095	+	yellow
MER61_2q31.1c	MER61-int	chr2	172544914	172547572	+	yellow
MER61_2q31.3	MER61-int	chr2	180336418	180341470	+	yellow
MER61_2q32.1a	MER61-int	chr2	185012511	185015146	+	yellow
MER61_2q32.1b	MER61-int	chr2	187654611	187659513	+	yellow
MER61_2q32.1c	MER61-int	chr2	185628851	185630832	-	yellow
MER61_2q32.3a	MER61-int	chr2	193501013	193503662	-	yellow
MER61_2q34a	MER61-int	chr2	209005697	209006290	+	yellow
MER61_2q35	MER61-int	chr2	218793927	218798599	-	yellow
MER61_3p11.2	MER61-int	chr3	87141103	87146130	+	yellow
MER61_3p12.1	MER61-int	chr3	83927633	83934485	+	yellow
MER61_3p12.2	MER61-int	chr3	81986021	81991673	+	yellow
MER61_3p12.3b	MER61-int	chr3	78246303	78249765	+	yellow
MER61_3p14.2	MER61-int	chr3	60775299	60781077	+	yellow
MER61_3p21.2	MER61-int	chr3	51841775	51846337	-	yellow
MER61_3p21.31	MER61-int	chr3	44768308	44774152	-	yellow
MER61_3p22.3a	MER61-int	chr3	33464819	33466622	-	yellow
MER61_3p22.3b	MER61-int	chr3	35544835	35547203	-	yellow
MER61_3p23	MER61-int	chr3	31042678	31047749	+	yellow
MER61_3p24.1a	MER61-int	chr3	26820869	26825017	+	yellow
MER61_3p24.3	MER61-int	chr3	21542639	21548245	+	yellow
MER61_3p26.1	MER61-int	chr3	8015460	8021328	-	yellow
MER61_3q11.2a	MER61-int	chr3	95407731	95412947	+	yellow
MER61_3q11.2b	MER61-int	chr3	98109337	98114913	+	yellow
MER61_3q13.11	MER61-int	chr3	106255987	106261144	+	yellow
MER61_3q24b	MER61-int	chr3	145244231	145246521	-	yellow
MER61_3q25.31	MER61-int	chr3	155324174	155325889	+	yellow
MER61_3q26.1a	MER61-int	chr3	162664842	162670648	+	yellow
MER61_3q26.1b	MER61-int	chr3	163324071	163329318	+	yellow
MER61_3q26.33a	MER61-int	chr3	180227547	180235941	+	yellow
MER61_3q26.33b	MER61-int	chr3	180894470	180900477	+	yellow
MER61_3q28	MER61-int	chr3	190549018	190554482	-	yellow
MER61_4p15.2	MER61-int	chr4	23573168	23575586	-	yellow
MER61_4p16.3	MER61-int	chr4	94966	101337	+	yellow
MER61_4q13.1b	MER61-int	chr4	64953366	64957440	+	yellow
MER61_4q13.1c	MER61-int	chr4	65075968	65080363	+	yellow
MER61_4q13.2	MER61-int	chr4	68735173	68737101	-	yellow
MER61_4q21.1a	MER61-int	chr4	76230620	76234657	-	yellow
MER61_4q21.1b	MER61-int	chr4	77574705	77578797	+	yellow
MER61_4q21.23a	MER61-int	chr4	83989433	83994396	+	yellow
MER61_4q25	MER61-int	chr4	107586249	107590513	-	yellow
MER61_4q26a	MER61-int	chr4	114145863	114149406	-	yellow
MER61_4q26b	MER61-int	chr4	116663856	116668575	+	yellow
MER61_4q27	MER61-int	chr4	121436615	121437197	+	yellow
MER61_4q28.3a	MER61-int	chr4	130996605	130999757	+	yellow
MER61_4q28.3c	MER61-int	chr4	136716088	136721553	+	yellow
MER61_4q31.21a	MER61-int	chr4	142656025	142661274	+	yellow
MER61_4q31.21b	MER61-int	chr4	143426951	143432579	-	yellow
MER61_4q31.21c	MER61-int	chr4	144953732	144956610	+	yellow
MER61_4q31.21d	MER61-int	chr4	144961310	144962934	+	yellow
MER61_4q31.23	MER61-int	chr4	148298890	148305043	+	yellow
MER61_4q32.1a	MER61-int	chr4	155871948	155878290	-	yellow
MER61_4q32.1d	MER61-int	chr4	157523588	157525146	-	yellow
MER61_4q32.3	MER61-int	chr4	166198160	166203451	+	yellow
MER61_4q34.3	MER61-int	chr4	178273100	178276397	+	yellow
MER61_5p12a	MER61-int	chr5	44151702	44159634	+	yellow
MER61_5p12b	MER61-int	chr5	44453725	44458866	-	yellow
MER61_5p13.2	MER61-int	chr5	35717489	35723193	-	yellow
MER61_5p13.3	MER61-int	chr5	30237440	30239507	+	yellow
MER61_5p14.1	MER61-int	chr5	27472074	27477973	+	yellow
MER61_5p14.2	MER61-int	chr5	23863893	23867155	+	yellow
MER61_5p15.32	MER61-int	chr5	5694482	5699708	+	yellow
MER61_5q12.1	MER61-int	chr5	61913033	61916159	+	yellow
MER61_5q21.1	MER61-int	chr5	100639136	100642471	+	yellow
MER61_5q22.1	MER61-int	chr5	111663040	111667105	-	yellow
MER61_5q23.1	MER61-int	chr5	116343832	116348871	-	yellow
MER61_5q23.2a	MER61-int	chr5	124962835	124967101	+	yellow
MER61_5q32	MER61-int	chr5	148001641	148006661	+	yellow
MER61_6q11.2	MER61-int	chr6	62650316	62651942	-	yellow
MER61_6q12	MER61-int	chr6	66211477	66215054	+	yellow
MER61_6q13b	MER61-int	chr6	69890795	69895721	-	yellow
MER61_6q14.1a	MER61-int	chr6	76025941	76031158	+	yellow
MER61_6q14.1b	MER61-int	chr6	77094622	77100378	+	yellow
MER61_6q14.1c	MER61-int	chr6	78673776	78675966	-	yellow
