"gene","symbol","module","chromosome","gene_strand","TSS","promoter_start","promoter_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence"
"ENSG00000173261.9","PLAC8L1","darkred","chr5","-",146105577,146105078,146107577,"chr5_146106167_146106315_MSTA",146106167,146106315,"+","MSTA","ERVL-MaLR","LTR_or_other",14.2
"ENSG00000154479.13","CCDC173","darkorange","chr2","-",169694405,169693906,169696405,"chr2_169695654_169696042_LTR40b",169695654,169696042,"-","LTR40b","ERVL","LTR_or_other",20.5
"ENSG00000151611.17","MMAA","tan","chr4","+",145599042,145597042,145599541,"chr4_145598694_145599103_MSTD",145598694,145599103,"-","MSTD","ERVL-MaLR","LTR_or_other",20.8
"ENSG00000163389.12","POGLUT1","black","chr3","+",119468963,119466963,119469462,"chr3_119467753_119467794_LTR54",119467753,119467794,"-","LTR54","ERV1","LTR_or_other",18.4
"ENSG00000163389.12","POGLUT1","black","chr3","+",119468963,119466963,119469462,"chr3_119468097_119468479_LTR54",119468097,119468479,"-","LTR54","ERV1","LTR_or_other",18.4
"ENSG00000197020.12","ZNF100","grey","chr19","-",21767579,21767080,21769579,"chr19_21768847_21769340_MLT1H",21768847,21769340,"-","MLT1H","ERVL-MaLR","LTR_or_other",28.3
"ENSG00000274723.1","ENSG00000274723","red","chr12","+",46970504,46968504,46971003,"chr12_46968933_46969373_MLT1D",46968933,46969373,"-","MLT1D","ERVL-MaLR","LTR_or_other",15.9
"ENSG00000242267.6","SKINT1L","grey","chr1","-",48182428,48181929,48184428,"chr1_48182056_48182184_ERVL-E-int",48182056,48182184,"+","ERVL-E-int","ERVL","internal",30.3
"ENSG00000198478.8","SH3BGRL2","green","chr6","+",79631329,79629329,79631828,"chr6_79629148_79629507_MLT1O",79629148,79629507,"-","MLT1O","ERVL-MaLR","LTR_or_other",33.3
"ENSG00000213432.2","RPL17P34","magenta","chr10","-",93284558,93284059,93286558,"chr10_93284886_93285423_MER34C2",93284886,93285423,"-","MER34C2","ERV1","LTR_or_other",11.6
"ENSG00000213432.2","RPL17P34","magenta","chr10","-",93284558,93284059,93286558,"chr10_93286117_93286254_MLT1A0",93286117,93286254,"+","MLT1A0","ERVL-MaLR","LTR_or_other",14.6
"ENSG00000154358.23","OBSCN","tan","chr1","+",228208044,228206044,228208543,"chr1_228206393_228206566_MLT1A0",228206393,228206566,"+","MLT1A0","ERVL-MaLR","LTR_or_other",22.5
"ENSG00000278811.4","LINC00624","midnightblue","chr1","-",147517875,147517376,147519875,"chr1_147517443_147518143_LTR12_",147517443,147518143,"-","LTR12_","ERV1","LTR_or_other",11.2
"ENSG00000278811.4","LINC00624","midnightblue","chr1","-",147517875,147517376,147519875,"chr1_147518609_147519016_LTR16A1",147518609,147519016,"-","LTR16A1","ERVL","LTR_or_other",20.2
"ENSG00000169193.12","CCDC126","brown","chr7","+",23597382,23595382,23597881,"chr7_23595342_23595771_MER65A",23595342,23595771,"+","MER65A","ERV1","LTR_or_other",14.2
"ENSG00000152766.6","ANKRD22","royalblue","chr10","-",88851844,88851345,88853844,"chr10_88852490_88853007_LTR45",88852490,88853007,"+","LTR45","ERV1","LTR_or_other",14.9
"ENSG00000234141.1","ENSG00000234141","blue","chr7","-",7950709,7950210,7952709,"chr7_7950969_7951205_MSTA",7950969,7951205,"-","MSTA","ERVL-MaLR","LTR_or_other",10.6
"ENSG00000234141.1","ENSG00000234141","blue","chr7","-",7950709,7950210,7952709,"chr7_7951498_7951679_MSTA",7951498,7951679,"-","MSTA","ERVL-MaLR","LTR_or_other",10.6
"ENSG00000134186.12","PRPF38B","brown","chr1","+",108692310,108690310,108692809,"chr1_108690204_108690355_MER84-int",108690204,108690355,"-","MER84-int","ERV1","internal",12.5
"ENSG00000114646.10","CSPG5","grey","chr3","-",47580792,47580293,47582792,"chr3_47581763_47582164_MSTB",47581763,47582164,"+","MSTB","ERVL-MaLR","LTR_or_other",17.1
"ENSG00000278703.1","ENSG00000278703","grey","chr18","-",57589091,57588592,57591091,"chr18_57590318_57590735_MLT1C",57590318,57590735,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.8
"ENSG00000286230.1","ENSG00000286230","grey","chr19","-",55216659,55216160,55218659,"chr19_55217859_55218109_MLT1B",55217859,55218109,"-","MLT1B","ERVL-MaLR","LTR_or_other",14.1
"ENSG00000249096.7","LINC02362","grey","chr4","-",184382416,184381917,184384416,"chr4_184382180_184382738_LTR67B",184382180,184382738,"+","LTR67B","ERVL","LTR_or_other",26.6
"ENSG00000142405.22","NLRP12","cyan","chr19","-",53824394,53823895,53826394,"chr19_53825285_53825455_MLT1D",53825285,53825455,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.6
"ENSG00000142405.22","NLRP12","cyan","chr19","-",53824394,53823895,53826394,"chr19_53825752_53825803_MLT1D",53825752,53825803,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.6
"ENSG00000254454.2","RCC2P6","pink","chr11","+",62371146,62369146,62371645,"chr11_62368491_62369451_LTR5_Hs",62368491,62369451,"-","LTR5_Hs","ERVK","LTR_or_other",13.6
"ENSG00000254454.2","RCC2P6","pink","chr11","+",62371146,62369146,62371645,"chr11_62369545_62370999_HERVK-int",62369545,62370999,"-","HERVK-int","ERVK","internal",7.5
"ENSG00000254454.2","RCC2P6","pink","chr11","+",62371146,62369146,62371645,"chr11_62371427_62371589_LTR5_Hs",62371427,62371589,"+","LTR5_Hs","ERVK","LTR_or_other",13.6
"ENSG00000258741.5","H2AZ2P1","turquoise","chr15","-",92734219,92733720,92736219,"chr15_92735323_92735717_MLT1A1",92735323,92735717,"-","MLT1A1","ERVL-MaLR","LTR_or_other",18
"ENSG00000129566.13","TEP1","turquoise","chr14","-",20413501,20413002,20415501,"chr14_20414363_20414720_MLT1A0",20414363,20414720,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.9
"ENSG00000250508.1","LINC02701","turquoise","chr11","+",68870664,68868664,68871163,"chr11_68868033_68869514_HERV3-int",68868033,68869514,"+","HERV3-int","ERV1","internal",21.7
"ENSG00000250508.1","LINC02701","turquoise","chr11","+",68870664,68868664,68871163,"chr11_68869511_68869868_HERV3-int",68869511,68869868,"+","HERV3-int","ERV1","internal",22.4
"ENSG00000250508.1","LINC02701","turquoise","chr11","+",68870664,68868664,68871163,"chr11_68870461_68870706_HERV3-int",68870461,68870706,"+","HERV3-int","ERV1","internal",19.5
"ENSG00000250508.1","LINC02701","turquoise","chr11","+",68870664,68868664,68871163,"chr11_68870699_68870819_HERV3-int",68870699,68870819,"+","HERV3-int","ERV1","internal",20.7
"ENSG00000250508.1","LINC02701","turquoise","chr11","+",68870664,68868664,68871163,"chr11_68870796_68873979_HERV3-int",68870796,68873979,"+","HERV3-int","ERV1","internal",22.2
"ENSG00000104723.21","TUSC3","pink","chr8","+",15417215,15415215,15417714,"chr8_15415409_15415808_MLT1H",15415409,15415808,"+","MLT1H","ERVL-MaLR","LTR_or_other",28.2
"ENSG00000104723.21","TUSC3","pink","chr8","+",15417215,15415215,15417714,"chr8_15417005_15417387_MSTA",15417005,15417387,"+","MSTA","ERVL-MaLR","LTR_or_other",15
"ENSG00000287124.1","ENSG00000287124","turquoise","chr10","+",23443036,23441036,23443535,"chr10_23442638_23443003_MLT1A1",23442638,23443003,"+","MLT1A1","ERVL-MaLR","LTR_or_other",20
"ENSG00000225963.8","ENSG00000225963","pink","chr2","+",230121370,230119370,230121869,"chr2_230119588_230120015_MLT2A1",230119588,230120015,"+","MLT2A1","ERVL","LTR_or_other",8
"ENSG00000225963.8","ENSG00000225963","pink","chr2","+",230121370,230119370,230121869,"chr2_230120030_230122600_HERVL-int",230120030,230122600,"+","HERVL-int","ERVL","internal",6.2
"ENSG00000288869.1","ENSG00000288869","turquoise","chr2","-",69799004,69798505,69801004,"chr2_69796455_69798802_HUERS-P3-int",69796455,69798802,"-","HUERS-P3-int","ERV1","internal",23.4
"ENSG00000288869.1","ENSG00000288869","turquoise","chr2","-",69799004,69798505,69801004,"chr2_69798832_69799610_LTR19C",69798832,69799610,"-","LTR19C","ERV1","LTR_or_other",11.7
"ENSG00000288869.1","ENSG00000288869","turquoise","chr2","-",69799004,69798505,69801004,"chr2_69800776_69801396_LTR9A1",69800776,69801396,"-","LTR9A1","ERV1","LTR_or_other",16.5
"ENSG00000255760.3","LINC02422","grey","chr12","-",31959316,31958817,31961316,"chr12_31958465_31958860_LTR24B",31958465,31958860,"-","LTR24B","ERV1","LTR_or_other",19.1
"ENSG00000235563.1","ENSG00000235563","turquoise","chr1","+",53114576,53112576,53115075,"chr1_53112546_53112663_LTR78",53112546,53112663,"+","LTR78","ERV1","LTR_or_other",30.5
"ENSG00000235563.1","ENSG00000235563","turquoise","chr1","+",53114576,53112576,53115075,"chr1_53112736_53112914_LTR78",53112736,53112914,"+","LTR78","ERV1","LTR_or_other",29.9
"ENSG00000235563.1","ENSG00000235563","turquoise","chr1","+",53114576,53112576,53115075,"chr1_53112998_53113159_LTR78",53112998,53113159,"+","LTR78","ERV1","LTR_or_other",25.2
"ENSG00000270728.1","ENSG00000270728","orange","chr1","+",19297080,19295080,19297579,"chr1_19294464_19295631_HUERS-P3-int",19294464,19295631,"-","HUERS-P3-int","ERV1","internal",14.7
"ENSG00000270728.1","ENSG00000270728","orange","chr1","+",19297080,19295080,19297579,"chr1_19295641_19295844_HUERS-P3-int",19295641,19295844,"-","HUERS-P3-int","ERV1","internal",21.2
"ENSG00000270728.1","ENSG00000270728","orange","chr1","+",19297080,19295080,19297579,"chr1_19295845_19295902_LTR9D",19295845,19295902,"-","LTR9D","ERV1","LTR_or_other",19
"ENSG00000270728.1","ENSG00000270728","orange","chr1","+",19297080,19295080,19297579,"chr1_19295903_19296217_LTR9D",19295903,19296217,"-","LTR9D","ERV1","LTR_or_other",16.9
"ENSG00000270728.1","ENSG00000270728","orange","chr1","+",19297080,19295080,19297579,"chr1_19296532_19296835_LTR9D",19296532,19296835,"-","LTR9D","ERV1","LTR_or_other",16.9
"ENSG00000286458.1","ENSG00000286458","midnightblue","chr7","-",134998153,134997654,135000153,"chr7_134997355_134997827_MER77",134997355,134997827,"-","MER77","ERVL","LTR_or_other",19.6
"ENSG00000286458.1","ENSG00000286458","midnightblue","chr7","-",134998153,134997654,135000153,"chr7_134998193_134998856_MER21-int",134998193,134998856,"-","MER21-int","ERVL","internal",23.3
"ENSG00000286458.1","ENSG00000286458","midnightblue","chr7","-",134998153,134997654,135000153,"chr7_134998881_135000000_MER21-int",134998881,135000000,"-","MER21-int","ERVL","internal",25.1
"ENSG00000286458.1","ENSG00000286458","midnightblue","chr7","-",134998153,134997654,135000153,"chr7_135000007_135000210_MER21-int",135000007,135000210,"-","MER21-int","ERVL","internal",25.1
"ENSG00000184860.10","SDR42E1","royalblue","chr16","-",82011481,82010982,82013481,"chr16_82013048_82013185_MLT1J1",82013048,82013185,"-","MLT1J1","ERVL-MaLR","LTR_or_other",23.8
"ENSG00000067066.17","SP100","turquoise","chr2","+",230415942,230413942,230416441,"chr2_230413300_230414006_MER51A",230413300,230414006,"-","MER51A","ERV1","LTR_or_other",11.6
"ENSG00000065413.20","ANKRD44","turquoise","chr2","-",197311173,197310674,197313173,"chr2_197313057_197313365_ERVL-E-int",197313057,197313365,"+","ERVL-E-int","ERVL","internal",33.1
"ENSG00000005206.17","SPPL2B","black","chr19","+",2328615,2326615,2329114,"chr19_2326875_2327164_MLT1E1",2326875,2327164,"+","MLT1E1","ERVL-MaLR","LTR_or_other",26.9
"ENSG00000213300.5","HNRNPA3P6","magenta","chr3","+",75214631,75212631,75215130,"chr3_75213780_75214126_MLT1K",75213780,75214126,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.3
"ENSG00000180764.13","PIPSL","magenta","chr10","-",93961540,93961041,93963540,"chr10_93962140_93962211_MSTB",93962140,93962211,"-","MSTB","ERVL-MaLR","LTR_or_other",18.1
"ENSG00000180764.13","PIPSL","magenta","chr10","-",93961540,93961041,93963540,"chr10_93962323_93962365_MLT2A1",93962323,93962365,"-","MLT2A1","ERVL","LTR_or_other",8
"ENSG00000180764.13","PIPSL","magenta","chr10","-",93961540,93961041,93963540,"chr10_93962546_93962906_MLT2A1",93962546,93962906,"-","MLT2A1","ERVL","LTR_or_other",8
"ENSG00000112699.11","GMDS","turquoise","chr6","-",2245605,2245106,2247605,"chr6_2247525_2247855_MLT1B",2247525,2247855,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.4
"ENSG00000203739.5","PRDX6-AS1","grey","chr1","-",173489407,173488908,173491407,"chr1_173489218_173489568_MLT1A0",173489218,173489568,"-","MLT1A0","ERVL-MaLR","LTR_or_other",16.3
"ENSG00000253328.2","SUMO2P19","black","chr8","-",102242619,102242120,102244619,"chr8_102242688_102243144_LTR102_Mam",102242688,102243144,"-","LTR102_Mam","ERVL","LTR_or_other",22.2
"ENSG00000253328.2","SUMO2P19","black","chr8","-",102242619,102242120,102244619,"chr8_102243438_102243693_LTR102_Mam",102243438,102243693,"-","LTR102_Mam","ERVL","LTR_or_other",22.2
"ENSG00000253328.2","SUMO2P19","black","chr8","-",102242619,102242120,102244619,"chr8_102243829_102243966_MLT1G3",102243829,102243966,"+","MLT1G3","ERVL-MaLR","LTR_or_other",25.6
"ENSG00000253328.2","SUMO2P19","black","chr8","-",102242619,102242120,102244619,"chr8_102244277_102244306_MLT1G3",102244277,102244306,"+","MLT1G3","ERVL-MaLR","LTR_or_other",25.6
"ENSG00000104518.11","GSDMD","turquoise","chr8","+",143553207,143551207,143553706,"chr8_143551393_143551567_LTR28C",143551393,143551567,"+","LTR28C","ERV1","LTR_or_other",18.9
"ENSG00000104518.11","GSDMD","turquoise","chr8","+",143553207,143551207,143553706,"chr8_143551552_143551621_LTR28C",143551552,143551621,"+","LTR28C","ERV1","LTR_or_other",13.1
"ENSG00000128394.17","APOBEC3F","turquoise","chr22","+",39040604,39038604,39041103,"chr22_39037964_39038625_MER49",39037964,39038625,"+","MER49","ERV1","LTR_or_other",17.5
"ENSG00000128394.17","APOBEC3F","turquoise","chr22","+",39040604,39038604,39041103,"chr22_39038885_39039353_LTR7C",39038885,39039353,"-","LTR7C","ERV1","LTR_or_other",7
"ENSG00000128394.17","APOBEC3F","turquoise","chr22","+",39040604,39038604,39041103,"chr22_39039429_39039689_MER49",39039429,39039689,"+","MER49","ERV1","LTR_or_other",13.8
"ENSG00000279933.1","ENSG00000279933","cyan","chr22","-",44187739,44187240,44189739,"chr22_44187084_44187328_MLT1C",44187084,44187328,"-","MLT1C","ERVL-MaLR","LTR_or_other",27.4
"ENSG00000279933.1","ENSG00000279933","cyan","chr22","-",44187739,44187240,44189739,"chr22_44187328_44187526_MLT1C-int",44187328,44187526,"-","MLT1C-int","ERVL-MaLR","internal",19.5
"ENSG00000271329.1","ENSG00000271329","salmon","chr1","-",44189049,44188550,44191049,"chr1_44189298_44189491_MLT2B2",44189298,44189491,"-","MLT2B2","ERVL","LTR_or_other",15.6
"ENSG00000236801.1","RPL24P8","magenta","chr9","+",70217195,70215195,70217694,"chr9_70216224_70216609_MLT1A",70216224,70216609,"-","MLT1A","ERVL-MaLR","LTR_or_other",18.9
"ENSG00000284233.1","ENSG00000284233","grey","chr22","+",24633272,24631272,24633771,"chr22_24630446_24631411_LTR5_Hs",24630446,24631411,"-","LTR5_Hs","ERVK","LTR_or_other",12.4
"ENSG00000204271.13","SPIN3","grey","chrX","-",56995827,56995328,56997827,"chrX_56997788_56997979_MER21B",56997788,56997979,"+","MER21B","ERVL","LTR_or_other",16.1
"ENSG00000261461.1","UBE2MP1","magenta","chr16","-",35170241,35169742,35172241,"chr16_35170677_35170736_LTR45C",35170677,35170736,"+","LTR45C","ERV1","LTR_or_other",15
"ENSG00000152137.8","HSPB8","grey","chr12","+",119171555,119169555,119172054,"chr12_119169659_119170071_MLT1I",119169659,119170071,"-","MLT1I","ERVL-MaLR","LTR_or_other",28.3
"ENSG00000152137.8","HSPB8","grey","chr12","+",119171555,119169555,119172054,"chr12_119170575_119170694_MER41B",119170575,119170694,"-","MER41B","ERV1","LTR_or_other",11.5
"ENSG00000152137.8","HSPB8","grey","chr12","+",119171555,119169555,119172054,"chr12_119170995_119171575_MER41B",119170995,119171575,"-","MER41B","ERV1","LTR_or_other",11.5
"ENSG00000152137.8","HSPB8","grey","chr12","+",119171555,119169555,119172054,"chr12_119171610_119172075_MER4A1",119171610,119172075,"-","MER4A1","ERV1","LTR_or_other",11.3
"ENSG00000167861.16","HID1","green","chr17","-",74973166,74972667,74975166,"chr17_74974878_74974953_LTR78",74974878,74974953,"-","LTR78","ERV1","LTR_or_other",31.6
"ENSG00000134222.16","PSRC1","turquoise","chr1","-",109283186,109282687,109285186,"chr1_109284063_109284687_MER41B",109284063,109284687,"+","MER41B","ERV1","LTR_or_other",10.6
"ENSG00000134222.16","PSRC1","turquoise","chr1","-",109283186,109282687,109285186,"chr1_109284688_109284801_MER41B",109284688,109284801,"+","MER41B","ERV1","LTR_or_other",14.6
"ENSG00000134222.16","PSRC1","turquoise","chr1","-",109283186,109282687,109285186,"chr1_109285102_109285503_MER41B",109285102,109285503,"+","MER41B","ERV1","LTR_or_other",14.6
"ENSG00000237212.2","ENSG00000237212","grey","chr9","+",96065740,96063740,96066239,"chr9_96064299_96064649_MLT1H",96064299,96064649,"-","MLT1H","ERVL-MaLR","LTR_or_other",26.9
"ENSG00000237212.2","ENSG00000237212","grey","chr9","+",96065740,96063740,96066239,"chr9_96064836_96065323_MLT1O",96064836,96065323,"-","MLT1O","ERVL-MaLR","LTR_or_other",30.4
"ENSG00000237212.2","ENSG00000237212","grey","chr9","+",96065740,96063740,96066239,"chr9_96065527_96065942_MSTC",96065527,96065942,"+","MSTC","ERVL-MaLR","LTR_or_other",14.2
"ENSG00000272049.1","ENSG00000272049","blue","chr5","-",8445535,8445036,8447535,"chr5_8444921_8445650_MER4A",8444921,8445650,"-","MER4A","ERV1","LTR_or_other",15.5
"ENSG00000272049.1","ENSG00000272049","blue","chr5","-",8445535,8445036,8447535,"chr5_8447031_8447387_MLT1C",8447031,8447387,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.9
"ENSG00000123485.12","HJURP","saddlebrown","chr2","-",233854566,233854067,233856566,"chr2_233855490_233855738_LTR16A",233855490,233855738,"+","LTR16A","ERVL","LTR_or_other",30.2
"ENSG00000123485.12","HJURP","saddlebrown","chr2","-",233854566,233854067,233856566,"chr2_233856079_233856575_MER51E",233856079,233856575,"-","MER51E","ERV1","LTR_or_other",11.2
"ENSG00000258967.1","HMGN1P3","turquoise","chr14","-",68888084,68887585,68890084,"chr14_68889403_68889512_MLT1C",68889403,68889512,"+","MLT1C","ERVL-MaLR","LTR_or_other",19.3
"ENSG00000214376.6","VSTM5","turquoise","chr11","-",93850618,93850119,93852618,"chr11_93851646_93851935_MLT1L",93851646,93851935,"+","MLT1L","ERVL-MaLR","LTR_or_other",27.1
"ENSG00000214376.6","VSTM5","turquoise","chr11","-",93850618,93850119,93852618,"chr11_93852320_93852472_MLT1K",93852320,93852472,"+","MLT1K","ERVL-MaLR","LTR_or_other",29.2
"ENSG00000214376.6","VSTM5","turquoise","chr11","-",93850618,93850119,93852618,"chr11_93852484_93852653_MLT1K",93852484,93852653,"+","MLT1K","ERVL-MaLR","LTR_or_other",33.3
"ENSG00000232457.4","SLC16A6P1","greenyellow","chr17","+",64953683,64951683,64954182,"chr17_64952598_64952800_MLT1B",64952598,64952800,"+","MLT1B","ERVL-MaLR","LTR_or_other",17.3
"ENSG00000002586.20","CD99","steelblue","chrX","+",2691187,2689187,2691686,"chrX_2689112_2689691_MER4E",2689112,2689691,"+","MER4E","ERV1","LTR_or_other",15.2
"ENSG00000124370.11","MCEE","blue","chr2","-",71130239,71129740,71132239,"chr2_71131502_71131972_LTR7C",71131502,71131972,"-","LTR7C","ERV1","LTR_or_other",9.8
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247103660_247103854_MER57E3",247103660,247103854,"+","MER57E3","ERV1","LTR_or_other",23.3
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247104690_247104837_LTR8",247104690,247104837,"-","LTR8","ERV1","LTR_or_other",13.2
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247104877_247104932_LTR8",247104877,247104932,"-","LTR8","ERV1","LTR_or_other",12.5
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247104905_247105047_MER4A1",247104905,247105047,"-","MER4A1","ERV1","LTR_or_other",14.8
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247105043_247105499_LTR10G",247105043,247105499,"-","LTR10G","ERV1","LTR_or_other",11.8
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247105514_247105836_MER4A1",247105514,247105836,"-","MER4A1","ERV1","LTR_or_other",9.3
"ENSG00000286747.1","ENSG00000286747","blue","chr1","+",247105405,247103405,247105904,"chr1_247105845_247105915_MER4-int",247105845,247105915,"-","MER4-int","ERV1","internal",10
"ENSG00000270059.1","ENSG00000270059","blue","chr3","-",65359717,65359218,65361717,"chr3_65361584_65361969_MLT1F2",65361584,65361969,"+","MLT1F2","ERVL-MaLR","LTR_or_other",25.2
"ENSG00000139793.20","MBNL2","tan","chr13","+",97221434,97219434,97221933,"chr13_97219404_97219759_MLT1A",97219404,97219759,"-","MLT1A","ERVL-MaLR","LTR_or_other",20.2
"ENSG00000253167.1","WASHC5-AS1","midnightblue","chr8","+",125040684,125038684,125041183,"chr8_125040489_125040858_THE1C",125040489,125040858,"+","THE1C","ERVL-MaLR","LTR_or_other",10
"ENSG00000123119.12","NECAB1","green","chr8","+",90791775,90789775,90792274,"chr8_90789509_90790082_MLT1G",90789509,90790082,"-","MLT1G","ERVL-MaLR","LTR_or_other",28.4
"ENSG00000198887.9","SMC5","black","chr9","+",70258978,70256978,70259477,"chr9_70257619_70258069_LTR24",70257619,70258069,"-","LTR24","ERV1","LTR_or_other",13.5
"ENSG00000174885.13","NLRP6","green","chr11","+",278407,276407,278906,"chr11_276687_277071_MSTA",276687,277071,"-","MSTA","ERVL-MaLR","LTR_or_other",13.4
"ENSG00000174885.13","NLRP6","green","chr11","+",278407,276407,278906,"chr11_277064_277152_MER41B",277064,277152,"-","MER41B","ERV1","LTR_or_other",11.2
"ENSG00000174885.13","NLRP6","green","chr11","+",278407,276407,278906,"chr11_277458_277952_MER41B",277458,277952,"-","MER41B","ERV1","LTR_or_other",11.2
"ENSG00000162592.10","CCDC27","blue","chr1","+",3752445,3750445,3752944,"chr1_3750401_3751390_LTR5B",3750401,3751390,"+","LTR5B","ERVK","LTR_or_other",14.4
"ENSG00000162592.10","CCDC27","blue","chr1","+",3752445,3750445,3752944,"chr1_3751583_3751609_LTR45C",3751583,3751609,"+","LTR45C","ERV1","LTR_or_other",13
"ENSG00000162592.10","CCDC27","blue","chr1","+",3752445,3750445,3752944,"chr1_3751901_3752001_LTR45C",3751901,3752001,"+","LTR45C","ERV1","LTR_or_other",13
"ENSG00000162592.10","CCDC27","blue","chr1","+",3752445,3750445,3752944,"chr1_3752281_3752378_LTR45C",3752281,3752378,"+","LTR45C","ERV1","LTR_or_other",24.5
"ENSG00000224892.6","RPS4XP16","salmon","chr13","+",51460558,51458558,51461057,"chr13_51460218_51460495_MSTB",51460218,51460495,"+","MSTB","ERVL-MaLR","LTR_or_other",21.7
"ENSG00000257337.8","ENSG00000257337","greenyellow","chr12","-",53054450,53053951,53056450,"chr12_53056041_53056073_MLT1C",53056041,53056073,"-","MLT1C","ERVL-MaLR","LTR_or_other",18.2
"ENSG00000257337.8","ENSG00000257337","greenyellow","chr12","-",53054450,53053951,53056450,"chr12_53056390_53056776_MLT1C",53056390,53056776,"-","MLT1C","ERVL-MaLR","LTR_or_other",20
"ENSG00000117091.10","CD48","darkturquoise","chr1","-",160711831,160711332,160713831,"chr1_160712379_160712461_THE1C",160712379,160712461,"-","THE1C","ERVL-MaLR","LTR_or_other",12.4
"ENSG00000117091.10","CD48","darkturquoise","chr1","-",160711831,160711332,160713831,"chr1_160712765_160713081_THE1C",160712765,160713081,"-","THE1C","ERVL-MaLR","LTR_or_other",12.4
"ENSG00000172460.18","PRSS30P","grey","chr16","-",2842710,2842211,2844710,"chr16_2844182_2844409_LTR37A",2844182,2844409,"+","LTR37A","ERV1","LTR_or_other",18.3
"ENSG00000172460.18","PRSS30P","grey","chr16","-",2842710,2842211,2844710,"chr16_2844543_2844610_LTR37A",2844543,2844610,"+","LTR37A","ERV1","LTR_or_other",15.5
"ENSG00000261635.2","ENSG00000261635","blue","chr15","+",36613474,36611474,36613973,"chr15_36612025_36612478_MLT1J",36612025,36612478,"+","MLT1J","ERVL-MaLR","LTR_or_other",28.6
"ENSG00000197150.13","ABCB8","yellow","chr7","+",151028422,151026422,151028921,"chr7_151027014_151027969_LTR5_Hs",151027014,151027969,"+","LTR5_Hs","ERVK","LTR_or_other",9.3
"ENSG00000197321.16","SVIL","tan","chr10","-",29736959,29736460,29738959,"chr10_29737686_29738102_MLT1B",29737686,29738102,"-","MLT1B","ERVL-MaLR","LTR_or_other",12.9
"ENSG00000163607.18","GTPBP8","yellow","chr3","+",112991154,112989154,112991653,"chr3_112989563_112989980_LTR7B",112989563,112989980,"+","LTR7B","ERV1","LTR_or_other",6.7
"ENSG00000183814.16","LIN9","yellow","chr1","-",226309869,226309370,226311869,"chr1_226311578_226311643_MLT1A1",226311578,226311643,"-","MLT1A1","ERVL-MaLR","LTR_or_other",13.4
"ENSG00000099251.14","HSD17B7P2","turquoise","chr10","+",38356380,38354380,38356879,"chr10_38354246_38354629_MER51C",38354246,38354629,"-","MER51C","ERV1","LTR_or_other",11.5
"ENSG00000099251.14","HSD17B7P2","turquoise","chr10","+",38356380,38354380,38356879,"chr10_38354630_38355259_PABL_A",38354630,38355259,"+","PABL_A","ERV1","LTR_or_other",7
"ENSG00000099251.14","HSD17B7P2","turquoise","chr10","+",38356380,38354380,38356879,"chr10_38355260_38355537_MER51C",38355260,38355537,"-","MER51C","ERV1","LTR_or_other",11.6
"ENSG00000238035.8","ENSG00000238035","grey","chr5","+",181306502,181304502,181307001,"chr5_181304907_181305969_MER11B",181304907,181305969,"-","MER11B","ERVK","LTR_or_other",8.5
"ENSG00000238035.8","ENSG00000238035","grey","chr5","+",181306502,181304502,181307001,"chr5_181305971_181306270_MER21C",181305971,181306270,"-","MER21C","ERVL","LTR_or_other",21.5
"ENSG00000238035.8","ENSG00000238035","grey","chr5","+",181306502,181304502,181307001,"chr5_181306577_181306886_MER21C",181306577,181306886,"-","MER21C","ERVL","LTR_or_other",21.5
"ENSG00000260361.1","ENSG00000260361","grey","chr15","-",92781492,92780993,92783492,"chr15_92782361_92782469_LTR36",92782361,92782469,"+","LTR36","ERV1","LTR_or_other",15.7
"ENSG00000260361.1","ENSG00000260361","grey","chr15","-",92781492,92780993,92783492,"chr15_92783088_92783679_LTR39",92783088,92783679,"+","LTR39","ERV1","LTR_or_other",14.3
"ENSG00000172687.14","ZNF738","turquoise","chr19","+",21358930,21356930,21359429,"chr19_21356640_21357133_MLT1H",21356640,21357133,"+","MLT1H","ERVL-MaLR","LTR_or_other",29.3
"ENSG00000124570.21","SERPINB6","red","chr6","-",2972165,2971666,2974165,"chr6_2971882_2971941_MER41B",2971882,2971941,"+","MER41B","ERV1","LTR_or_other",10
"ENSG00000082781.12","ITGB5","red","chr3","-",124901418,124900919,124903418,"chr3_124902682_124902837_MLT1A0",124902682,124902837,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.4
