"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000104805.16","NUCB1","protein_coding","chr19",48900312,48923372,"+","ENSG00000104805",48900312,23061
"ENSG00000235191.1","NUCB1-AS1","lncRNA","chr19",48910930,48918891,"-","ENSG00000235191",48918891,7962
"ENSG00000260366.1","ENSG00000260366","lncRNA","chr19",48926171,48926444,"+","ENSG00000260366",48926171,274
"ENSG00000104808.8","DHDH","protein_coding","chr19",48933699,48944969,"+","ENSG00000104808",48933699,11271
"ENSG00000087088.21","BAX","protein_coding","chr19",48954875,48961798,"+","ENSG00000087088",48954875,6924
"ENSG00000267898.1","ENSG00000267898","lncRNA","chr19",48963975,48965158,"+","ENSG00000267898",48963975,1184
"ENSG00000087086.15","FTL","protein_coding","chr19",48965309,48966879,"+","ENSG00000087086",48965309,1571
"ENSG00000104812.15","GYS1","protein_coding","chr19",48968130,48993310,"-","ENSG00000104812",48993310,25181
"ENSG00000183207.14","RUVBL2","protein_coding","chr19",48993562,49015970,"+","ENSG00000183207",48993562,22409
"ENSG00000273898.1","MIR6798","miRNA","chr19",49009906,49009972,"+","ENSG00000273898",49009906,67
"ENSG00000104826.15","LHB","protein_coding","chr19",49015980,49017091,"-","ENSG00000104826",49017091,1112
"ENSG00000268655.2","ENSG00000268655","protein_coding","chr19",49017496,49020523,"-","ENSG00000268655",49020523,3028
"ENSG00000104827.12","CGB3","protein_coding","chr19",49022869,49024333,"-","ENSG00000104827",49024333,1465
"ENSG00000267019.1","NTF6A","unprocessed_pseudogene","chr19",49025461,49026020,"-","ENSG00000267019",49026020,560
"ENSG00000267099.1","NTF6G","unprocessed_pseudogene","chr19",49029726,49030341,"+","ENSG00000267099",49029726,616
"ENSG00000104818.15","CGB2","protein_coding","chr19",49031890,49033238,"+","ENSG00000104818",49031890,1349
"ENSG00000267631.5","CGB1","protein_coding","chr19",49035569,49036895,"-","ENSG00000267631",49036895,1327
"ENSG00000267685.2","NTF6B","unprocessed_pseudogene","chr19",49038479,49039038,"-","ENSG00000267685",49039038,560
"ENSG00000268669.1","ENSG00000268669","unprocessed_pseudogene","chr19",49042174,49042731,"+","ENSG00000268669",49042174,558
"ENSG00000189052.7","CGB5","protein_coding","chr19",49043848,49045311,"+","ENSG00000189052",49043848,1464
"ENSG00000213030.6","CGB8","protein_coding","chr19",49047638,49049111,"-","ENSG00000213030",49049111,1474
"ENSG00000269706.1","ENSG00000269706","unprocessed_pseudogene","chr19",49050217,49050846,"-","ENSG00000269706",49050846,630
"ENSG00000196337.13","CGB7","protein_coding","chr19",49054274,49058860,"-","ENSG00000196337",49058860,4587
"ENSG00000268108.1","ENSG00000268108","lncRNA","chr19",49060613,49061065,"+","ENSG00000268108",49060613,453
"ENSG00000225950.8","NTF4","protein_coding","chr19",49061133,49065054,"-","ENSG00000225950",49065054,3922
"ENSG00000268287.1","ENSG00000268287","lncRNA","chr19",49064296,49064856,"+","ENSG00000268287",49064296,561
"ENSG00000104848.2","KCNA7","protein_coding","chr19",49067397,49072699,"-","ENSG00000104848",49072699,5303
"ENSG00000265675.2","RN7SL708P","misc_RNA","chr19",49081332,49081630,"+","ENSG00000265675",49081332,299
"ENSG00000104852.15","SNRNP70","protein_coding","chr19",49085419,49108605,"+","ENSG00000104852",49085419,23187
"ENSG00000104863.12","LIN7B","protein_coding","chr19",49114324,49118401,"+","ENSG00000104863",49114324,4078
"ENSG00000221916.4","C19orf73","protein_coding","chr19",49118461,49119143,"-","ENSG00000221916",49119143,683
"ENSG00000177380.14","PPFIA3","protein_coding","chr19",49119544,49151026,"+","ENSG00000177380",49119544,31483
"ENSG00000130528.12","HRC","protein_coding","chr19",49151198,49155396,"-","ENSG00000130528",49155396,4199
"ENSG00000130529.16","TRPM4","protein_coding","chr19",49157741,49211836,"+","ENSG00000130529",49157741,54096
"ENSG00000269009.1","SLC6A21P","processed_pseudogene","chr19",49255472,49256102,"-","ENSG00000269009",49256102,631
"ENSG00000235555.1","SUMO1P4","processed_pseudogene","chr19",49275119,49275420,"+","ENSG00000235555",49275119,302
"ENSG00000063127.16","SLC6A16","protein_coding","chr19",49289638,49325215,"-","ENSG00000063127",49325215,35578
"ENSG00000265407.1","MIR4324","miRNA","chr19",49308797,49308868,"-","ENSG00000265407",49308868,72
"ENSG00000197813.6","ENSG00000197813","lncRNA","chr19",49331525,49340250,"-","ENSG00000197813",49340250,8726
"ENSG00000104894.12","CD37","protein_coding","chr19",49335171,49340594,"+","ENSG00000104894",49335171,5424
"ENSG00000074219.14","TEAD2","protein_coding","chr19",49340861,49362457,"-","ENSG00000074219",49362457,21597
"ENSG00000268157.1","ENSG00000268157","lncRNA","chr19",49356152,49357769,"+","ENSG00000268157",49356152,1618
"ENSG00000104901.7","DKKL1","protein_coding","chr19",49361783,49375116,"+","ENSG00000104901",49361783,13334
"ENSG00000268686.2","ENSG00000268686","lncRNA","chr19",49368558,49388091,"-","ENSG00000268686",49388091,19534
"ENSG00000161609.10","KASH5","protein_coding","chr19",49388249,49417990,"+","ENSG00000161609",49388249,29742
"ENSG00000142538.2","PTH2","protein_coding","chr19",49422419,49423441,"-","ENSG00000142538",49423441,1023
"ENSG00000261949.7","GFY","protein_coding","chr19",49423749,49428987,"+","ENSG00000261949",49423749,5239
"ENSG00000104888.10","SLC17A7","protein_coding","chr19",49429401,49442360,"-","ENSG00000104888",49442360,12960
"ENSG00000104872.11","PIH1D1","protein_coding","chr19",49446298,49453497,"-","ENSG00000104872",49453497,7200
"ENSG00000161618.10","ALDH16A1","protein_coding","chr19",49453225,49471050,"+","ENSG00000161618",49453225,17826
"ENSG00000090554.13","FLT3LG","protein_coding","chr19",49474207,49486231,"+","ENSG00000090554",49474207,12025
"ENSG00000142541.18","RPL13A","protein_coding","chr19",49487510,49493057,"+","ENSG00000142541",49487510,5548
"ENSG00000199631.1","SNORD33","snoRNA","chr19",49490615,49490699,"+","ENSG00000199631",49490615,85
"ENSG00000202503.1","SNORD34","snoRNA","chr19",49490904,49490974,"+","ENSG00000202503",49490904,71
"ENSG00000200259.1","SNORD35A","snoRNA","chr19",49491175,49491260,"+","ENSG00000200259",49491175,86
"ENSG00000142534.7","RPS11","protein_coding","chr19",49496432,49499708,"+","ENSG00000142534",49496432,3277
"ENSG00000200530.1","SNORD35B","snoRNA","chr19",49497720,49497806,"+","ENSG00000200530",49497720,87
"ENSG00000207782.3","MIR150","miRNA","chr19",49500785,49500868,"-","ENSG00000207782",49500868,84
"ENSG00000268681.1","COX6CP7","processed_pseudogene","chr19",49502432,49502639,"-","ENSG00000268681",49502639,208
"ENSG00000104870.13","FCGRT","protein_coding","chr19",49512375,49526428,"+","ENSG00000104870",49512375,14054
"ENSG00000142552.8","RCN3","protein_coding","chr19",49528003,49546962,"+","ENSG00000142552",49528003,18960
"ENSG00000142546.14","NOSIP","protein_coding","chr19",49555468,49590262,"-","ENSG00000142546",49590262,34795
"ENSG00000207073.1","Y_RNA","misc_RNA","chr19",49566672,49566772,"+","ENSG00000207073",49566672,101
"ENSG00000126460.11","PRRG2","protein_coding","chr19",49580646,49591004,"+","ENSG00000126460",49580646,10359
"ENSG00000126464.15","PRR12","protein_coding","chr19",49591182,49626324,"+","ENSG00000126464",49591182,35143
"ENSG00000126458.4","RRAS","protein_coding","chr19",49635292,49640143,"-","ENSG00000126458",49640143,4852
"ENSG00000126461.15","SCAF1","protein_coding","chr19",49642209,49658642,"+","ENSG00000126461",49642209,16434
"ENSG00000126456.16","IRF3","protein_coding","chr19",49659569,49665141,"-","ENSG00000126456",49665141,5573
"ENSG00000126453.10","BCL2L12","protein_coding","chr19",49665876,49673916,"+","ENSG00000126453",49665876,8041
"ENSG00000126457.22","PRMT1","protein_coding","chr19",49675786,49689029,"+","ENSG00000126457",49675786,13244
"ENSG00000274306.1","MIR5088","miRNA","chr19",49682117,49682195,"+","ENSG00000274306",49682117,79
"ENSG00000224420.4","ADM5","protein_coding","chr19",49689594,49690575,"+","ENSG00000224420",49689594,982
"ENSG00000169169.15","CPT1C","protein_coding","chr19",49690898,49713731,"+","ENSG00000169169",49690898,22834
"ENSG00000243829.1","ENSG00000243829","processed_pseudogene","chr19",49719498,49720081,"-","ENSG00000243829",49720081,584
"ENSG00000126467.11","TSKS","protein_coding","chr19",49739757,49763306,"-","ENSG00000126467",49763306,23550
"ENSG00000206599.1","RNU6-841P","snRNA","chr19",49764524,49764630,"-","ENSG00000206599",49764630,107
"ENSG00000196961.13","AP2A1","protein_coding","chr19",49767001,49806865,"+","ENSG00000196961",49767001,39865
"ENSG00000276270.1","MIR6799","miRNA","chr19",49791866,49791934,"+","ENSG00000276270",49791866,69
"ENSG00000010361.14","FUZ","protein_coding","chr19",49807115,49817376,"-","ENSG00000010361",49817376,10262
"ENSG00000269194.1","ENSG00000269194","lncRNA","chr19",49808933,49809713,"+","ENSG00000269194",49808933,781
"ENSG00000104973.19","MED25","protein_coding","chr19",49818289,49840383,"+","ENSG00000104973",49818289,22095
"ENSG00000284114.1","MIR6800","miRNA","chr19",49832022,49832099,"+","ENSG00000284114",49832022,78
"ENSG00000268006.1","PTOV1-AS1","lncRNA","chr19",49844316,49851676,"-","ENSG00000268006",49851676,7361
"ENSG00000104960.15","PTOV1","protein_coding","chr19",49851058,49860744,"+","ENSG00000104960",49851058,9687
"ENSG00000268047.1","ENSG00000268047","lncRNA","chr19",49852887,49854967,"-","ENSG00000268047",49854967,2081
"ENSG00000265954.1","MIR4749","miRNA","chr19",49854592,49854651,"+","ENSG00000265954",49854592,60
"ENSG00000269352.1","PTOV1-AS2","lncRNA","chr19",49856970,49859289,"-","ENSG00000269352",49859289,2320
"ENSG00000039650.12","PNKP","protein_coding","chr19",49859882,49867909,"-","ENSG00000039650",49867909,8028
"ENSG00000204673.11","AKT1S1","protein_coding","chr19",49869033,49878459,"-","ENSG00000204673",49878459,9427
"ENSG00000104946.14","TBC1D17","protein_coding","chr19",49878076,49888750,"+","ENSG00000104946",49878076,10675
"ENSG00000104951.16","IL4I1","protein_coding","chr19",49889654,49904321,"-","ENSG00000104951",49904321,14668
"ENSG00000213024.12","NUP62","protein_coding","chr19",49906825,49929700,"-","ENSG00000213024",49929700,22876
"ENSG00000169136.13","ATF5","protein_coding","chr19",49929764,49933935,"+","ENSG00000169136",49929764,4172
"ENSG00000161640.15","SIGLEC11","protein_coding","chr19",49948985,49961172,"-","ENSG00000161640",49961172,12188
"ENSG00000161643.13","SIGLEC16","polymorphic_pseudogene","chr19",49969600,49975819,"+","ENSG00000161643",49969600,6220
"ENSG00000105053.11","VRK3","protein_coding","chr19",49976468,50025805,"-","ENSG00000105053",50025805,49338
"ENSG00000276729.1","Metazoa_SRP","misc_RNA","chr19",50019019,50019320,"+","ENSG00000276729",50019019,302
"ENSG00000142528.16","ZNF473","protein_coding","chr19",50025947,50053414,"+","ENSG00000142528",50025947,27468
"ENSG00000269091.6","ENSG00000269091","lncRNA","chr19",50043196,50044669,"-","ENSG00000269091",50044669,1474
"ENSG00000204666.3","ENSG00000204666","lncRNA","chr19",50050589,50066793,"+","ENSG00000204666",50050589,16205
"ENSG00000269540.1","ENSG00000269540","processed_pseudogene","chr19",50058882,50060232,"-","ENSG00000269540",50060232,1351
"ENSG00000267890.1","ENSG00000267890","lncRNA","chr19",50075123,50075902,"+","ENSG00000267890",50075123,780
"ENSG00000287001.2","ENSG00000287001","lncRNA","chr19",50121430,50148302,"-","ENSG00000287001",50148302,26873
"ENSG00000161652.13","IZUMO2","protein_coding","chr19",50152548,50163281,"-","ENSG00000161652",50163281,10734
"ENSG00000105357.20","MYH14","protein_coding","chr19",50188186,50310542,"+","ENSG00000105357",50188186,122357
"ENSG00000276002.1","Metazoa_SRP","misc_RNA","chr19",50258443,50258722,"+","ENSG00000276002",50258443,280
"ENSG00000131398.15","KCNC3","protein_coding","chr19",50311937,50333515,"-","ENSG00000131398",50333515,21579
"ENSG00000131408.15","NR1H2","protein_coding","chr19",50329653,50383388,"+","ENSG00000131408",50329653,53736
"ENSG00000131401.12","NAPSB","transcribed_unprocessed_pseudogene","chr19",50333796,50344773,"-","ENSG00000131401",50344773,10978
"ENSG00000131400.8","NAPSA","protein_coding","chr19",50358477,50365830,"-","ENSG00000131400",50365830,7354
"ENSG00000269392.1","ENSG00000269392","lncRNA","chr19",50365880,50369331,"-","ENSG00000269392",50369331,3452
"ENSG00000062822.16","POLD1","protein_coding","chr19",50384204,50418018,"+","ENSG00000062822",50384204,33815
"ENSG00000269404.7","SPIB","protein_coding","chr19",50418938,50431314,"+","ENSG00000269404",50418938,12377
"ENSG00000086967.10","MYBPC2","protein_coding","chr19",50432892,50466321,"+","ENSG00000086967",50432892,33430
"ENSG00000142530.11","FAM71E1","protein_coding","chr19",50466785,50476848,"-","ENSG00000142530",50476848,10064
"ENSG00000161671.17","EMC10","protein_coding","chr19",50476943,50490871,"+","ENSG00000161671",50476943,13929
"ENSG00000161677.12","JOSD2","protein_coding","chr19",50505998,50511220,"-","ENSG00000161677",50511220,5223
"ENSG00000204653.10","ASPDH","protein_coding","chr19",50511600,50514690,"-","ENSG00000204653",50514690,3091
"ENSG00000131409.13","LRRC4B","protein_coding","chr19",50516892,50568435,"-","ENSG00000131409",50568435,51544
"ENSG00000268231.1","ENSG00000268231","lncRNA","chr19",50555370,50557969,"-","ENSG00000268231",50557969,2600
"ENSG00000213023.11","SYT3","protein_coding","chr19",50621307,50639881,"-","ENSG00000213023",50639881,18575
"ENSG00000235034.7","C19orf81","protein_coding","chr19",50649445,50659254,"+","ENSG00000235034",50649445,9810
"ENSG00000161681.17","SHANK1","protein_coding","chr19",50659311,50719802,"-","ENSG00000161681",50719802,60492
"ENSG00000105472.14","CLEC11A","protein_coding","chr19",50723364,50725708,"+","ENSG00000105472",50723364,2345
"ENSG00000269565.1","GPR32P1","unprocessed_pseudogene","chr19",50758382,50759192,"+","ENSG00000269565",50758382,811
"ENSG00000142511.4","GPR32","protein_coding","chr19",50770464,50771732,"+","ENSG00000142511",50770464,1269
"ENSG00000261341.7","ENSG00000261341","protein_coding","chr19",50776141,50793142,"-","ENSG00000261341",50793142,17002
"ENSG00000142513.6","ACP4","protein_coding","chr19",50790415,50795219,"+","ENSG00000142513",50790415,4805
"ENSG00000268375.1","ENSG00000268375","lncRNA","chr19",50792685,50793584,"-","ENSG00000268375",50793584,900
"ENSG00000167747.16","C19orf48","transcribed_unitary_pseudogene","chr19",50797687,50804929,"-","ENSG00000167747",50804929,7243
"ENSG00000221241.1","SNORD88A","snoRNA","chr19",50799442,50799532,"-","ENSG00000221241",50799532,91
"ENSG00000220988.1","SNORD88C","snoRNA","chr19",50802328,50802418,"-","ENSG00000220988",50802418,91
"ENSG00000284711.1","ENSG00000284711","unitary_pseudogene","chr19",50808145,50812707,"-","ENSG00000284711",50812707,4563
"ENSG00000180279.7","LINC01869","transcribed_unitary_pseudogene","chr19",50808874,50818880,"+","ENSG00000180279",50808874,10007
"ENSG00000167748.11","KLK1","protein_coding","chr19",50819146,50823787,"-","ENSG00000167748",50823787,4642
"ENSG00000174562.13","KLK15","protein_coding","chr19",50825305,50837213,"-","ENSG00000174562",50837213,11909
"ENSG00000267968.1","ENSG00000267968","lncRNA","chr19",50830530,50851089,"+","ENSG00000267968",50830530,20560
"ENSG00000142515.16","KLK3","protein_coding","chr19",50854915,50860764,"+","ENSG00000142515",50854915,5850
"ENSG00000167751.13","KLK2","protein_coding","chr19",50861568,50880567,"+","ENSG00000167751",50861568,19000
"ENSG00000197588.9","KLKP1","transcribed_unprocessed_pseudogene","chr19",50882096,50896398,"-","ENSG00000197588",50896398,14303
"ENSG00000167749.12","KLK4","protein_coding","chr19",50906351,50911395,"-","ENSG00000167749",50911395,5045
"ENSG00000228674.4","PPIAP59","processed_pseudogene","chr19",50927079,50927571,"-","ENSG00000228674",50927571,493
"ENSG00000167754.13","KLK5","protein_coding","chr19",50943303,50953093,"-","ENSG00000167754",50953093,9791
"ENSG00000269495.1","ENSG00000269495","lncRNA","chr19",50950185,50963649,"+","ENSG00000269495",50950185,13465
"ENSG00000167755.15","KLK6","protein_coding","chr19",50958631,50969673,"-","ENSG00000167755",50969673,11043
"ENSG00000279676.1","ENSG00000279676","TEC","chr19",50962197,50962781,"-","ENSG00000279676",50962781,585
"ENSG00000267879.2","ENSG00000267879","lncRNA","chr19",50968197,51012129,"+","ENSG00000267879",50968197,43933
"ENSG00000169035.12","KLK7","protein_coding","chr19",50976468,50984099,"-","ENSG00000169035",50984099,7632
"ENSG00000129455.15","KLK8","protein_coding","chr19",50996007,51002507,"-","ENSG00000129455",51002507,6501
"ENSG00000213022.6","KLK9","protein_coding","chr19",51002712,51009634,"-","ENSG00000213022",51009634,6923
"ENSG00000129451.12","KLK10","protein_coding","chr19",51012739,51020175,"-","ENSG00000129451",51020175,7437
"ENSG00000167757.14","KLK11","protein_coding","chr19",51022216,51028039,"-","ENSG00000167757",51028039,5824
"ENSG00000186474.16","KLK12","protein_coding","chr19",51029092,51035230,"-","ENSG00000186474",51035230,6139
"ENSG00000268906.1","ENSG00000268906","lncRNA","chr19",51030076,51034335,"+","ENSG00000268906",51030076,4260
"ENSG00000268390.1","ENSG00000268390","lncRNA","chr19",51043806,51052077,"+","ENSG00000268390",51043806,8272
"ENSG00000167759.13","KLK13","protein_coding","chr19",51055626,51065114,"-","ENSG00000167759",51065114,9489
"ENSG00000129437.11","KLK14","protein_coding","chr19",51077495,51084245,"-","ENSG00000129437",51084245,6751
"ENSG00000142544.7","CTU1","protein_coding","chr19",51097606,51108409,"-","ENSG00000142544",51108409,10804
"ENSG00000268581.1","SIGLEC18P","unprocessed_pseudogene","chr19",51119987,51122965,"+","ENSG00000268581",51119987,2979
"ENSG00000129450.9","SIGLEC9","protein_coding","chr19",51124906,51136651,"+","ENSG00000129450",51124906,11746
"ENSG00000267990.1","ENSG00000267990","unprocessed_pseudogene","chr19",51137970,51138634,"+","ENSG00000267990",51137970,665
"ENSG00000168995.13","SIGLEC7","protein_coding","chr19",51142299,51147317,"+","ENSG00000168995",51142299,5019
"ENSG00000267895.1","ENSG00000267895","transcribed_unprocessed_pseudogene","chr19",51143826,51144196,"+","ENSG00000267895",51143826,371
"ENSG00000269072.1","ENSG00000269072","lncRNA","chr19",51152923,51181966,"-","ENSG00000269072",51181966,29044
"ENSG00000269681.1","ENSG00000269681","processed_pseudogene","chr19",51155288,51155624,"-","ENSG00000269681",51155624,337
"ENSG00000171101.14","SIGLEC17P","transcribed_unprocessed_pseudogene","chr19",51167328,51173524,"+","ENSG00000171101",51167328,6197
"ENSG00000268336.1","SIGLEC20P","unprocessed_pseudogene","chr19",51184905,51190809,"+","ENSG00000268336",51184905,5905
"ENSG00000268652.1","ENSG00000268652","processed_pseudogene","chr19",51194118,51195540,"-","ENSG00000268652",51195540,1423
"ENSG00000269253.1","SIGLEC21P","unprocessed_pseudogene","chr19",51198855,51201449,"+","ENSG00000269253",51198855,2595
"ENSG00000278617.1","MIR8074","miRNA","chr19",51206929,51207009,"-","ENSG00000278617",51207009,81
"ENSG00000268849.5","SIGLEC22P","transcribed_unprocessed_pseudogene","chr19",51211080,51212088,"+","ENSG00000268849",51211080,1009
"ENSG00000105383.15","CD33","protein_coding","chr19",51225064,51240016,"+","ENSG00000105383",51225064,14953
"ENSG00000179213.14","SIGLECL1","protein_coding","chr19",51246348,51269330,"+","ENSG00000179213",51246348,22983
"ENSG00000268595.1","ENSG00000268595","lncRNA","chr19",51270163,51271179,"-","ENSG00000268595",51271179,1017
"ENSG00000268318.5","LINC01872","lncRNA","chr19",51271266,51281234,"+","ENSG00000268318",51271266,9969
"ENSG00000269021.1","SIGLEC24P","transcribed_unprocessed_pseudogene","chr19",51281886,51283022,"+","ENSG00000269021",51281886,1137
"ENSG00000142549.10","IGLON5","protein_coding","chr19",51311644,51330891,"+","ENSG00000142549",51311644,19248
"ENSG00000186806.6","VSIG10L","protein_coding","chr19",51331536,51342139,"-","ENSG00000186806",51342139,10604
"ENSG00000267905.5","VSIG10L-AS1","lncRNA","chr19",51341066,51344117,"+","ENSG00000267905",51341066,3052
"ENSG00000267984.1","ENSG00000267984","lncRNA","chr19",51353291,51353293,"+","ENSG00000267984",51353291,3
"ENSG00000105379.10","ETFB","protein_coding","chr19",51345247,51366388,"-","ENSG00000105379",51366388,21142
"ENSG00000268520.1","ENSG00000268520","lncRNA","chr19",51361712,51365544,"-","ENSG00000268520",51365544,3833
"ENSG00000160318.6","CLDND2","protein_coding","chr19",51367098,51369003,"-","ENSG00000160318",51369003,1906
"ENSG00000105374.10","NKG7","protein_coding","chr19",51371606,51372701,"-","ENSG00000105374",51372701,1096
"ENSG00000105370.8","LIM2","protein_coding","chr19",51379909,51387974,"-","ENSG00000105370",51387974,8066
"ENSG00000262874.2","C19orf84","protein_coding","chr19",51388289,51390591,"-","ENSG00000262874",51390591,2303
"ENSG00000268889.2","ENSG00000268889","lncRNA","chr19",51394488,51403650,"+","ENSG00000268889",51394488,9163
"ENSG00000268144.1","NIFKP6","processed_pseudogene","chr19",51396755,51403199,"-","ENSG00000268144",51403199,6445
"ENSG00000142512.15","SIGLEC10","protein_coding","chr19",51410020,51417803,"-","ENSG00000142512",51417803,7784
"ENSG00000254760.1","ENSG00000254760","lncRNA","chr19",51414298,51414823,"+","ENSG00000254760",51414298,526
"ENSG00000255441.1","SIGLEC10-AS1","lncRNA","chr19",51415724,51416665,"+","ENSG00000255441",51415724,942
"ENSG00000268711.1","ENSG00000268711","unprocessed_pseudogene","chr19",51426347,51426668,"-","ENSG00000268711",51426668,322
"ENSG00000269181.1","ENSG00000269181","processed_pseudogene","chr19",51442379,51442650,"+","ENSG00000269181",51442379,272
"ENSG00000105366.15","SIGLEC8","protein_coding","chr19",51450847,51458456,"-","ENSG00000105366",51458456,7610
"ENSG00000268957.1","ENSG00000268957","unprocessed_pseudogene","chr19",51468360,51468636,"-","ENSG00000268957",51468636,277
"ENSG00000213822.6","CEACAM18","protein_coding","chr19",51478622,51490952,"+","ENSG00000213822",51478622,12331
"ENSG00000254521.7","SIGLEC12","protein_coding","chr19",51491227,51501800,"-","ENSG00000254521",51501800,10574
"ENSG00000268839.1","ENSG00000268839","unprocessed_pseudogene","chr19",51505059,51505362,"-","ENSG00000268839",51505362,304
"ENSG00000269580.2","SIGLEC27P","unprocessed_pseudogene","chr19",51508573,51509311,"+","ENSG00000269580",51508573,739
"ENSG00000105492.16","SIGLEC6","protein_coding","chr19",51517819,51531856,"-","ENSG00000105492",51531856,14038
"ENSG00000268777.1","ENSG00000268777","lncRNA","chr19",51520256,51520260,"+","ENSG00000268777",51520256,5
"ENSG00000269130.1","ENSG00000269130","unprocessed_pseudogene","chr19",51560122,51560590,"-","ENSG00000269130",51560590,469
"ENSG00000268267.1","SIGLEC29P","unprocessed_pseudogene","chr19",51563797,51564910,"-","ENSG00000268267",51564910,1114
"ENSG00000105497.8","ZNF175","protein_coding","chr19",51571283,51592447,"+","ENSG00000105497",51571283,21165
"ENSG00000289037.1","LINC01530","lncRNA","chr19",51592511,51594377,"-","ENSG00000289037",51594377,1867
"ENSG00000269388.1","ENSG00000269388","transcribed_processed_pseudogene","chr19",51594561,51606150,"+","ENSG00000269388",51594561,11590
"ENSG00000267808.1","ENSG00000267808","lncRNA","chr19",51599289,51600470,"+","ENSG00000267808",51599289,1182
"ENSG00000268500.6","SIGLEC5","protein_coding","chr19",51610960,51611926,"-","ENSG00000268500",51611926,967
"ENSG00000105501.12","SIGLEC5","protein_coding","chr19",51630402,51645545,"-","ENSG00000105501",51645545,15144
"ENSG00000244071.1","RPL9P33","processed_pseudogene","chr19",51621136,51621701,"+","ENSG00000244071",51621136,566
"ENSG00000254415.4","SIGLEC14","protein_coding","chr19",51639932,51646825,"-","ENSG00000254415",51646825,6894
"ENSG00000243469.1","RPL7P51","processed_pseudogene","chr19",51648862,51649610,"+","ENSG00000243469",51648862,749
"ENSG00000269959.1","SPACA6P-AS","lncRNA","chr19",51685363,51693253,"-","ENSG00000269959",51693253,7891
"ENSG00000182310.15","SPACA6","protein_coding","chr19",51689128,51712387,"+","ENSG00000182310",51689128,23260
"ENSG00000207550.1","MIR99B","miRNA","chr19",51692612,51692633,"+","ENSG00000207550",51692612,22
"ENSG00000105509.11","HAS1","protein_coding","chr19",51713112,51723991,"-","ENSG00000105509",51723991,10880
"ENSG00000171051.9","FPR1","protein_coding","chr19",51745172,51804110,"-","ENSG00000171051",51804110,58939
"ENSG00000171049.9","FPR2","protein_coding","chr19",51752026,51770531,"+","ENSG00000171049",51752026,18506
"ENSG00000286236.1","ENSG00000286236","lncRNA","chr19",51771311,51773169,"-","ENSG00000286236",51773169,1859
"ENSG00000187474.5","FPR3","protein_coding","chr19",51795157,51826190,"+","ENSG00000187474",51795157,31034
"ENSG00000161551.15","ZNF577","protein_coding","chr19",51804816,51887976,"-","ENSG00000161551",51887976,83161
"ENSG00000268316.1","ENSG00000268316","lncRNA","chr19",51839771,51840945,"-","ENSG00000268316",51840945,1175
"ENSG00000283236.1","ENSG00000283236","transcribed_unprocessed_pseudogene","chr19",51860242,51863236,"-","ENSG00000283236",51863236,2995
"ENSG00000268095.1","ZNF649-AS1","lncRNA","chr19",51888025,51900463,"+","ENSG00000268095",51888025,12439
"ENSG00000198093.11","ZNF649","protein_coding","chr19",51889235,51905040,"-","ENSG00000198093",51905040,15806
"ENSG00000283285.1","ENSG00000283285","unprocessed_pseudogene","chr19",51914675,51917703,"-","ENSG00000283285",51917703,3029
"ENSG00000176024.18","ZNF613","protein_coding","chr19",51927147,51948759,"+","ENSG00000176024",51927147,21613
"ENSG00000269235.3","ZNF350-AS1","lncRNA","chr19",51949122,51981367,"+","ENSG00000269235",51949122,32246
"ENSG00000256683.7","ZNF350","protein_coding","chr19",51964340,51986856,"-","ENSG00000256683",51986856,22517
"ENSG00000197619.15","ZNF615","protein_coding","chr19",51991332,52008230,"-","ENSG00000197619",52008230,16899
"ENSG00000142556.19","ZNF614","protein_coding","chr19",52012765,52030240,"-","ENSG00000142556",52030240,17476
"ENSG00000256087.7","ZNF432","protein_coding","chr19",52031378,52049006,"-","ENSG00000256087",52049006,17629
"ENSG00000275055.1","ENSG00000275055","lncRNA","chr19",52049508,52049754,"+","ENSG00000275055",52049508,247
"ENSG00000260160.1","ENSG00000260160","lncRNA","chr19",52058490,52063703,"-","ENSG00000260160",52063703,5214
"ENSG00000197608.12","ZNF841","protein_coding","chr19",52064465,52095765,"-","ENSG00000197608",52095765,31301
"ENSG00000270248.1","ENSG00000270248","processed_pseudogene","chr19",52110318,52110726,"-","ENSG00000270248",52110726,409
"ENSG00000204611.7","ZNF616","protein_coding","chr19",52113091,52139938,"-","ENSG00000204611",52139938,26848
"ENSG00000268458.1","ENSG00000268458","lncRNA","chr19",52142626,52144156,"+","ENSG00000268458",52142626,1531
"ENSG00000243680.1","RPL37P23","processed_pseudogene","chr19",52143043,52143336,"+","ENSG00000243680",52143043,294
"ENSG00000196267.14","ZNF836","protein_coding","chr19",52153864,52171643,"-","ENSG00000196267",52171643,17780
"ENSG00000267927.1","ENSG00000267927","lncRNA","chr19",52171158,52177002,"+","ENSG00000267927",52171158,5845
"ENSG00000105568.18","PPP2R1A","protein_coding","chr19",52190048,52229207,"+","ENSG00000105568",52190048,39160
"ENSG00000274380.1","MIR6801","miRNA","chr19",52222020,52222098,"+","ENSG00000274380",52222020,79
"ENSG00000268015.1","ENSG00000268015","lncRNA","chr19",52222242,52231294,"-","ENSG00000268015",52231294,9053
"ENSG00000277562.1","ENSG00000277562","processed_pseudogene","chr19",52241765,52242440,"-","ENSG00000277562",52242440,676
