"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000204516.10","green","ENSG00000204516","MICB",FALSE,"MICB","protein_coding","chr6",31494936,31511124,"+",31494936,16189,TRUE,0,FALSE,NA,2894,"chr6_31491678_31492041_LTR8A","LTR8A","ERV1","LTR_or_other",31491678,31492041,"-","upstream",-2894
"ENSG00000050030.16","green","ENSG00000050030","NEXMIF",FALSE,"NEXMIF","protein_coding","chrX",74732856,74925472,"-",74925472,192617,TRUE,1,TRUE,"ERV1",1926,"chrX_74927399_74927496_MER90a","MER90a","ERV1","LTR_or_other",74927399,74927496,"-","upstream",-1926
"ENSG00000285884.2","grey","ENSG00000285884","ENSG00000285884",FALSE,"ENSG00000285884","lncRNA","chr10",42638282,42645542,"+",42638282,7261,TRUE,0,FALSE,NA,2445,"chr10_42640728_42641177_LTR10B1","LTR10B1","ERV1","LTR_or_other",42640728,42641177,"-","downstream",2445
"ENSG00000162062.15","grey","ENSG00000162062","TEDC2",FALSE,"TEDC2","protein_coding","chr16",2460086,2464949,"+",2460086,4864,TRUE,0,FALSE,NA,12806,"chr16_2447178_2447279_MER31A","MER31A","ERV1","LTR_or_other",2447178,2447279,"+","upstream",-12806
"ENSG00000248124.9","turquoise","ENSG00000248124","RRN3P1",FALSE,"RRN3P1","transcribed_unprocessed_pseudogene","chr16",21796106,21820441,"-",21820441,24336,TRUE,0,FALSE,NA,6183,"chr16_21826625_21826708_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",21826625,21826708,"-","upstream",-6183
"ENSG00000226648.2","greenyellow","ENSG00000226648","PLCG1-AS1",FALSE,"PLCG1-AS1","lncRNA","chr20",41098019,41138003,"-",41138003,39985,TRUE,0,FALSE,NA,4476,"chr20_41133150_41133526_LTR16A","LTR16A","ERVL","LTR_or_other",41133150,41133526,"+","downstream",4476
"ENSG00000213801.4","green","ENSG00000213801","ZNF321P",FALSE,"ZNF321P","transcribed_processed_pseudogene","chr19",52927135,52942601,"-",52942601,15467,TRUE,3,TRUE,"ERV1;ERVK",1413,"chr19_52944015_52944129_LTR24","LTR24","ERV1","LTR_or_other",52944015,52944129,"-","upstream",-1413
"ENSG00000226194.5","grey","ENSG00000226194","LINC02519",FALSE,"LINC02519","lncRNA","chr6",169369998,169388385,"-",169388385,18388,TRUE,4,TRUE,"ERV1;ERVL-MaLR",46,"chr6_169388154_169388338_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",169388154,169388338,"-","downstream",46
"ENSG00000221821.4","purple","ENSG00000221821","C6orf226",FALSE,"C6orf226","protein_coding","chr6",42890265,42890821,"-",42890821,557,TRUE,0,FALSE,NA,2849,"chr6_42893671_42894666_LTR5B","LTR5B","ERVK","LTR_or_other",42893671,42894666,"-","upstream",-2849
"ENSG00000231187.3","turquoise","ENSG00000231187","ENSG00000231187",FALSE,"ENSG00000231187","lncRNA","chr10",46580708,46598150,"-",46598150,17443,TRUE,1,TRUE,"ERVL",0,"chr10_46598145_46598293_LTR41B","LTR41B","ERVL","LTR_or_other",46598145,46598293,"-","overlaps_TSS",0
"ENSG00000234231.4","turquoise","ENSG00000234231","ANAPC1P4",FALSE,"ANAPC1P4","transcribed_unprocessed_pseudogene","chr2",87700984,87738105,"+",87700984,37122,TRUE,0,FALSE,NA,3679,"chr2_87696705_87697304_MER4B","MER4B","ERV1","LTR_or_other",87696705,87697304,"+","upstream",-3679
"ENSG00000143882.12","turquoise","ENSG00000143882","ATP6V1C2",FALSE,"ATP6V1C2","protein_coding","chr2",10721100,10785110,"+",10721100,64011,TRUE,0,FALSE,NA,25604,"chr2_10695097_10695495_MSTC","MSTC","ERVL-MaLR","LTR_or_other",10695097,10695495,"+","upstream",-25604
"ENSG00000272599.2","blue","ENSG00000272599","ENSG00000272599",FALSE,"ENSG00000272599","lncRNA","chr10",73124573,73125532,"-",73125532,960,TRUE,0,FALSE,NA,10367,"chr10_73114613_73115164_MER21A","MER21A","ERVL","LTR_or_other",73114613,73115164,"+","downstream",10367
"ENSG00000234494.8","greenyellow","ENSG00000234494","SP2-AS1",FALSE,"SP2-AS1","lncRNA","chr17",47897330,47941410,"-",47941410,44081,TRUE,0,FALSE,NA,2601,"chr17_47944012_47944200_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",47944012,47944200,"-","upstream",-2601
"ENSG00000120942.14","brown","ENSG00000120942","UBIAD1",FALSE,"UBIAD1","protein_coding","chr1",11273198,11296049,"+",11273198,22852,TRUE,0,FALSE,NA,4566,"chr1_11268595_11268631_LTR26","LTR26","ERV1","LTR_or_other",11268595,11268631,"-","upstream",-4566
"ENSG00000232732.11","blue","ENSG00000232732","ENSG00000232732",FALSE,"ENSG00000232732","lncRNA","chr2",199867396,199911159,"-",199911159,43764,TRUE,0,FALSE,NA,3832,"chr2_199906971_199907326_THE1D","THE1D","ERVL-MaLR","LTR_or_other",199906971,199907326,"-","downstream",3832
"ENSG00000253250.3","green","ENSG00000253250","C8orf88",FALSE,"C8orf88","protein_coding","chr8",90960742,90985238,"-",90985238,24497,TRUE,0,FALSE,NA,10608,"chr8_90974135_90974629_MLT1G3","MLT1G3","ERVL-MaLR","LTR_or_other",90974135,90974629,"+","downstream",10608
"ENSG00000272072.1","midnightblue","ENSG00000272072","ENSG00000272072",FALSE,"ENSG00000272072","lncRNA","chr7",107192559,107193300,"-",107193300,742,TRUE,0,FALSE,NA,949,"chr7_107191827_107192350_MER68","MER68","ERVL","LTR_or_other",107191827,107192350,"-","downstream",949
"ENSG00000276547.2","lightcyan","ENSG00000276547","PCDHGB5",FALSE,"PCDHGB5","protein_coding","chr5",141397947,141400656,"+",141397947,2710,TRUE,0,FALSE,NA,19919,"chr5_141377912_141378027_LTR56","LTR56","ERV1","LTR_or_other",141377912,141378027,"+","upstream",-19919
"ENSG00000172007.7","grey","ENSG00000172007","RAB33B",FALSE,"RAB33B","protein_coding","chr4",139454121,139476609,"+",139454121,22489,TRUE,0,FALSE,NA,4304,"chr4_139449373_139449816_MLT2A2","MLT2A2","ERVL","LTR_or_other",139449373,139449816,"+","upstream",-4304
"ENSG00000275445.1","purple","ENSG00000275445","ENSG00000275445",FALSE,"ENSG00000275445","lncRNA","chr16",22007480,22008062,"-",22008062,583,TRUE,0,FALSE,NA,3264,"chr16_22004436_22004797_LTR16A","LTR16A","ERVL","LTR_or_other",22004436,22004797,"+","downstream",3264
"ENSG00000115041.13","green","ENSG00000115041","KCNIP3",FALSE,"KCNIP3","protein_coding","chr2",95297327,95386077,"+",95297327,88751,TRUE,0,FALSE,NA,899,"chr2_95298227_95298480_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",95298227,95298480,"-","downstream",899
"ENSG00000287346.1","purple","ENSG00000287346","ENSG00000287346",FALSE,"ENSG00000287346","lncRNA","chr14",103873148,103880381,"+",103873148,7234,TRUE,1,TRUE,"ERV1",1986,"chr14_103870895_103871161_MER41D","MER41D","ERV1","LTR_or_other",103870895,103871161,"-","upstream",-1986
"ENSG00000179163.12","blue","ENSG00000179163","FUCA1",FALSE,"FUCA1","protein_coding","chr1",23845077,23868290,"-",23868290,23214,TRUE,0,FALSE,NA,3389,"chr1_23871680_23871850_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",23871680,23871850,"+","upstream",-3389
"ENSG00000286861.1","grey","ENSG00000286861","ENSG00000286861",FALSE,"ENSG00000286861","lncRNA","chr14",67627299,67639675,"-",67639675,12377,TRUE,0,FALSE,NA,1475,"chr14_67637815_67638199_MLT1J1","MLT1J1","ERVL-MaLR","LTR_or_other",67637815,67638199,"+","downstream",1475
"ENSG00000230002.3","pink","ENSG00000230002","ALMS1-IT1",FALSE,"ALMS1-IT1","lncRNA","chr2",73456764,73459482,"+",73456764,2719,TRUE,0,FALSE,NA,9120,"chr2_73447444_73447643_LTR40c","LTR40c","ERVL","LTR_or_other",73447444,73447643,"+","upstream",-9120
"ENSG00000122824.11","green","ENSG00000122824","NUDT10",FALSE,"NUDT10","protein_coding","chrX",51332231,51337525,"+",51332231,5295,TRUE,2,TRUE,"ERVL-MaLR",1181,"chrX_51330653_51331049_MSTA","MSTA","ERVL-MaLR","LTR_or_other",51330653,51331049,"-","upstream",-1181
"ENSG00000165115.15","grey","ENSG00000165115","KIF27",FALSE,"KIF27","protein_coding","chr9",83834099,83921465,"-",83921465,87367,TRUE,0,FALSE,NA,2933,"chr9_83924399_83924945_LTR78B","LTR78B","ERV1","LTR_or_other",83924399,83924945,"+","upstream",-2933
"ENSG00000196109.9","turquoise","ENSG00000196109","ZNF676",FALSE,"ZNF676","protein_coding","chr19",22179089,22215801,"-",22215801,36713,TRUE,2,TRUE,"ERV1",213,"chr19_22216015_22216152_MER57A-int","MER57A-int","ERV1","internal",22216015,22216152,"-","upstream",-213
"ENSG00000188282.12","grey","ENSG00000188282","RUFY4",FALSE,"RUFY4","protein_coding","chr2",218034960,218090581,"+",218034960,55622,TRUE,0,FALSE,NA,1549,"chr2_218036510_218037036_MER65-int","MER65-int","ERV1","internal",218036510,218037036,"-","downstream",1549
"ENSG00000138101.20","steelblue","ENSG00000138101","DTNB",FALSE,"DTNB","protein_coding","chr2",25377198,25673647,"-",25673647,296450,TRUE,0,FALSE,NA,3818,"chr2_25677466_25677574_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",25677466,25677574,"+","upstream",-3818
"ENSG00000260193.1","grey","ENSG00000260193","LINC02846",FALSE,"LINC02846","lncRNA","chr9",136107808,136109424,"-",136109424,1617,TRUE,0,FALSE,NA,14702,"chr9_136124127_136124389_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",136124127,136124389,"+","upstream",-14702
"ENSG00000248483.7","grey","ENSG00000248483","POU5F2",FALSE,"POU5F2","protein_coding","chr5",93733220,93741600,"-",93741600,8381,TRUE,0,FALSE,NA,5319,"chr5_93735865_93736280_LTR86A1","LTR86A1","ERVL","LTR_or_other",93735865,93736280,"+","downstream",5319
"ENSG00000160294.11","brown","ENSG00000160294","MCM3AP",FALSE,"MCM3AP","protein_coding","chr21",46236829,46286297,"-",46286297,49469,TRUE,0,FALSE,NA,3011,"chr21_46289309_46289441_MER65A","MER65A","ERV1","LTR_or_other",46289309,46289441,"-","upstream",-3011
"ENSG00000008735.14","lightyellow","ENSG00000008735","MAPK8IP2",FALSE,"MAPK8IP2","protein_coding","chr22",50600793,50613978,"+",50600793,13186,TRUE,0,FALSE,NA,4542,"chr22_50595956_50596250_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",50595956,50596250,"+","upstream",-4542
"ENSG00000129355.7","lightcyan","ENSG00000129355","CDKN2D",FALSE,"CDKN2D","protein_coding","chr19",10566460,10569059,"-",10569059,2600,TRUE,0,FALSE,NA,16283,"chr19_10552523_10552775_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",10552523,10552775,"-","downstream",16283
"ENSG00000171189.18","brown","ENSG00000171189","GRIK1",FALSE,"GRIK1","protein_coding","chr21",29536933,29940033,"-",29940033,403101,TRUE,0,FALSE,NA,2149,"chr21_29942183_29942255_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",29942183,29942255,"+","upstream",-2149
"ENSG00000285413.1","grey","ENSG00000285413","ENSG00000285413",FALSE,"ENSG00000285413","lncRNA","chr21",44172169,44190727,"-",44190727,18559,TRUE,1,TRUE,"ERV1",1923,"chr21_44192651_44192837_MER89","MER89","ERV1","LTR_or_other",44192651,44192837,"-","upstream",-1923
"ENSG00000275092.1","black","ENSG00000275092","ENSG00000275092",FALSE,"ENSG00000275092","lncRNA","chr16",1707252,1707973,"+",1707252,722,TRUE,0,FALSE,NA,16728,"chr16_1690335_1690523_LTR24","LTR24","ERV1","LTR_or_other",1690335,1690523,"+","upstream",-16728
"ENSG00000237991.3","magenta","ENSG00000237991","RPL35P1",FALSE,"RPL35P1","processed_pseudogene","chr1",236981339,236981708,"+",236981339,370,TRUE,0,FALSE,NA,1866,"chr1_236983206_236983568_LTR16A","LTR16A","ERVL","LTR_or_other",236983206,236983568,"+","downstream",1866
"ENSG00000164309.15","tan","ENSG00000164309","CMYA5",FALSE,"CMYA5","protein_coding","chr5",79689836,79800222,"+",79689836,110387,TRUE,0,FALSE,NA,1851,"chr5_79691688_79692312_MER4B","MER4B","ERV1","LTR_or_other",79691688,79692312,"-","downstream",1851
"ENSG00000237440.9","grey","ENSG00000237440","ZNF737",FALSE,"ZNF737","protein_coding","chr19",20535825,20565809,"-",20565809,29985,TRUE,5,TRUE,"ERV1;ERVL",214,"chr19_20566024_20566321_MER57A-int","MER57A-int","ERV1","internal",20566024,20566321,"-","upstream",-214
"ENSG00000227110.7","turquoise","ENSG00000227110","LMCD1-AS1",FALSE,"LMCD1-AS1","lncRNA","chr3",7951263,8611924,"-",8611924,660662,TRUE,0,FALSE,NA,1053,"chr3_8610749_8610870_THE1C","THE1C","ERVL-MaLR","LTR_or_other",8610749,8610870,"-","downstream",1053
"ENSG00000278318.5","grey","ENSG00000278318","ZNF229",FALSE,"ZNF229","protein_coding","chr19",44417519,44448578,"-",44448578,31060,TRUE,0,FALSE,NA,5098,"chr19_44453677_44453841_MER21B","MER21B","ERVL","LTR_or_other",44453677,44453841,"+","upstream",-5098
"ENSG00000236349.1","magenta","ENSG00000236349","SUCLG2P2",FALSE,"SUCLG2P2","processed_pseudogene","chr12",94548241,94549536,"+",94548241,1296,TRUE,1,TRUE,"ERVL-MaLR",51,"chr12_94547964_94548189_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",94547964,94548189,"-","upstream",-51
"ENSG00000166582.11","tan","ENSG00000166582","CENPV",FALSE,"CENPV","protein_coding","chr17",16342534,16353469,"-",16353469,10936,TRUE,0,FALSE,NA,5888,"chr17_16347531_16347580_MER66B","MER66B","ERV1","LTR_or_other",16347531,16347580,"-","downstream",5888
"ENSG00000247950.8","blue","ENSG00000247950","SEC24B-AS1",FALSE,"SEC24B-AS1","lncRNA","chr4",109347475,109433771,"-",109433771,86297,TRUE,0,FALSE,NA,1605,"chr4_109431750_109432165_MER34","MER34","ERV1","LTR_or_other",109431750,109432165,"-","downstream",1605
"ENSG00000205054.9","turquoise","ENSG00000205054","LINC01121",FALSE,"LINC01121","lncRNA","chr2",45164816,45323397,"-",45323397,158582,TRUE,1,TRUE,"ERVL-MaLR",448,"chr2_45323846_45324293_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",45323846,45324293,"-","upstream",-448
"ENSG00000198898.15","yellow","ENSG00000198898","CAPZA2",FALSE,"CAPZA2","protein_coding","chr7",116811070,116922049,"+",116811070,110980,TRUE,0,FALSE,NA,1604,"chr7_116812675_116813225_LTR24B","LTR24B","ERV1","LTR_or_other",116812675,116813225,"-","downstream",1604
"ENSG00000156500.16","blue","ENSG00000156500","PABIR3",FALSE,"PABIR3","protein_coding","chrX",134804101,134854835,"+",134804101,50735,TRUE,2,TRUE,"ERV1",727,"chrX_134803048_134803373_MER83B","MER83B","ERV1","LTR_or_other",134803048,134803373,"-","upstream",-727
"ENSG00000260613.2","grey","ENSG00000260613","ENSG00000260613",FALSE,"ENSG00000260613","lncRNA","chr22",49832449,49838901,"-",49838901,6453,TRUE,0,FALSE,NA,2379,"chr22_49836222_49836521_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",49836222,49836521,"+","downstream",2379
"ENSG00000076248.11","tan","ENSG00000076248","UNG",FALSE,"UNG","protein_coding","chr12",109097597,109110992,"+",109097597,13396,TRUE,0,FALSE,NA,2688,"chr12_109094553_109094908_MSTC","MSTC","ERVL-MaLR","LTR_or_other",109094553,109094908,"+","upstream",-2688
"ENSG00000288908.1","red","ENSG00000288908","ENSG00000288908",FALSE,"ENSG00000288908","lncRNA","chrX",48958643,48959773,"+",48958643,1131,TRUE,0,FALSE,NA,7712,"chrX_48950862_48950930_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",48950862,48950930,"+","upstream",-7712
"ENSG00000186792.17","salmon","ENSG00000186792","HYAL3",FALSE,"HYAL3","protein_coding","chr3",50292848,50295773,"-",50295773,2926,TRUE,0,FALSE,NA,9204,"chr3_50304978_50305233_MER4A1","MER4A1","ERV1","LTR_or_other",50304978,50305233,"+","upstream",-9204
"ENSG00000204267.17","pink","ENSG00000204267","TAP2",FALSE,"TAP2","protein_coding","chr6",32821833,32838739,"-",32838739,16907,TRUE,0,FALSE,NA,4659,"chr6_32833735_32834079_THE1B","THE1B","ERVL-MaLR","LTR_or_other",32833735,32834079,"+","downstream",4659
"ENSG00000151470.13","blue","ENSG00000151470","C4orf33",FALSE,"C4orf33","protein_coding","chr4",129093601,129116640,"+",129093601,23040,TRUE,0,FALSE,NA,4953,"chr4_129098555_129099082_MER41B","MER41B","ERV1","LTR_or_other",129098555,129099082,"-","downstream",4953
"ENSG00000279894.1","blue","ENSG00000279894","ENSG00000279894",FALSE,"ENSG00000279894","TEC","chrX",103596608,103598904,"+",103596608,2297,TRUE,1,TRUE,"ERVK",944,"chrX_103595167_103595663_MER9a3","MER9a3","ERVK","LTR_or_other",103595167,103595663,"+","upstream",-944
"ENSG00000203705.11","yellow","ENSG00000203705","TATDN3",FALSE,"TATDN3","protein_coding","chr1",212791828,212816830,"+",212791828,25003,TRUE,0,FALSE,NA,19599,"chr1_212771865_212772228_THE1B","THE1B","ERVL-MaLR","LTR_or_other",212771865,212772228,"+","upstream",-19599
"ENSG00000103375.11","greenyellow","ENSG00000103375","AQP8",FALSE,"AQP8","protein_coding","chr16",25215731,25228932,"+",25215731,13202,TRUE,0,FALSE,NA,2464,"chr16_25212970_25213266_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",25212970,25213266,"+","upstream",-2464
"ENSG00000138315.13","salmon","ENSG00000138315","OIT3",FALSE,"OIT3","protein_coding","chr10",72893584,72933036,"+",72893584,39453,TRUE,0,FALSE,NA,4837,"chr10_72888319_72888746_LTR19A","LTR19A","ERV1","LTR_or_other",72888319,72888746,"+","upstream",-4837
"ENSG00000271327.1","green","ENSG00000271327","ENSG00000271327",FALSE,"ENSG00000271327","lncRNA","chr12",89367807,89369301,"+",89367807,1495,TRUE,0,FALSE,NA,618,"chr12_89368426_89368617_LTR16D","LTR16D","ERVL","LTR_or_other",89368426,89368617,"-","downstream",618
"ENSG00000104728.16","turquoise","ENSG00000104728","ARHGEF10",FALSE,"ARHGEF10","protein_coding","chr8",1823926,1957920,"+",1823926,133995,TRUE,0,FALSE,NA,2560,"chr8_1821163_1821365_MSTD","MSTD","ERVL-MaLR","LTR_or_other",1821163,1821365,"+","upstream",-2560
"ENSG00000157999.6","darkred","ENSG00000157999","ANKRD61",FALSE,"ANKRD61","protein_coding","chr7",6031376,6036552,"+",6031376,5177,TRUE,1,TRUE,"ERV1",884,"chr7_6030040_6030491_LTR71A","LTR71A","ERV1","LTR_or_other",6030040,6030491,"+","upstream",-884
"ENSG00000011451.21","brown","ENSG00000011451","WIZ",FALSE,"WIZ","protein_coding","chr19",15419978,15449956,"-",15449956,29979,TRUE,0,FALSE,NA,17567,"chr19_15467524_15467785_LTR16C","LTR16C","ERVL","LTR_or_other",15467524,15467785,"+","upstream",-17567
"ENSG00000176619.13","red","ENSG00000176619","LMNB2",FALSE,"LMNB2","protein_coding","chr19",2427638,2456959,"-",2456959,29322,TRUE,2,TRUE,"ERV1",610,"chr19_2457570_2457758_LTR54B","LTR54B","ERV1","LTR_or_other",2457570,2457758,"-","upstream",-610
"ENSG00000229503.1","magenta","ENSG00000229503","RPL21P37",FALSE,"RPL21P37","processed_pseudogene","chr2",62532583,62533059,"-",62533059,477,TRUE,1,TRUE,"ERVK",501,"chr2_62533561_62534627_MER11C","MER11C","ERVK","LTR_or_other",62533561,62534627,"-","upstream",-501
"ENSG00000267498.2","blue","ENSG00000267498","UQCRFS1-DT",FALSE,"UQCRFS1-DT","lncRNA","chr19",29213235,29216604,"+",29213235,3370,TRUE,0,FALSE,NA,2932,"chr19_29216168_29216292_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",29216168,29216292,"+","downstream",2932
"ENSG00000062038.15","royalblue","ENSG00000062038","CDH3",FALSE,"CDH3","protein_coding","chr16",68636189,68727468,"+",68636189,91280,TRUE,3,TRUE,"ERVL",198,"chr16_68635723_68635990_LTR33A_","LTR33A_","ERVL","LTR_or_other",68635723,68635990,"-","upstream",-198
"ENSG00000172404.5","purple","ENSG00000172404","DNAJB7",FALSE,"DNAJB7","protein_coding","chr22",40859549,40861617,"-",40861617,2069,TRUE,0,FALSE,NA,2345,"chr22_40863963_40864339_MER41A","MER41A","ERV1","LTR_or_other",40863963,40864339,"-","upstream",-2345
"ENSG00000279932.1","black","ENSG00000279932","ENSG00000279932",FALSE,"ENSG00000279932","lncRNA","chr8",17510613,17511300,"+",17510613,688,TRUE,0,FALSE,NA,8173,"chr8_17518787_17519149_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",17518787,17519149,"-","downstream",8173
"ENSG00000170802.17","grey","ENSG00000170802","FOXN2",FALSE,"FOXN2","protein_coding","chr2",48314637,48379295,"+",48314637,64659,TRUE,0,FALSE,NA,4904,"chr2_48309701_48309732_MLT2D","MLT2D","ERVL","LTR_or_other",48309701,48309732,"+","upstream",-4904
"ENSG00000258811.1","salmon","ENSG00000258811","ENSG00000258811",FALSE,"ENSG00000258811","lncRNA","chr14",104842663,104845916,"+",104842663,3254,TRUE,0,FALSE,NA,2968,"chr14_104845632_104845955_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",104845632,104845955,"+","downstream",2968
"ENSG00000132467.4","brown","ENSG00000132467","UTP3",FALSE,"UTP3","protein_coding","chr4",70688532,70690551,"+",70688532,2020,TRUE,0,FALSE,NA,17512,"chr4_70670895_70671019_LTR78B","LTR78B","ERV1","LTR_or_other",70670895,70671019,"+","upstream",-17512
"ENSG00000115271.11","pink","ENSG00000115271","GCA",FALSE,"GCA","protein_coding","chr2",162318840,162371406,"+",162318840,52567,TRUE,0,FALSE,NA,5162,"chr2_162324003_162324785_LTR1A2","LTR1A2","ERV1","LTR_or_other",162324003,162324785,"-","downstream",5162
"ENSG00000155008.16","yellow","ENSG00000155008","APOOL",FALSE,"APOOL","protein_coding","chrX",85003877,85093315,"+",85003877,89439,TRUE,0,FALSE,NA,5142,"chrX_84998438_84998734_MLT1F1","MLT1F1","ERVL-MaLR","LTR_or_other",84998438,84998734,"+","upstream",-5142
"ENSG00000085415.16","brown","ENSG00000085415","SEH1L",FALSE,"SEH1L","protein_coding","chr18",12947133,12987536,"+",12947133,40404,TRUE,1,TRUE,"ERVL",1954,"chr18_12945036_12945178_LTR33A","LTR33A","ERVL","LTR_or_other",12945036,12945178,"+","upstream",-1954
"ENSG00000105127.10","brown","ENSG00000105127","AKAP8",FALSE,"AKAP8","protein_coding","chr19",15353385,15379815,"-",15379815,26431,TRUE,0,FALSE,NA,15757,"chr19_15364010_15364057_LTR5","LTR5","ERVK","LTR_or_other",15364010,15364057,"+","downstream",15757
"ENSG00000260086.4","turquoise","ENSG00000260086","ENSG00000260086",FALSE,"ENSG00000260086","lncRNA","chr16",48623415,48746318,"+",48623415,122904,TRUE,1,TRUE,"ERV1",950,"chr16_48622355_48622464_MER50B","MER50B","ERV1","LTR_or_other",48622355,48622464,"+","upstream",-950
"ENSG00000251633.3","magenta","ENSG00000251633","GYG1P1",FALSE,"GYG1P1","unprocessed_pseudogene","chr8",73905357,73915010,"-",73915010,9654,TRUE,4,TRUE,"ERV1",99,"chr8_73915110_73915562_MER101-int","MER101-int","ERV1","internal",73915110,73915562,"-","upstream",-99
"ENSG00000279320.1","pink","ENSG00000279320","ENSG00000279320",FALSE,"ENSG00000279320","TEC","chr3",146504570,146506560,"-",146506560,1991,TRUE,8,TRUE,"ERV1;ERVL;ERVL-MaLR",0,"chr3_146506552_146506609_MLT2D","MLT2D","ERVL","LTR_or_other",146506552,146506609,"-","overlaps_TSS",0
"ENSG00000255410.2","turquoise","ENSG00000255410","ENSG00000255410",FALSE,"ENSG00000255410","lncRNA","chr11",6631408,6658396,"+",6631408,26989,TRUE,0,FALSE,NA,29410,"chr11_6660819_6661007_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",6660819,6661007,"-","downstream",29410
"ENSG00000198691.14","turquoise","ENSG00000198691","ABCA4",FALSE,"ABCA4","protein_coding","chr1",93992834,94121148,"-",94121148,128315,TRUE,0,FALSE,NA,1365,"chr1_94119495_94119782_LTR50","LTR50","ERVL","LTR_or_other",94119495,94119782,"+","downstream",1365
"ENSG00000246627.6","purple","ENSG00000246627","CACNA1C-AS1",FALSE,"CACNA1C-AS1","lncRNA","chr12",2676001,2690899,"-",2690899,14899,TRUE,0,FALSE,NA,17072,"chr12_2673485_2673826_MLT1E3","MLT1E3","ERVL-MaLR","LTR_or_other",2673485,2673826,"-","downstream",17072
"ENSG00000267130.1","grey","ENSG00000267130","ENSG00000267130",FALSE,"ENSG00000267130","lncRNA","chr19",33305055,33309387,"+",33305055,4333,TRUE,1,TRUE,"ERVL-MaLR",0,"chr19_33304942_33305245_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",33304942,33305245,"+","overlaps_TSS",0
"ENSG00000238018.2","turquoise","ENSG00000238018","ENSG00000238018",FALSE,"ENSG00000238018","lncRNA","chr2",54662556,54680045,"-",54680045,17490,TRUE,4,TRUE,"ERVL-MaLR",573,"chr2_54680619_54681109_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",54680619,54681109,"-","upstream",-573
"ENSG00000184471.9","grey","ENSG00000184471","C1QTNF8",FALSE,"C1QTNF8","protein_coding","chr16",1088226,1096244,"-",1096244,8019,TRUE,0,FALSE,NA,9690,"chr16_1086479_1086553_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",1086479,1086553,"-","downstream",9690
"ENSG00000289126.1","purple","ENSG00000289126","ENSG00000289126",FALSE,"ENSG00000289126","lncRNA","chr10",119080929,119081300,"+",119080929,372,TRUE,0,FALSE,NA,11494,"chr10_119092424_119092566_MLT1E3","MLT1E3","ERVL-MaLR","LTR_or_other",119092424,119092566,"+","downstream",11494
"ENSG00000165512.5","turquoise","ENSG00000165512","ZNF22",FALSE,"ZNF22","protein_coding","chr10",45000923,45005326,"+",45000923,4404,TRUE,0,FALSE,NA,2356,"chr10_44998256_44998566_MLT1I","MLT1I","ERVL-MaLR","LTR_or_other",44998256,44998566,"-","upstream",-2356
"ENSG00000173809.18","grey","ENSG00000173809","TDRD12",FALSE,"TDRD12","protein_coding","chr19",32719753,32829580,"+",32719753,109828,TRUE,4,TRUE,"ERV1",208,"chr19_32719307_32719544_LTR8","LTR8","ERV1","LTR_or_other",32719307,32719544,"-","upstream",-208
"ENSG00000247363.3","blue","ENSG00000247363","NUP107-DT",FALSE,"NUP107-DT","lncRNA","chr12",68674371,68687755,"-",68687755,13385,TRUE,0,FALSE,NA,4177,"chr12_68683470_68683577_MLT1N2","MLT1N2","ERVL-MaLR","LTR_or_other",68683470,68683577,"+","downstream",4177
"ENSG00000272334.1","grey","ENSG00000272334","ENSG00000272334",FALSE,"ENSG00000272334","lncRNA","chr3",36973117,36973672,"-",36973672,556,TRUE,1,TRUE,"ERVL",137,"chr3_36973810_36974067_MER74A","MER74A","ERVL","LTR_or_other",36973810,36974067,"+","upstream",-137
