"epigenome","tissue","erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","enhancer_start","enhancer_end","enhancer_state"
"E108","Skeletal muscle female","chr8_38806766_38807190_MER21C","chr8",38806766,38807190,425,"-","MER21C","ERVL","LTR_or_other",24,38807083,38807282,"EnhA1"
"E108","Skeletal muscle female","chr8_38807191_38807311_MER21C","chr8",38807191,38807311,121,"-","MER21C","ERVL","LTR_or_other",19.8,38807083,38807282,"EnhA1"
"E108","Skeletal muscle female","chr8_38807191_38807311_MER21C","chr8",38807191,38807311,121,"-","MER21C","ERVL","LTR_or_other",19.8,38807283,38808482,"EnhA2"
"E108","Skeletal muscle female","chr8_38915293_38915679_MLT1B","chr8",38915293,38915679,387,"-","MLT1B","ERVL-MaLR","LTR_or_other",18.8,38914883,38915682,"EnhA2"
"E108","Skeletal muscle female","chr8_38924383_38924746_LTR16A2","chr8",38924383,38924746,364,"-","LTR16A2","ERVL","LTR_or_other",25.7,38924083,38924882,"EnhA1"
"E108","Skeletal muscle female","chr8_39990342_39990784_MER65A","chr8",39990342,39990784,443,"+","MER65A","ERV1","LTR_or_other",15.3,39990482,39991681,"EnhA2"
"E108","Skeletal muscle female","chr8_40109799_40110005_LTR33","chr8",40109799,40110005,207,"-","LTR33","ERVL","LTR_or_other",28.9,40108282,40110081,"EnhA2"
"E108","Skeletal muscle female","chr8_41156624_41157097_LTR45B","chr8",41156624,41157097,474,"+","LTR45B","ERV1","LTR_or_other",13.2,41157082,41158281,"EnhA1"
"E108","Skeletal muscle female","chr8_41158033_41158105_MLT1O","chr8",41158033,41158105,73,"-","MLT1O","ERVL-MaLR","LTR_or_other",19.1,41157082,41158281,"EnhA1"
"E108","Skeletal muscle female","chr8_42265296_42265406_MER34C_","chr8",42265296,42265406,111,"-","MER34C_","ERV1","LTR_or_other",15.3,42265283,42265882,"EnhA1"
"E108","Skeletal muscle female","chr8_42406444_42406979_LTR9D","chr8",42406444,42406979,536,"-","LTR9D","ERV1","LTR_or_other",11.5,42406283,42406882,"EnhG1"
"E108","Skeletal muscle female","chr8_42406444_42406979_LTR9D","chr8",42406444,42406979,536,"-","LTR9D","ERV1","LTR_or_other",11.5,42406883,42407482,"EnhA1"
"E108","Skeletal muscle female","chr8_42406980_42407166_HUERS-P3-int","chr8",42406980,42407166,187,"-","HUERS-P3-int","ERV1","internal",12.8,42406883,42407482,"EnhA1"
"E108","Skeletal muscle female","chr8_42407229_42407396_LTR9D","chr8",42407229,42407396,168,"-","LTR9D","ERV1","LTR_or_other",9.5,42406883,42407482,"EnhA1"
"E108","Skeletal muscle female","chr8_42411542_42411703_LTR79","chr8",42411542,42411703,162,"-","LTR79","ERVL","LTR_or_other",24.5,42411483,42412082,"EnhA2"
"E108","Skeletal muscle female","chr8_42506826_42507227_MLT1H","chr8",42506826,42507227,402,"+","MLT1H","ERVL-MaLR","LTR_or_other",26.1,42506283,42507282,"EnhA1"
"E108","Skeletal muscle female","chr8_42660436_42660557_LTR78","chr8",42660436,42660557,122,"+","LTR78","ERV1","LTR_or_other",27.9,42659858,42661657,"EnhA1"
"E108","Skeletal muscle female","chr8_42662046_42662456_MLT1C","chr8",42662046,42662456,411,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.3,42662258,42663057,"EnhA2"
"E108","Skeletal muscle female","chr8_42662460_42662839_MSTB1","chr8",42662460,42662839,380,"-","MSTB1","ERVL-MaLR","LTR_or_other",17.6,42662258,42663057,"EnhA2"
"E108","Skeletal muscle female","chr8_42813555_42813997_MSTB2","chr8",42813555,42813997,443,"+","MSTB2","ERVL-MaLR","LTR_or_other",12.8,42813658,42813857,"EnhA2"
"E108","Skeletal muscle female","chr8_42916485_42916925_LTR56","chr8",42916485,42916925,441,"+","LTR56","ERV1","LTR_or_other",18.6,42916458,42917457,"EnhA1"
"E108","Skeletal muscle female","chr8_42916951_42917632_MER21C","chr8",42916951,42917632,682,"-","MER21C","ERVL","LTR_or_other",22.8,42916458,42917457,"EnhA1"
"E108","Skeletal muscle female","chr8_42916951_42917632_MER21C","chr8",42916951,42917632,682,"-","MER21C","ERVL","LTR_or_other",22.8,42917458,42917857,"EnhA2"
"E108","Skeletal muscle female","chr8_42921629_42921878_MLT1O","chr8",42921629,42921878,250,"+","MLT1O","ERVL-MaLR","LTR_or_other",37.5,42920858,42921857,"EnhA2"
"E108","Skeletal muscle female","chr8_43054584_43054987_MER39B","chr8",43054584,43054987,404,"-","MER39B","ERV1","LTR_or_other",18.9,43054858,43055457,"EnhA2"
"E108","Skeletal muscle female","chr8_43055009_43055428_MER4D1","chr8",43055009,43055428,420,"-","MER4D1","ERV1","LTR_or_other",10.7,43054858,43055457,"EnhA2"
"E108","Skeletal muscle female","chr8_43101447_43101937_LTR65","chr8",43101447,43101937,491,"-","LTR65","ERV1","LTR_or_other",19.3,43101458,43102057,"EnhG1"
"E108","Skeletal muscle female","chr8_46651488_46651968_LTR22C0","chr8",46651488,46651968,481,"+","LTR22C0","ERVK","LTR_or_other",12.9,46650379,46651978,"EnhA1"
"E108","Skeletal muscle female","chr8_46651971_46652837_HERVK22-int","chr8",46651971,46652837,867,"+","HERVK22-int","ERVK","internal",12.3,46650379,46651978,"EnhA1"
"E108","Skeletal muscle female","chr8_47431015_47431377_MLT1B","chr8",47431015,47431377,363,"-","MLT1B","ERVL-MaLR","LTR_or_other",24.6,47430239,47431638,"EnhA2"
"E108","Skeletal muscle female","chr8_47508166_47508682_ERVL-E-int","chr8",47508166,47508682,517,"-","ERVL-E-int","ERVL","internal",31,47508639,47510838,"EnhA2"
"E108","Skeletal muscle female","chr8_47734033_47734115_MLT1F1","chr8",47734033,47734115,83,"-","MLT1F1","ERVL-MaLR","LTR_or_other",21.9,47733439,47734238,"EnhA1"
"E108","Skeletal muscle female","chr8_47734203_47734409_MLT1F1","chr8",47734203,47734409,207,"-","MLT1F1","ERVL-MaLR","LTR_or_other",27.9,47733439,47734238,"EnhA1"
"E108","Skeletal muscle female","chr8_48409558_48409728_LTR78B","chr8",48409558,48409728,171,"-","LTR78B","ERV1","LTR_or_other",31.4,48407441,48409840,"EnhA2"
"E108","Skeletal muscle female","chr8_48763026_48763190_MLT1B","chr8",48763026,48763190,165,"-","MLT1B","ERVL-MaLR","LTR_or_other",18.9,48763042,48765241,"EnhA2"
"E108","Skeletal muscle female","chr8_49040603_49040820_MLT1A0","chr8",49040603,49040820,218,"-","MLT1A0","ERVL-MaLR","LTR_or_other",22.2,49040042,49041641,"EnhA2"
"E108","Skeletal muscle female","chr8_49064364_49064474_HERV16-int","chr8",49064364,49064474,111,"+","HERV16-int","ERVL","internal",30.9,49064242,49065841,"EnhA1"
"E108","Skeletal muscle female","chr8_49064593_49064703_LTR16","chr8",49064593,49064703,111,"+","LTR16","ERVL","LTR_or_other",26.1,49064242,49065841,"EnhA1"
"E108","Skeletal muscle female","chr8_49066840_49066955_LTR105_Mam","chr8",49066840,49066955,116,"-","LTR105_Mam","ERVL","LTR_or_other",25.2,49066242,49067041,"EnhA1"
"E108","Skeletal muscle female","chr8_49091459_49091986_MER34C_","chr8",49091459,49091986,528,"+","MER34C_","ERV1","LTR_or_other",18.6,49091442,49091641,"EnhA2"
"E108","Skeletal muscle female","chr8_49629819_49630235_MER110A","chr8",49629819,49630235,417,"-","MER110A","ERV1","LTR_or_other",26.9,49629842,49630841,"EnhA1"
"E108","Skeletal muscle female","chr8_51644917_51645403_MLT2B1","chr8",51644917,51645403,487,"-","MLT2B1","ERVL","LTR_or_other",18.8,51645041,51645840,"EnhA1"
"E108","Skeletal muscle female","chr8_51648195_51648654_MLT1C","chr8",51648195,51648654,460,"+","MLT1C","ERVL-MaLR","LTR_or_other",28.7,51647841,51648240,"EnhA2"
"E108","Skeletal muscle female","chr8_51648195_51648654_MLT1C","chr8",51648195,51648654,460,"+","MLT1C","ERVL-MaLR","LTR_or_other",28.7,51648241,51648640,"EnhA1"
"E108","Skeletal muscle female","chr8_51648195_51648654_MLT1C","chr8",51648195,51648654,460,"+","MLT1C","ERVL-MaLR","LTR_or_other",28.7,51648641,51650440,"EnhA2"
"E108","Skeletal muscle female","chr8_51884586_51885073_LTR41","chr8",51884586,51885073,488,"+","LTR41","ERVL","LTR_or_other",24.2,51884441,51885840,"EnhA1"
"E108","Skeletal muscle female","chr8_51982737_51983171_MER65C","chr8",51982737,51983171,435,"+","MER65C","ERV1","LTR_or_other",17.1,51982441,51982840,"EnhA1"
"E108","Skeletal muscle female","chr8_53760042_53760691_MER50","chr8",53760042,53760691,650,"+","MER50","ERV1","LTR_or_other",15.4,53760641,53760840,"EnhA1"
"E108","Skeletal muscle female","chr8_53760694_53760859_MER49","chr8",53760694,53760859,166,"+","MER49","ERV1","LTR_or_other",17.6,53760641,53760840,"EnhA1"
"E108","Skeletal muscle female","chr8_53760694_53760859_MER49","chr8",53760694,53760859,166,"+","MER49","ERV1","LTR_or_other",17.6,53760841,53761640,"EnhA2"
"E108","Skeletal muscle female","chr8_53760863_53760973_MER49","chr8",53760863,53760973,111,"+","MER49","ERV1","LTR_or_other",23.4,53760841,53761640,"EnhA2"
"E108","Skeletal muscle female","chr8_55843429_55843826_MLT1B","chr8",55843429,55843826,398,"+","MLT1B","ERVL-MaLR","LTR_or_other",14.8,55843642,55844041,"EnhA2"
"E108","Skeletal muscle female","chr8_55972268_55972499_LTR101_Mam","chr8",55972268,55972499,232,"-","LTR101_Mam","ERVL","LTR_or_other",28.4,55972442,55975041,"EnhA2"
"E108","Skeletal muscle female","chr8_57861589_57861969_MER34C2","chr8",57861589,57861969,381,"-","MER34C2","ERV1","LTR_or_other",19.9,57861442,57861841,"EnhA1"
"E108","Skeletal muscle female","chr8_57861589_57861969_MER34C2","chr8",57861589,57861969,381,"-","MER34C2","ERV1","LTR_or_other",19.9,57861842,57862241,"EnhA2"
"E108","Skeletal muscle female","chr8_57862009_57862370_THE1C","chr8",57862009,57862370,362,"+","THE1C","ERVL-MaLR","LTR_or_other",13,57861842,57862241,"EnhA2"
"E108","Skeletal muscle female","chr8_57885867_57886425_MLT1F1","chr8",57885867,57886425,559,"-","MLT1F1","ERVL-MaLR","LTR_or_other",25.6,57885242,57886441,"EnhA2"
"E108","Skeletal muscle female","chr8_57912009_57912290_LTR16A2","chr8",57912009,57912290,282,"-","LTR16A2","ERVL","LTR_or_other",26.4,57912242,57913841,"EnhA2"
"E108","Skeletal muscle female","chr8_58396225_58396571_MLT1B","chr8",58396225,58396571,347,"+","MLT1B","ERVL-MaLR","LTR_or_other",24.5,58396442,58397841,"EnhA2"
"E108","Skeletal muscle female","chr8_58563595_58564224_LTR41","chr8",58563595,58564224,630,"-","LTR41","ERVL","LTR_or_other",25.8,58564042,58564241,"EnhG1"
"E108","Skeletal muscle female","chr8_58660152_58660473_MER31A","chr8",58660152,58660473,322,"-","MER31A","ERV1","LTR_or_other",19.6,58660442,58660841,"EnhA1"
"E108","Skeletal muscle female","chr8_61053566_61054057_MLT1K","chr8",61053566,61054057,492,"+","MLT1K","ERVL-MaLR","LTR_or_other",28.1,61052842,61054641,"EnhA1"
"E108","Skeletal muscle female","chr8_61055750_61056154_MLT1J2","chr8",61055750,61056154,405,"-","MLT1J2","ERVL-MaLR","LTR_or_other",31.8,61055042,61056041,"EnhA1"
"E108","Skeletal muscle female","chr8_61759746_61759978_LTR16E1","chr8",61759746,61759978,233,"-","LTR16E1","ERVL","LTR_or_other",23.8,61759642,61761041,"EnhA2"
"E108","Skeletal muscle female","chr8_62529409_62529757_MLT1A0","chr8",62529409,62529757,349,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17.8,62529442,62531641,"EnhA2"
"E108","Skeletal muscle female","chr8_62531012_62531213_LTR102_Mam","chr8",62531012,62531213,202,"-","LTR102_Mam","ERVL","LTR_or_other",28.1,62529442,62531641,"EnhA2"
"E108","Skeletal muscle female","chr8_62531346_62531429_LTR102_Mam","chr8",62531346,62531429,84,"-","LTR102_Mam","ERVL","LTR_or_other",22.2,62529442,62531641,"EnhA2"
"E108","Skeletal muscle female","chr8_62684206_62684396_LTR78B","chr8",62684206,62684396,191,"-","LTR78B","ERV1","LTR_or_other",36.1,62683842,62684241,"EnhA2"
"E108","Skeletal muscle female","chr8_63025107_63025446_MER21C","chr8",63025107,63025446,340,"+","MER21C","ERVL","LTR_or_other",26.1,63024242,63025441,"EnhA2"
"E108","Skeletal muscle female","chr8_63146594_63146856_HERVH48-int","chr8",63146594,63146856,263,"-","HERVH48-int","ERV1","internal",16.4,63146642,63147241,"EnhA2"
"E108","Skeletal muscle female","chr8_63146857_63147246_MER48","chr8",63146857,63147246,390,"-","MER48","ERV1","LTR_or_other",10.1,63146642,63147241,"EnhA2"
"E108","Skeletal muscle female","chr8_63427709_63428972_ERV3-16A3_I-int","chr8",63427709,63428972,1264,"-","ERV3-16A3_I-int","ERVL","internal",27.8,63427843,63429042,"EnhA1"
"E108","Skeletal muscle female","chr8_63428973_63429405_MER57A1","chr8",63428973,63429405,433,"-","MER57A1","ERV1","LTR_or_other",11.8,63427843,63429042,"EnhA1"
"E108","Skeletal muscle female","chr8_63428973_63429405_MER57A1","chr8",63428973,63429405,433,"-","MER57A1","ERV1","LTR_or_other",11.8,63429043,63429242,"EnhA2"
"E108","Skeletal muscle female","chr8_64805442_64805829_LTR16A","chr8",64805442,64805829,388,"-","LTR16A","ERVL","LTR_or_other",29.8,64804644,64805643,"EnhA2"
"E108","Skeletal muscle female","chr8_64902529_64902674_ERVL-B4-int","chr8",64902529,64902674,146,"+","ERVL-B4-int","ERVL","internal",18.8,64902566,64903765,"EnhA2"
"E108","Skeletal muscle female","chr8_64902675_64903051_MLT2B1","chr8",64902675,64903051,377,"+","MLT2B1","ERVL","LTR_or_other",19.1,64902566,64903765,"EnhA2"
"E108","Skeletal muscle female","chr8_65216642_65216969_MER77B","chr8",65216642,65216969,328,"+","MER77B","ERVL","LTR_or_other",24.1,65216566,65217365,"EnhA1"
"E108","Skeletal muscle female","chr8_65216970_65217292_MLT1A0","chr8",65216970,65217292,323,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.3,65216566,65217365,"EnhA1"
"E108","Skeletal muscle female","chr8_65217293_65217509_MER77B","chr8",65217293,65217509,217,"+","MER77B","ERVL","LTR_or_other",24.1,65216566,65217365,"EnhA1"
"E108","Skeletal muscle female","chr8_65738897_65739428_MLT1H","chr8",65738897,65739428,532,"+","MLT1H","ERVL-MaLR","LTR_or_other",26.8,65738966,65739565,"EnhG1"
"E108","Skeletal muscle female","chr8_65744926_65745284_THE1A","chr8",65744926,65745284,359,"+","THE1A","ERVL-MaLR","LTR_or_other",13.9,65744766,65749965,"EnhA2"
"E108","Skeletal muscle female","chr8_65756909_65757341_MER21A","chr8",65756909,65757341,433,"-","MER21A","ERVL","LTR_or_other",14.9,65756766,65756965,"EnhA2"
"E108","Skeletal muscle female","chr8_65756909_65757341_MER21A","chr8",65756909,65757341,433,"-","MER21A","ERVL","LTR_or_other",14.9,65756966,65757765,"EnhA1"
"E108","Skeletal muscle female","chr8_65757353_65757596_MER21-int","chr8",65757353,65757596,244,"-","MER21-int","ERVL","internal",17.5,65756966,65757765,"EnhA1"
"E108","Skeletal muscle female","chr8_65757917_65759109_MER21-int","chr8",65757917,65759109,1193,"-","MER21-int","ERVL","internal",17.5,65757766,65758565,"EnhA2"
"E108","Skeletal muscle female","chr8_65757917_65759109_MER21-int","chr8",65757917,65759109,1193,"-","MER21-int","ERVL","internal",17.5,65758566,65759565,"EnhA1"
"E108","Skeletal muscle female","chr8_65767395_65767619_MER21A","chr8",65767395,65767619,225,"+","MER21A","ERVL","LTR_or_other",16.9,65767566,65768165,"EnhG1"
"E108","Skeletal muscle female","chr8_65767557_65767637_MER39","chr8",65767557,65767637,81,"+","MER39","ERV1","LTR_or_other",14.1,65767566,65768165,"EnhG1"
"E108","Skeletal muscle female","chr8_65767646_65768197_MER21A","chr8",65767646,65768197,552,"+","MER21A","ERVL","LTR_or_other",12.8,65767566,65768165,"EnhG1"
"E108","Skeletal muscle female","chr8_65778115_65778621_MLT1G","chr8",65778115,65778621,507,"+","MLT1G","ERVL-MaLR","LTR_or_other",32.9,65778166,65779165,"EnhG1"
"E108","Skeletal muscle female","chr8_65778622_65778774_LTR40c","chr8",65778622,65778774,153,"+","LTR40c","ERVL","LTR_or_other",25,65778166,65779165,"EnhG1"
"E108","Skeletal muscle female","chr8_65959915_65960422_MLT1H1","chr8",65959915,65960422,508,"+","MLT1H1","ERVL-MaLR","LTR_or_other",28.9,65959966,65961165,"EnhA2"
"E108","Skeletal muscle female","chr8_65960508_65960609_MLT1H","chr8",65960508,65960609,102,"+","MLT1H","ERVL-MaLR","LTR_or_other",19.6,65959966,65961165,"EnhA2"
"E108","Skeletal muscle female","chr8_65960637_65960826_MLT1H","chr8",65960637,65960826,190,"+","MLT1H","ERVL-MaLR","LTR_or_other",20.6,65959966,65961165,"EnhA2"
"E108","Skeletal muscle female","chr8_66124613_66125259_MER4A","chr8",66124613,66125259,647,"+","MER4A","ERV1","LTR_or_other",13.7,66124766,66125365,"EnhA1"
"E108","Skeletal muscle female","chr8_66435213_66435601_MLT1D","chr8",66435213,66435601,389,"-","MLT1D","ERVL-MaLR","LTR_or_other",20.9,66435166,66435565,"EnhA1"
"E108","Skeletal muscle female","chr8_66524038_66524440_MER57B2","chr8",66524038,66524440,403,"+","MER57B2","ERV1","LTR_or_other",14.3,66523766,66524365,"EnhA1"
"E108","Skeletal muscle female","chr8_66891578_66892819_LTR2752","chr8",66891578,66892819,1242,"-","LTR2752","ERV1","LTR_or_other",17.8,66892566,66892765,"EnhA1"
"E108","Skeletal muscle female","chr8_67050358_67050547_MLT1K","chr8",67050358,67050547,190,"+","MLT1K","ERVL-MaLR","LTR_or_other",33.7,67049166,67053165,"EnhG1"
"E108","Skeletal muscle female","chr8_67050585_67050614_MLT1K","chr8",67050585,67050614,30,"+","MLT1K","ERVL-MaLR","LTR_or_other",33.7,67049166,67053165,"EnhG1"
"E108","Skeletal muscle female","chr8_67050643_67050928_MLT1K","chr8",67050643,67050928,286,"+","MLT1K","ERVL-MaLR","LTR_or_other",31.6,67049166,67053165,"EnhG1"
"E108","Skeletal muscle female","chr8_67964142_67964412_MLT1J","chr8",67964142,67964412,271,"-","MLT1J","ERVL-MaLR","LTR_or_other",27,67963966,67965965,"EnhA2"
"E108","Skeletal muscle female","chr8_68239681_68240033_THE1B","chr8",68239681,68240033,353,"-","THE1B","ERVL-MaLR","LTR_or_other",11.4,68238766,68239965,"EnhA2"
"E108","Skeletal muscle female","chr8_69488631_69489150_LTR53B","chr8",69488631,69489150,520,"-","LTR53B","ERVL","LTR_or_other",19.7,69488566,69489365,"EnhA2"
"E108","Skeletal muscle female","chr8_69773633_69773814_MLT1K","chr8",69773633,69773814,182,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.2,69773766,69774765,"EnhA1"
"E108","Skeletal muscle female","chr8_69934793_69935104_MLT1G","chr8",69934793,69935104,312,"+","MLT1G","ERVL-MaLR","LTR_or_other",23.9,69932966,69935165,"EnhA1"
"E108","Skeletal muscle female","chr8_73795177_73795570_MSTB","chr8",73795177,73795570,394,"+","MSTB","ERVL-MaLR","LTR_or_other",15.4,73792966,73795565,"EnhA2"
"E108","Skeletal muscle female","chr8_73888447_73889069_MER50","chr8",73888447,73889069,623,"+","MER50","ERV1","LTR_or_other",13.4,73887566,73888765,"EnhA2"
"E108","Skeletal muscle female","chr8_73960293_73960654_MER77B","chr8",73960293,73960654,362,"+","MER77B","ERVL","LTR_or_other",30.6,73960566,73960965,"EnhG1"
"E108","Skeletal muscle female","chr8_74278065_74278349_THE1B","chr8",74278065,74278349,285,"+","THE1B","ERVL-MaLR","LTR_or_other",9.4,74277166,74279565,"EnhA1"
"E108","Skeletal muscle female","chr8_74278351_74278657_HERVL-int","chr8",74278351,74278657,307,"+","HERVL-int","ERVL","internal",7.2,74277166,74279565,"EnhA1"
"E108","Skeletal muscle female","chr8_74299312_74299679_MER57B1","chr8",74299312,74299679,368,"+","MER57B1","ERV1","LTR_or_other",12.5,74299166,74301365,"EnhA1"
"E108","Skeletal muscle female","chr8_74736907_74737541_MER51A","chr8",74736907,74737541,635,"+","MER51A","ERV1","LTR_or_other",13.6,74735366,74736965,"EnhA2"
"E108","Skeletal muscle female","chr8_78582220_78582580_THE1D","chr8",78582220,78582580,361,"-","THE1D","ERVL-MaLR","LTR_or_other",12.9,78582166,78582565,"EnhA1"
"E108","Skeletal muscle female","chr8_78582220_78582580_THE1D","chr8",78582220,78582580,361,"-","THE1D","ERVL-MaLR","LTR_or_other",12.9,78582566,78582765,"EnhA2"
"E108","Skeletal muscle female","chr8_79801210_79801570_MLT1A0","chr8",79801210,79801570,361,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17.6,79800966,79801365,"EnhA2"
"E108","Skeletal muscle female","chr8_79801210_79801570_MLT1A0","chr8",79801210,79801570,361,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17.6,79801366,79802765,"EnhA1"
"E108","Skeletal muscle female","chr8_80084258_80084362_MLT1K","chr8",80084258,80084362,105,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.9,80083966,80084965,"EnhA1"
"E108","Skeletal muscle female","chr8_81130410_81130650_MLT1J","chr8",81130410,81130650,241,"-","MLT1J","ERVL-MaLR","LTR_or_other",31,81129966,81131165,"EnhA2"
"E108","Skeletal muscle female","chr8_85400100_85400580_MLT1H","chr8",85400100,85400580,481,"-","MLT1H","ERVL-MaLR","LTR_or_other",23,85399772,85400171,"EnhA2"
"E108","Skeletal muscle female","chr8_85400100_85400580_MLT1H","chr8",85400100,85400580,481,"-","MLT1H","ERVL-MaLR","LTR_or_other",23,85400172,85400971,"EnhA1"
"E108","Skeletal muscle female","chr8_85851630_85852718_MER65-int","chr8",85851630,85852718,1089,"-","MER65-int","ERV1","internal",23.6,85852372,85854571,"EnhA2"
"E108","Skeletal muscle female","chr8_85852766_85853199_MER65A","chr8",85852766,85853199,434,"-","MER65A","ERV1","LTR_or_other",14.5,85852372,85854571,"EnhA2"
"E108","Skeletal muscle female","chr8_85853200_85853330_MLT2C2","chr8",85853200,85853330,131,"-","MLT2C2","ERVL","LTR_or_other",13,85852372,85854571,"EnhA2"
"E108","Skeletal muscle female","chr8_85854135_85854474_MLT2B3","chr8",85854135,85854474,340,"-","MLT2B3","ERVL","LTR_or_other",18.2,85852372,85854571,"EnhA2"
"E108","Skeletal muscle female","chr8_85854503_85854714_MLT2B3","chr8",85854503,85854714,212,"-","MLT2B3","ERVL","LTR_or_other",18.2,85852372,85854571,"EnhA2"
"E108","Skeletal muscle female","chr8_86391531_86392133_MER67B","chr8",86391531,86392133,603,"-","MER67B","ERV1","LTR_or_other",20.5,86390972,86391771,"EnhA2"
"E108","Skeletal muscle female","chr8_86391531_86392133_MER67B","chr8",86391531,86392133,603,"-","MER67B","ERV1","LTR_or_other",20.5,86391772,86392171,"EnhA1"
"E108","Skeletal muscle female","chr8_86392194_86392278_MER67B","chr8",86392194,86392278,85,"-","MER67B","ERV1","LTR_or_other",16.5,86392172,86392371,"EnhA2"
"E108","Skeletal muscle female","chr8_87374536_87374671_MLT1J2","chr8",87374536,87374671,136,"+","MLT1J2","ERVL-MaLR","LTR_or_other",26.4,87374173,87375972,"EnhA2"
"E108","Skeletal muscle female","chr8_87374826_87374938_MLT1J2","chr8",87374826,87374938,113,"+","MLT1J2","ERVL-MaLR","LTR_or_other",25,87374173,87375972,"EnhA2"
"E108","Skeletal muscle female","chr8_89999900_89999998_LTR52","chr8",89999900,89999998,99,"-","LTR52","ERVL","LTR_or_other",27.3,89999973,90000772,"EnhA2"
"E108","Skeletal muscle female","chr8_90000075_90000418_MLT1B","chr8",90000075,90000418,344,"+","MLT1B","ERVL-MaLR","LTR_or_other",14.8,89999973,90000772,"EnhA2"
"E108","Skeletal muscle female","chr8_90000419_90000642_PABL_A","chr8",90000419,90000642,224,"-","PABL_A","ERV1","LTR_or_other",9.4,89999973,90000772,"EnhA2"
"E108","Skeletal muscle female","chr8_90676736_90677385_MER4D1","chr8",90676736,90677385,650,"-","MER4D1","ERV1","LTR_or_other",10.8,90675973,90676772,"EnhA1"
"E108","Skeletal muscle female","chr8_90676736_90677385_MER4D1","chr8",90676736,90677385,650,"-","MER4D1","ERV1","LTR_or_other",10.8,90676773,90677372,"EnhA2"
"E108","Skeletal muscle female","chr8_91034388_91034825_LTR86A1","chr8",91034388,91034825,438,"+","LTR86A1","ERVL","LTR_or_other",27.1,91034173,91034772,"EnhA1"
"E108","Skeletal muscle female","chr8_91036830_91037198_MLT1H1","chr8",91036830,91037198,369,"-","MLT1H1","ERVL-MaLR","LTR_or_other",27.9,91036973,91037172,"EnhA1"
"E108","Skeletal muscle female","chr8_91041734_91042202_MER31A","chr8",91041734,91042202,469,"+","MER31A","ERV1","LTR_or_other",13.8,91041573,91041772,"EnhA2"
"E108","Skeletal muscle female","chr8_91065575_91065663_MLT2B2","chr8",91065575,91065663,89,"+","MLT2B2","ERVL","LTR_or_other",15.7,91065573,91065772,"EnhA2"
"E108","Skeletal muscle female","chr8_93312982_93313483_MLT1F","chr8",93312982,93313483,502,"+","MLT1F","ERVL-MaLR","LTR_or_other",24,93312173,93316172,"EnhA2"
"E108","Skeletal muscle female","chr8_93336856_93337172_LTR16","chr8",93336856,93337172,317,"+","LTR16","ERVL","LTR_or_other",26.3,93335973,93336972,"EnhA2"
"E108","Skeletal muscle female","chr8_93350927_93351435_MLT1H-int","chr8",93350927,93351435,509,"-","MLT1H-int","ERVL-MaLR","internal",26.3,93351173,93351972,"EnhA2"
"E108","Skeletal muscle female","chr8_93351423_93351502_MLT1H-int","chr8",93351423,93351502,80,"-","MLT1H-int","ERVL-MaLR","internal",12.5,93351173,93351972,"EnhA2"
"E108","Skeletal muscle female","chr8_93351503_93351607_MLT1H","chr8",93351503,93351607,105,"-","MLT1H","ERVL-MaLR","LTR_or_other",20,93351173,93351972,"EnhA2"
"E108","Skeletal muscle female","chr8_93351627_93352419_ERVL-E-int","chr8",93351627,93352419,793,"+","ERVL-E-int","ERVL","internal",23,93351173,93351972,"EnhA2"
"E108","Skeletal muscle female","chr8_93838319_93838708_MSTA","chr8",93838319,93838708,390,"-","MSTA","ERVL-MaLR","LTR_or_other",10.1,93837973,93838372,"EnhA2"
"E108","Skeletal muscle female","chr8_93838319_93838708_MSTA","chr8",93838319,93838708,390,"-","MSTA","ERVL-MaLR","LTR_or_other",10.1,93838373,93838772,"EnhA1"
"E108","Skeletal muscle female","chr8_93879288_93879904_LTR26D","chr8",93879288,93879904,617,"-","LTR26D","ERV1","LTR_or_other",14.4,93879373,93879572,"EnhA1"
"E108","Skeletal muscle female","chr8_93879288_93879904_LTR26D","chr8",93879288,93879904,617,"-","LTR26D","ERV1","LTR_or_other",14.4,93879573,93880172,"EnhA2"
"E108","Skeletal muscle female","chr8_93905442_93905923_MLT1F","chr8",93905442,93905923,482,"+","MLT1F","ERVL-MaLR","LTR_or_other",17.8,93904773,93905972,"EnhA2"
"E108","Skeletal muscle female","chr8_93910517_93911019_MLT1D","chr8",93910517,93911019,503,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.6,93909573,93910572,"EnhA2"
"E108","Skeletal muscle female","chr8_93910517_93911019_MLT1D","chr8",93910517,93911019,503,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.6,93910573,93911172,"EnhA1"
"E108","Skeletal muscle female","chr8_93930728_93931206_LTR33","chr8",93930728,93931206,479,"+","LTR33","ERVL","LTR_or_other",30.6,93930373,93931972,"EnhA1"
