"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
419,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321684_321723_LTR76",321684,321723,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18029,"downstream",18029,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
420,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321801_321840_LTR76",321801,321840,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18146,"downstream",18146,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
421,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321840_321879_LTR76",321840,321879,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18185,"downstream",18185,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
422,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321879_321918_LTR76",321879,321918,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18224,"downstream",18224,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
423,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321996_322035_LTR76",321996,322035,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18341,"downstream",18341,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
424,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322035_322074_LTR76",322035,322074,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18380,"downstream",18380,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
425,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322152_322190_LTR76",322152,322190,"-","LTR76","ERV1","LTR_or_other",12.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18497,"downstream",18497,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
426,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322191_322262_LTR76",322191,322262,"-","LTR76","ERV1","LTR_or_other",18.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18536,"downstream",18536,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
427,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322230_322269_LTR76",322230,322269,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18575,"downstream",18575,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
428,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322347_322386_LTR76",322347,322386,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18692,"downstream",18692,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
429,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322386_322425_LTR76",322386,322425,"-","LTR76","ERV1","LTR_or_other",10,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18731,"downstream",18731,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
430,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322425_322464_LTR76",322425,322464,"-","LTR76","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18770,"downstream",18770,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
431,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322503_322542_LTR76",322503,322542,"-","LTR76","ERV1","LTR_or_other",12.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18848,"downstream",18848,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
432,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322542_322580_LTR76",322542,322580,"-","LTR76","ERV1","LTR_or_other",10.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18887,"downstream",18887,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
433,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_322581_322928_LTR76",322581,322928,"-","LTR76","ERV1","LTR_or_other",6.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",18926,"downstream",18926,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
434,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_323266_323767_HERV3-int",323266,323767,"-","HERV3-int","ERV1","internal",21.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",19611,"downstream",19611,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
435,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_333767_334167_LTR7",333767,334167,"-","LTR7","ERV1","LTR_or_other",9.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",30112,"downstream",30112,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
436,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_342281_342333_MER34C_",342281,342333,"-","MER34C_","ERV1","LTR_or_other",18.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",38626,"downstream",38626,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
437,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_342356_342458_MER34B-int",342356,342458,"-","MER34B-int","ERV1","internal",26.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",38701,"downstream",38701,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
438,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_350264_350711_LTR2",350264,350711,"-","LTR2","ERV1","LTR_or_other",6.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1",46609,"downstream",46609,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
439,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_350712_351583_MER41-int",350712,351583,"-","MER41-int","ERV1","internal",14.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",47057,"downstream",47057,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
440,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_351731_351828_MER41A",351731,351828,"-","MER41A","ERV1","LTR_or_other",8.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",48076,"downstream",48076,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
441,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_352134_352592_MER41A",352134,352592,"-","MER41A","ERV1","LTR_or_other",8.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",48479,"downstream",48479,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
442,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108557130_108557226_LTR33",108557130,108557226,"+","LTR33","ERVL","LTR_or_other",22.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",2863,"upstream",-2863,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
443,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108556925_108557100_LTR33",108556925,108557100,"+","LTR33","ERVL","LTR_or_other",27.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",2989,"upstream",-2989,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
444,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108556773_108556889_LTR67B",108556773,108556889,"+","LTR67B","ERVL","LTR_or_other",24.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",3200,"upstream",-3200,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
445,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108556320_108556733_MLT1J1",108556320,108556733,"-","MLT1J1","ERVL-MaLR","LTR_or_other",28.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",3356,"upstream",-3356,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
446,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108556016_108556214_LTR67B",108556016,108556214,"+","LTR67B","ERVL","LTR_or_other",27.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",3875,"upstream",-3875,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
447,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108592778_108592875_MLT1J",108592778,108592875,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",32689,"downstream",32689,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
448,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108646465_108646553_MLT1J",108646465,108646553,"+","MLT1J","ERVL-MaLR","LTR_or_other",30.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",86376,"downstream",86376,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
449,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108646554_108646954_MSTA",108646554,108646954,"+","MSTA","ERVL-MaLR","LTR_or_other",16.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",86465,"downstream",86465,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
450,"ENSG00000162636.16","FAM102B","turquoise",22,0.841650381191789,0.167221096216447,FALSE,"chr1","+",108560089,108460089,108660089,"chr1_108646955_108647233_MLT1J",108646955,108647233,"+","MLT1J","ERVL-MaLR","LTR_or_other",30.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",86866,"downstream",86866,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
451,"ENSG00000272054.1","ENSG00000272054","midnightblue",22,0.672588837965031,0.162615833118227,FALSE,"chr2","+",37208875,37108875,37308875,"chr2_37125356_37125837_MLT1G3",37125356,37125837,"+","MLT1G3","ERVL-MaLR","LTR_or_other",27.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",83038,"upstream",-83038,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
452,"ENSG00000286452.1","ENSG00000286452","blue",6,0.889989984202026,0.161569553034765,FALSE,"chr6","+",141403240,141303240,141503240,"chr6_141402823_141403281_LOR1a",141402823,141403281,"+","LOR1a","ERV1","LTR_or_other",11.1,1,"E100",TRUE,FALSE,FALSE,"EnhA2",0,"overlaps_TSS",0,TRUE,"TSS_overlap",TRUE,"TSS_overlap",TRUE,TRUE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
453,"ENSG00000286452.1","ENSG00000286452","blue",6,0.889989984202026,0.161569553034765,FALSE,"chr6","+",141403240,141303240,141503240,"chr6_141407408_141408695_LOR1-int",141407408,141408695,"+","LOR1-int","ERV1","internal",12.3,1,"E100",TRUE,FALSE,FALSE,"EnhA2",4168,"downstream",4168,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
454,"ENSG00000152689.18","RASGRP3","blue",30,0.861025062874479,0.159727714110138,FALSE,"chr2","+",33436324,33336324,33536324,"chr2_33474169_33474329_MSTA",33474169,33474329,"+","MSTA","ERVL-MaLR","LTR_or_other",12.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1",37845,"downstream",37845,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
455,"ENSG00000152689.18","RASGRP3","blue",30,0.861025062874479,0.159727714110138,FALSE,"chr2","+",33436324,33336324,33536324,"chr2_33474602_33474860_MSTA",33474602,33474860,"+","MSTA","ERVL-MaLR","LTR_or_other",12.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1",38278,"downstream",38278,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
456,"ENSG00000152689.18","RASGRP3","blue",30,0.861025062874479,0.159727714110138,FALSE,"chr2","+",33436324,33336324,33536324,"chr2_33492446_33492781_MLT1A",33492446,33492781,"+","MLT1A","ERVL-MaLR","LTR_or_other",20.4,1,"E100",TRUE,FALSE,FALSE,"EnhA1",56122,"downstream",56122,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
457,"ENSG00000135272.13","MDFIC","blue",21,0.871274965852739,0.156608009099378,FALSE,"chr7","+",114922094,114822094,115022094,"chr7_114982362_114982419_MLT1A1",114982362,114982419,"-","MLT1A1","ERVL-MaLR","LTR_or_other",17.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",60268,"downstream",60268,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
458,"ENSG00000248538.9","ENSG00000248538","blue",18,0.873870236803436,0.154075956821546,FALSE,"chr8","+",9151695,9051695,9251695,"chr8_9162841_9163207_THE1B",9162841,9163207,"-","THE1B","ERVL-MaLR","LTR_or_other",15.1,1,"E100",TRUE,FALSE,FALSE,"EnhA2",11146,"downstream",11146,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
459,"ENSG00000283787.2","PRR33","blue",12,0.881852999173766,0.153015238318414,FALSE,"chr11","-",1891772,1791772,1991772,"chr11_1903446_1904228_MER57A-int",1903446,1904228,"-","MER57A-int","ERV1","internal",18.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",11674,"upstream",-11674,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
460,"ENSG00000149575.9","SCN2B","blue",27,0.863276270292937,0.149009571131417,FALSE,"chr11","-",118176639,118076639,118276639,"chr11_118246886_118247278_LTR33",118246886,118247278,"-","LTR33","ERVL","LTR_or_other",26.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",70247,"upstream",-70247,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
461,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89394947_89395838_MER54A",89394947,89395838,"+","MER54A","ERVL","LTR_or_other",16.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",2401,"downstream",2401,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
462,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89396255_89396717_MSTB2",89396255,89396717,"-","MSTB2","ERVL-MaLR","LTR_or_other",18.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",3709,"downstream",3709,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
463,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89399679_89400080_MLT1B",89399679,89400080,"+","MLT1B","ERVL-MaLR","LTR_or_other",23.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",7133,"downstream",7133,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
464,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89384790_89385233_LTR24",89384790,89385233,"+","LTR24","ERV1","LTR_or_other",16.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7313,"upstream",-7313,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
465,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89352592_89352666_LTR8A",89352592,89352666,"-","LTR8A","ERV1","LTR_or_other",17.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1",39880,"upstream",-39880,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
466,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89351917_89352591_MER72B",89351917,89352591,"+","MER72B","ERV1","LTR_or_other",13.8,1,"E108",FALSE,TRUE,FALSE,"EnhA1",39955,"upstream",-39955,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
467,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89351417_89351909_MER68-int",89351417,89351909,"-","MER68-int","ERVL","internal",23.1,1,"E108",FALSE,TRUE,FALSE,"EnhA1",40637,"upstream",-40637,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
468,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89350984_89351029_MER34A1",89350984,89351029,"+","MER34A1","ERV1","LTR_or_other",17.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",41517,"upstream",-41517,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
469,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89350605_89350981_LTR15",89350605,89350981,"-","LTR15","ERV1","LTR_or_other",9.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",41565,"upstream",-41565,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
470,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89350206_89350315_LTR15",89350206,89350315,"-","LTR15","ERV1","LTR_or_other",9.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",42231,"upstream",-42231,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
471,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89349779_89350204_MER34A1",89349779,89350204,"+","MER34A1","ERV1","LTR_or_other",20.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",42342,"upstream",-42342,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
472,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89349525_89349778_MER68-int",89349525,89349778,"-","MER68-int","ERVL","internal",22.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",42768,"upstream",-42768,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
473,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89348998_89349524_LTR48",89348998,89349524,"+","LTR48","ERV1","LTR_or_other",24.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",43022,"upstream",-43022,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
474,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89348858_89348992_MER68-int",89348858,89348992,"-","MER68-int","ERVL","internal",17.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",43554,"upstream",-43554,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
475,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89348624_89348853_LTR39",89348624,89348853,"-","LTR39","ERV1","LTR_or_other",12.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",43693,"upstream",-43693,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
476,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89348492_89348632_LTR39",89348492,89348632,"-","LTR39","ERV1","LTR_or_other",18.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",43914,"upstream",-43914,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
477,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89332178_89332341_LTR24B",89332178,89332341,"-","LTR24B","ERV1","LTR_or_other",26.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",60205,"upstream",-60205,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
478,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89330961_89331152_LTR24B",89330961,89331152,"-","LTR24B","ERV1","LTR_or_other",26.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",61394,"upstream",-61394,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
479,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89329769_89330178_LTR7",89329769,89330178,"-","LTR7","ERV1","LTR_or_other",8.3,1,"E100",TRUE,FALSE,FALSE,"EnhA2",62368,"upstream",-62368,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
480,"ENSG00000185745.10","IFIT1","blue",4,0.895711085375458,0.146361542635244,FALSE,"chr10","+",89392546,89292546,89492546,"chr10_89479181_89479640_LTR79",89479181,89479640,"+","LTR79","ERVL","LTR_or_other",31.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1",86635,"downstream",86635,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
481,"ENSG00000145623.13","OSMR","pink",4,0.873798813472658,0.145147195929175,FALSE,"chr5","+",38845858,38745858,38945858,"chr5_38797352_38798192_LTR1A2",38797352,38798192,"-","LTR1A2","ERV1","LTR_or_other",11,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",47666,"upstream",-47666,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
