"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000150656.15","lightyellow","ENSG00000150656","CNDP1",FALSE,"CNDP1","protein_coding","chr18",74534500,74587212,"+",74534500,52713
"ENSG00000109381.21","blue","ENSG00000109381","ELF2",FALSE,"ELF2","protein_coding","chr4",139028112,139177218,"-",139177218,149107
"ENSG00000188828.13","blue","ENSG00000188828","GLRA4",FALSE,"GLRA4","transcribed_unitary_pseudogene","chrX",103702210,103728655,"-",103728655,26446
"ENSG00000273314.1","purple","ENSG00000273314","ENSG00000273314",FALSE,"ENSG00000273314","lncRNA","chr7",148696467,148698592,"-",148698592,2126
"ENSG00000235172.9","salmon","ENSG00000235172","LINC01366",FALSE,"LINC01366","lncRNA","chr5",170307722,170335508,"+",170307722,27787
"ENSG00000228078.1","grey","ENSG00000228078","HLA-U",FALSE,"HLA-U","unprocessed_pseudogene","chr6",29934101,29934286,"+",29934101,186
"ENSG00000164574.16","pink","ENSG00000164574","GALNT10",FALSE,"GALNT10","protein_coding","chr5",154190730,154420984,"+",154190730,230255
"ENSG00000277595.1","midnightblue","ENSG00000277595","ENSG00000277595",FALSE,"ENSG00000277595","lncRNA","chr12",110032245,110032803,"+",110032245,559
"ENSG00000121766.16","grey","ENSG00000121766","ZCCHC17",FALSE,"ZCCHC17","protein_coding","chr1",31296982,31364953,"+",31296982,67972
"ENSG00000225689.2","grey","ENSG00000225689","ENSG00000225689",FALSE,"ENSG00000225689","lncRNA","chrX",128027322,129326707,"-",129326707,1299386
"ENSG00000102078.16","red","ENSG00000102078","SLC25A14",FALSE,"SLC25A14","protein_coding","chrX",130339888,130373361,"+",130339888,33474
"ENSG00000117614.10","black","ENSG00000117614","SYF2",FALSE,"SYF2","protein_coding","chr1",25222276,25232502,"-",25232502,10227
"ENSG00000104967.8","grey","ENSG00000104967","NOVA2",FALSE,"NOVA2","protein_coding","chr19",45933734,45974044,"-",45974044,40311
"ENSG00000169239.13","turquoise","ENSG00000169239","CA5B",FALSE,"CA5B","protein_coding","chrX",15721497,15788411,"+",15721497,66915
"ENSG00000115053.17","brown","ENSG00000115053","NCL",FALSE,"NCL","protein_coding","chr2",231453531,231464551,"-",231464551,11021
"ENSG00000205693.4","grey","ENSG00000205693","MANSC4",FALSE,"MANSC4","protein_coding","chr12",27762427,27771582,"-",27771582,9156
"ENSG00000111678.11","yellow","ENSG00000111678","C12orf57",FALSE,"C12orf57","protein_coding","chr12",6943433,6946003,"+",6943433,2571
"ENSG00000173207.13","grey","ENSG00000173207","CKS1B",FALSE,"CKS1B","protein_coding","chr1",154974653,154979251,"+",154974653,4599
"ENSG00000217555.13","turquoise","ENSG00000217555","CKLF",FALSE,"CKLF","protein_coding","chr16",66552563,66566251,"+",66552563,13689
"ENSG00000207697.1","grey","ENSG00000207697","MIR573",FALSE,"MIR573","miRNA","chr4",24520192,24520290,"-",24520290,99
"ENSG00000238287.1","grey","ENSG00000238287","ENSG00000238287",FALSE,"ENSG00000238287","lncRNA","chr1",40493157,40508661,"-",40508661,15505
"ENSG00000213214.6","turquoise","ENSG00000213214","ARHGEF35",FALSE,"ARHGEF35","protein_coding","chr7",144186083,144195879,"-",144195879,9797
"ENSG00000217165.1","grey","ENSG00000217165","ANKRD18EP",FALSE,"ANKRD18EP","processed_pseudogene","chr6",39110321,39112952,"+",39110321,2632
"ENSG00000107362.14","brown","ENSG00000107362","ABHD17B",FALSE,"ABHD17B","protein_coding","chr9",71862452,71911193,"-",71911193,48742
"ENSG00000198793.13","red","ENSG00000198793","MTOR",TRUE,"MTOR","protein_coding","chr1",11106535,11262551,"-",11262551,156017
"ENSG00000229657.2","grey","ENSG00000229657","ENSG00000229657",FALSE,"ENSG00000229657","processed_pseudogene","chr1",204946608,204947169,"+",204946608,562
"ENSG00000278616.1","brown","ENSG00000278616","BEND3P3",FALSE,"BEND3P3","processed_pseudogene","chr10",79684095,79685436,"+",79684095,1342
"ENSG00000237641.1","grey","ENSG00000237641","RPL28P2",FALSE,"RPL28P2","processed_pseudogene","chr2",231789481,231789887,"-",231789887,407
"ENSG00000275580.1","grey","ENSG00000275580","ENSG00000275580",FALSE,"ENSG00000275580","lncRNA","chr15",49343608,49344254,"+",49343608,647
"ENSG00000090971.5","turquoise","ENSG00000090971","NAT14",FALSE,"NAT14","protein_coding","chr19",55485188,55487568,"+",55485188,2381
"ENSG00000277481.2","grey","ENSG00000277481","PKD1L3",FALSE,"PKD1L3","protein_coding","chr16",71933420,72000402,"-",72000402,66983
"ENSG00000288718.1","black","ENSG00000288718","ENSG00000288718",FALSE,"ENSG00000288718","lncRNA","chr3",46559878,46562495,"+",46559878,2618
"ENSG00000261302.6","lightgreen","ENSG00000261302","NUP93-DT",FALSE,"NUP93-DT","lncRNA","chr16",56708450,56730010,"-",56730010,21561
"ENSG00000205189.12","grey","ENSG00000205189","ZBTB10",FALSE,"ZBTB10","protein_coding","chr8",80485726,80526265,"+",80485726,40540
"ENSG00000234139.5","purple","ENSG00000234139","ENSG00000234139",FALSE,"ENSG00000234139","lncRNA","chr20",36051491,36085703,"+",36051491,34213
"ENSG00000185187.13","grey","ENSG00000185187","SIGIRR",FALSE,"SIGIRR","protein_coding","chr11",405716,417397,"-",417397,11682
"ENSG00000175029.17","black","ENSG00000175029","CTBP2",FALSE,"CTBP2","protein_coding","chr10",124984317,125161170,"-",125161170,176854
"ENSG00000286873.1","purple","ENSG00000286873","ENSG00000286873",FALSE,"ENSG00000286873","lncRNA","chr2",127888829,127892732,"+",127888829,3904
"ENSG00000083838.17","brown","ENSG00000083838","ZNF446",FALSE,"ZNF446","protein_coding","chr19",58475764,58481230,"+",58475764,5467
"ENSG00000112186.13","orange","ENSG00000112186","CAP2",FALSE,"CAP2","protein_coding","chr6",17393595,17557780,"+",17393595,164186
"ENSG00000125787.11","grey","ENSG00000125787","GNRH2",FALSE,"GNRH2","protein_coding","chr20",3043622,3045747,"+",3043622,2126
"ENSG00000248925.2","grey","ENSG00000248925","PDCD6-DT",FALSE,"PDCD6-DT","lncRNA","chr5",269305,271516,"-",271516,2212
"ENSG00000120539.15","green","ENSG00000120539","MASTL",FALSE,"MASTL","protein_coding","chr10",27155267,27187953,"+",27155267,32687
"ENSG00000229358.3","grey","ENSG00000229358","DPY19L1P1",FALSE,"DPY19L1P1","unprocessed_pseudogene","chr7",32580949,32755408,"-",32755408,174460
"ENSG00000002919.15","brown","ENSG00000002919","SNX11",FALSE,"SNX11","protein_coding","chr17",48103357,48123601,"+",48103357,20245
"ENSG00000279801.1","grey","ENSG00000279801","ENSG00000279801",FALSE,"ENSG00000279801","TEC","chr17",77444704,77447167,"+",77444704,2464
"ENSG00000164897.14","red","ENSG00000164897","TMUB1",FALSE,"TMUB1","protein_coding","chr7",151081085,151083493,"-",151083493,2409
"ENSG00000277051.1","grey","ENSG00000277051","Metazoa_SRP",FALSE,"Metazoa_SRP","misc_RNA","chr20",45847630,45847940,"-",45847940,311
"ENSG00000228834.1","magenta","ENSG00000228834","ATP5MFP2",FALSE,"ATP5MFP2","processed_pseudogene","chr6",108907615,108907873,"-",108907873,259
"ENSG00000286599.1","turquoise","ENSG00000286599","ENSG00000286599",FALSE,"ENSG00000286599","lncRNA","chr4",55889743,55903177,"-",55903177,13435
"ENSG00000260101.1","purple","ENSG00000260101","AFTPH-DT",FALSE,"AFTPH-DT","lncRNA","chr2",64522187,64524093,"-",64524093,1907
"ENSG00000244716.3","magenta","ENSG00000244716","ENSG00000244716",FALSE,"ENSG00000244716","processed_pseudogene","chr1",108992282,108992836,"+",108992282,555
"ENSG00000166938.13","yellow","ENSG00000166938","DIS3L",FALSE,"DIS3L","protein_coding","chr15",66293217,66333898,"+",66293217,40682
"ENSG00000091542.9","yellow","ENSG00000091542","ALKBH5",FALSE,"ALKBH5","protein_coding","chr17",18183078,18209954,"+",18183078,26877
"ENSG00000282851.2","turquoise","ENSG00000282851","BISPR",FALSE,"BISPR","lncRNA","chr19",17405686,17419304,"+",17405686,13619
"ENSG00000179846.11","magenta","ENSG00000179846","NKPD1",FALSE,"NKPD1","protein_coding","chr19",45149744,45160982,"-",45160982,11239
"ENSG00000186193.9","saddlebrown","ENSG00000186193","SAPCD2",FALSE,"SAPCD2","protein_coding","chr9",137062127,137070557,"-",137070557,8431
"ENSG00000214700.6","grey","ENSG00000214700","C12orf71",FALSE,"C12orf71","protein_coding","chr12",27081057,27082578,"-",27082578,1522
"ENSG00000274515.1","purple","ENSG00000274515","ENSG00000274515",FALSE,"ENSG00000274515","lncRNA","chr15",75645020,75645442,"+",75645020,423
"ENSG00000189114.8","brown","ENSG00000189114","BLOC1S3",FALSE,"BLOC1S3","protein_coding","chr19",45178784,45216933,"+",45178784,38150
"ENSG00000285560.1","grey","ENSG00000285560","ENSG00000285560",FALSE,"ENSG00000285560","lncRNA","chr15",90630535,90631755,"-",90631755,1221
"ENSG00000288945.1","grey","ENSG00000288945","ENSG00000288945",FALSE,"ENSG00000288945","lncRNA","chr8",103451131,103452520,"+",103451131,1390
"ENSG00000232442.2","purple","ENSG00000232442","MHENCR",FALSE,"MHENCR","lncRNA","chr20",63627179,63628824,"+",63627179,1646
"ENSG00000131473.17","brown","ENSG00000131473","ACLY",FALSE,"ACLY","protein_coding","chr17",41866917,41930542,"-",41930542,63626
"ENSG00000231043.3","magenta","ENSG00000231043","ENSG00000231043",FALSE,"ENSG00000231043","processed_pseudogene","chr2",58460292,58462032,"-",58462032,1741
"ENSG00000271789.1","grey","ENSG00000271789","ENSG00000271789",FALSE,"ENSG00000271789","lncRNA","chr6",111297126,111298510,"+",111297126,1385
"ENSG00000185839.3","magenta","ENSG00000185839","ENSG00000185839",FALSE,"ENSG00000185839","processed_pseudogene","chr1",58630841,58631530,"-",58631530,690
"ENSG00000116273.6","grey","ENSG00000116273","PHF13",FALSE,"PHF13","protein_coding","chr1",6613731,6624030,"+",6613731,10300
"ENSG00000169223.15","brown","ENSG00000169223","LMAN2",FALSE,"LMAN2","protein_coding","chr5",177331567,177351668,"-",177351668,20102
"ENSG00000109929.10","blue","ENSG00000109929","SC5D",FALSE,"SC5D","protein_coding","chr11",121292771,121313410,"+",121292771,20640
"ENSG00000258302.2","greenyellow","ENSG00000258302","ENSG00000258302",FALSE,"ENSG00000258302","lncRNA","chr12",89561129,89594878,"+",89561129,33750
"ENSG00000176402.6","darkgreen","ENSG00000176402","GJC3",FALSE,"GJC3","protein_coding","chr7",99923266,99929391,"-",99929391,6126
"ENSG00000272449.2","grey","ENSG00000272449","ENSG00000272449",FALSE,"ENSG00000272449","lncRNA","chr1",2530064,2547460,"+",2530064,17397
"ENSG00000270760.1","pink","ENSG00000270760","ENSG00000270760",FALSE,"ENSG00000270760","lncRNA","chr19",36144081,36148348,"-",36148348,4268
"ENSG00000112276.14","tan","ENSG00000112276","BVES",FALSE,"BVES","protein_coding","chr6",105096822,105137157,"-",105137157,40336
"ENSG00000273188.1","greenyellow","ENSG00000273188","ENSG00000273188",FALSE,"ENSG00000273188","lncRNA","chr22",50191724,50192402,"-",50192402,679
"ENSG00000171989.6","pink","ENSG00000171989","LDHAL6B",FALSE,"LDHAL6B","protein_coding","chr15",59206843,59208588,"+",59206843,1746
"ENSG00000138613.14","grey","ENSG00000138613","APH1B",FALSE,"APH1B","protein_coding","chr15",63276018,63309126,"+",63276018,33109
"ENSG00000213131.3","grey","ENSG00000213131","YWHAZP4",FALSE,"YWHAZP4","processed_pseudogene","chr6",127355756,127356789,"+",127355756,1034
"ENSG00000116691.11","grey","ENSG00000116691","MIIP",FALSE,"MIIP","protein_coding","chr1",12019466,12032045,"+",12019466,12580
"ENSG00000139508.15","red","ENSG00000139508","SLC46A3",FALSE,"SLC46A3","protein_coding","chr13",28700064,28718970,"-",28718970,18907
"ENSG00000111229.16","brown","ENSG00000111229","ARPC3",FALSE,"ARPC3","protein_coding","chr12",110434823,110450337,"-",110450337,15515
"ENSG00000266288.1","grey","ENSG00000266288","ENSG00000266288",FALSE,"ENSG00000266288","lncRNA","chr18",5381641,5385330,"-",5385330,3690
"ENSG00000287985.1","grey","ENSG00000287985","ENSG00000287985",FALSE,"ENSG00000287985","lncRNA","chr7",64369241,64375584,"+",64369241,6344
"ENSG00000120075.6","green","ENSG00000120075","HOXB5",FALSE,"HOXB5","protein_coding","chr17",48591257,48593779,"-",48593779,2523
"ENSG00000167863.12","yellow","ENSG00000167863","ATP5PD",FALSE,"ATP5PD","protein_coding","chr17",75038863,75046985,"-",75046985,8123
"ENSG00000125827.9","tan","ENSG00000125827","TMX4",FALSE,"TMX4","protein_coding","chr20",7977346,8019039,"-",8019039,41694
"ENSG00000163597.16","brown","ENSG00000163597","SNHG16",FALSE,"SNHG16","lncRNA","chr17",76557733,76563709,"+",76557733,5977
"ENSG00000101331.17","green","ENSG00000101331","CCM2L",FALSE,"CCM2L","protein_coding","chr20",32010438,32032180,"+",32010438,21743
"ENSG00000065485.20","pink","ENSG00000065485","PDIA5",FALSE,"PDIA5","protein_coding","chr3",123067025,123162104,"+",123067025,95080
"ENSG00000236753.7","red","ENSG00000236753","MKLN1-AS",FALSE,"MKLN1-AS","lncRNA","chr7",131309469,131328254,"-",131328254,18786
"ENSG00000177946.7","red","ENSG00000177946","CENPBD1",FALSE,"CENPBD1","transcribed_unitary_pseudogene","chr16",89969791,89972534,"-",89972534,2744
"ENSG00000090932.11","magenta","ENSG00000090932","DLL3",TRUE,"DLL3","protein_coding","chr19",39498947,39508481,"+",39498947,9535
"ENSG00000164615.6","brown","ENSG00000164615","CAMLG",FALSE,"CAMLG","protein_coding","chr5",134738495,134752157,"+",134738495,13663
"ENSG00000251593.1","grey","ENSG00000251593","MSNP1",FALSE,"MSNP1","processed_pseudogene","chr5",25909503,25911234,"+",25909503,1732
"ENSG00000189149.12","pink","ENSG00000189149","CRYM-AS1",FALSE,"CRYM-AS1","transcribed_unitary_pseudogene","chr16",21300849,21339037,"+",21300849,38189
"ENSG00000178789.9","cyan","ENSG00000178789","CD300LB",FALSE,"CD300LB","protein_coding","chr17",74521174,74531475,"-",74531475,10302
"ENSG00000181163.14","brown","ENSG00000181163","NPM1",FALSE,"NPM1","protein_coding","chr5",171387116,171411810,"+",171387116,24695
"ENSG00000256508.2","turquoise","ENSG00000256508","MRGPRF-AS1",FALSE,"MRGPRF-AS1","lncRNA","chr11",69012283,69018447,"+",69012283,6165
"ENSG00000286846.1","grey","ENSG00000286846","ENSG00000286846",FALSE,"ENSG00000286846","lncRNA","chrX",102945971,102952039,"+",102945971,6069
"ENSG00000251023.1","turquoise","ENSG00000251023","ENSG00000251023",FALSE,"ENSG00000251023","lncRNA","chr5",93860669,93863825,"-",93863825,3157
"ENSG00000259834.1","darkturquoise","ENSG00000259834","ENSG00000259834",FALSE,"ENSG00000259834","lncRNA","chr1",110653560,110657040,"-",110657040,3481
"ENSG00000266933.2","purple","ENSG00000266933","MADCAM1-AS1",FALSE,"MADCAM1-AS1","lncRNA","chr19",490046,507496,"-",507496,17451
"ENSG00000266236.1","turquoise","ENSG00000266236","NARF-IT1",FALSE,"NARF-IT1","lncRNA","chr17",82482098,82483388,"+",82482098,1291
"ENSG00000165794.10","grey","ENSG00000165794","SLC39A2",FALSE,"SLC39A2","protein_coding","chr14",20999255,21001871,"+",20999255,2617
"ENSG00000234362.6","turquoise","ENSG00000234362","LINC01914",FALSE,"LINC01914","lncRNA","chr2",41931599,41933909,"-",41933909,2311
"ENSG00000261286.1","grey","ENSG00000261286","ATP2C2-AS1",FALSE,"ATP2C2-AS1","lncRNA","chr16",84459259,84467361,"-",84467361,8103
"ENSG00000228446.2","midnightblue","ENSG00000228446","ANKRD49P1",FALSE,"ANKRD49P1","processed_pseudogene","chr2",224499387,224500100,"-",224500100,714
"ENSG00000213658.13","turquoise","ENSG00000213658","LAT",FALSE,"LAT","protein_coding","chr16",28984826,28990784,"+",28984826,5959
"ENSG00000135473.16","grey","ENSG00000135473","PAN2",FALSE,"PAN2","protein_coding","chr12",56318237,56334053,"-",56334053,15817
"ENSG00000225806.8","blue","ENSG00000225806","ENSG00000225806",FALSE,"ENSG00000225806","lncRNA","chr20",58863528,58885015,"-",58885015,21488
"ENSG00000230319.1","grey","ENSG00000230319","TTLL1-AS1",FALSE,"TTLL1-AS1","lncRNA","chr22",43038585,43052366,"+",43038585,13782
"ENSG00000272498.1","grey","ENSG00000272498","ENSG00000272498",FALSE,"ENSG00000272498","lncRNA","chr3",16339308,16339871,"+",16339308,564
"ENSG00000181852.18","tan","ENSG00000181852","RNF41",FALSE,"RNF41","protein_coding","chr12",56202179,56221933,"-",56221933,19755
"ENSG00000132429.10","yellow","ENSG00000132429","POPDC3",FALSE,"POPDC3","protein_coding","chr6",105158327,105180014,"-",105180014,21688
"ENSG00000272979.1","turquoise","ENSG00000272979","ENSG00000272979",FALSE,"ENSG00000272979","lncRNA","chr2",190454092,190454521,"-",190454521,430
"ENSG00000225873.4","pink","ENSG00000225873","C3orf86",FALSE,"C3orf86","transcribed_unitary_pseudogene","chr3",44421127,44429065,"-",44429065,7939
"ENSG00000149554.14","saddlebrown","ENSG00000149554","CHEK1",FALSE,"CHEK1","protein_coding","chr11",125625881,125676255,"+",125625881,50375
"ENSG00000133103.17","blue","ENSG00000133103","COG6",FALSE,"COG6","protein_coding","chr13",39655627,39791665,"+",39655627,136039
"ENSG00000262777.1","grey","ENSG00000262777","ENSG00000262777",FALSE,"ENSG00000262777","lncRNA","chr17",1424473,1426484,"+",1424473,2012
"ENSG00000255974.8","grey","ENSG00000255974","CYP2A6",FALSE,"CYP2A6","protein_coding","chr19",40843541,40850447,"-",40850447,6907
"ENSG00000281920.1","grey","ENSG00000281920","ENSG00000281920",FALSE,"ENSG00000281920","lncRNA","chr2",65623272,65628424,"+",65623272,5153
"ENSG00000106443.17","red","ENSG00000106443","PHF14",FALSE,"PHF14","protein_coding","chr7",10973336,11169623,"+",10973336,196288
"ENSG00000264666.2","red","ENSG00000264666","ENSG00000264666",FALSE,"ENSG00000264666","lncRNA","chr17",17591428,17610485,"+",17591428,19058
"ENSG00000146826.17","grey","ENSG00000146826","TRAPPC14",FALSE,"TRAPPC14","protein_coding","chr7",100154420,100158723,"-",100158723,4304
"ENSG00000174080.12","grey","ENSG00000174080","CTSF",FALSE,"CTSF","protein_coding","chr11",66563464,66568879,"-",66568879,5416
"ENSG00000139574.9","darkred","ENSG00000139574","NPFF",FALSE,"NPFF","protein_coding","chr12",53506688,53507484,"-",53507484,797
"ENSG00000272606.1","grey","ENSG00000272606","PPP4R3B-DT",FALSE,"PPP4R3B-DT","lncRNA","chr2",55617979,55618065,"+",55617979,87
"ENSG00000100105.18","blue","ENSG00000100105","PATZ1",FALSE,"PATZ1","protein_coding","chr22",31325804,31346346,"-",31346346,20543
"ENSG00000198001.15","brown","ENSG00000198001","IRAK4",FALSE,"IRAK4","protein_coding","chr12",43758944,43789543,"+",43758944,30600
"ENSG00000129657.16","tan","ENSG00000129657","SEC14L1",FALSE,"SEC14L1","protein_coding","chr17",77127873,77217101,"+",77127873,89229
"ENSG00000151135.10","grey","ENSG00000151135","TMEM263",FALSE,"TMEM263","protein_coding","chr12",106955719,106978778,"+",106955719,23060
"ENSG00000163291.14","grey","ENSG00000163291","PAQR3",FALSE,"PAQR3","protein_coding","chr4",78887127,78939438,"-",78939438,52312
"ENSG00000228382.2","grey","ENSG00000228382","ITPKB-IT1",FALSE,"ITPKB-IT1","lncRNA","chr1",226656080,226675089,"-",226675089,19010
"ENSG00000229816.1","midnightblue","ENSG00000229816","DDX50P1",FALSE,"DDX50P1","processed_pseudogene","chr2",32201600,32203999,"+",32201600,2400
"ENSG00000155827.12","red","ENSG00000155827","RNF20",FALSE,"RNF20","protein_coding","chr9",101533853,101563344,"+",101533853,29492
"ENSG00000152457.18","brown","ENSG00000152457","DCLRE1C",FALSE,"DCLRE1C","protein_coding","chr10",14897518,14954432,"-",14954432,56915
"ENSG00000211454.16","grey","ENSG00000211454","AKR7L",FALSE,"AKR7L","polymorphic_pseudogene","chr1",19265982,19274194,"-",19274194,8213
"ENSG00000249604.1","grey","ENSG00000249604","ENSG00000249604",FALSE,"ENSG00000249604","lncRNA","chr4",107937347,107941255,"-",107941255,3909
"ENSG00000172890.13","black","ENSG00000172890","NADSYN1",FALSE,"NADSYN1","protein_coding","chr11",71453203,71524107,"+",71453203,70905
"ENSG00000237877.7","grey","ENSG00000237877","LINC01473",FALSE,"LINC01473","lncRNA","chr2",186032884,186422432,"-",186422432,389549
"ENSG00000279373.1","lightgreen","ENSG00000279373","ENSG00000279373",FALSE,"ENSG00000279373","TEC","chr15",78537681,78538946,"+",78537681,1266
"ENSG00000170827.9","white","ENSG00000170827","CELP",FALSE,"CELP","transcribed_unprocessed_pseudogene","chr9",133079900,133087355,"+",133079900,7456
"ENSG00000273674.6","grey","ENSG00000273674","ENSG00000273674",FALSE,"ENSG00000273674","lncRNA","chr15",50839875,50908603,"-",50908603,68729
"ENSG00000171496.5","turquoise","ENSG00000171496","OR1L8",FALSE,"OR1L8","protein_coding","chr9",122567117,122583384,"-",122583384,16268
"ENSG00000188242.4","midnightblue","ENSG00000188242","PP7080",FALSE,"PP7080","lncRNA","chr5",466124,466526,"-",466526,403
"ENSG00000272990.1","grey","ENSG00000272990","ENSG00000272990",FALSE,"ENSG00000272990","lncRNA","chr3",156523740,156524247,"-",156524247,508
"ENSG00000262873.2","salmon","ENSG00000262873","ENSG00000262873",FALSE,"ENSG00000262873","lncRNA","chr17",81017969,81028079,"-",81028079,10111
"ENSG00000005812.11","brown","ENSG00000005812","FBXL3",FALSE,"FBXL3","protein_coding","chr13",77000147,77027195,"-",77027195,27049
"ENSG00000264808.2","purple","ENSG00000264808","ENSG00000264808",FALSE,"ENSG00000264808","lncRNA","chr17",29333910,29390230,"-",29390230,56321
"ENSG00000143324.14","brown","ENSG00000143324","XPR1",FALSE,"XPR1","protein_coding","chr1",180632022,180890279,"+",180632022,258258
"ENSG00000157216.16","lightcyan","ENSG00000157216","SSBP3",FALSE,"SSBP3","protein_coding","chr1",54225465,54413479,"-",54413479,188015
"ENSG00000064201.16","darkturquoise","ENSG00000064201","TSPAN32",FALSE,"TSPAN32","protein_coding","chr11",2301997,2318204,"+",2301997,16208
"ENSG00000227542.1","turquoise","ENSG00000227542","ENSG00000227542",FALSE,"ENSG00000227542","lncRNA","chr2",191229165,191246172,"-",191246172,17008
"ENSG00000167550.11","grey","ENSG00000167550","RHEBL1",FALSE,"RHEBL1","protein_coding","chr12",49064676,49070025,"-",49070025,5350
"ENSG00000158062.21","grey","ENSG00000158062","UBXN11",FALSE,"UBXN11","protein_coding","chr1",26281523,26318363,"-",26318363,36841
"ENSG00000137216.19","grey","ENSG00000137216","TMEM63B",FALSE,"TMEM63B","protein_coding","chr6",44126914,44155519,"+",44126914,28606
"ENSG00000267343.2","turquoise","ENSG00000267343","ZNF833P",FALSE,"ZNF833P","transcribed_unprocessed_pseudogene","chr19",11680944,11686259,"+",11680944,5316
"ENSG00000106266.11","purple","ENSG00000106266","SNX8",FALSE,"SNX8","protein_coding","chr7",2251770,2354318,"-",2354318,102549
"ENSG00000198440.9","grey","ENSG00000198440","ZNF583",FALSE,"ZNF583","protein_coding","chr19",56404014,56436035,"+",56404014,32022
"ENSG00000107140.16","red","ENSG00000107140","TESK1",FALSE,"TESK1","protein_coding","chr9",35605262,35609981,"+",35605262,4720
"ENSG00000223711.2","purple","ENSG00000223711","ENSG00000223711",FALSE,"ENSG00000223711","lncRNA","chr3",195543418,195550581,"+",195543418,7164
"ENSG00000131849.13","grey","ENSG00000131849","ZNF132",FALSE,"ZNF132","protein_coding","chr19",58432814,58440153,"-",58440153,7340
"ENSG00000164332.8","brown","ENSG00000164332","UBLCP1",FALSE,"UBLCP1","protein_coding","chr5",159263290,159286036,"+",159263290,22747
"ENSG00000161929.15","cyan","ENSG00000161929","SCIMP",FALSE,"SCIMP","protein_coding","chr17",5208920,5221350,"-",5221350,12431
"ENSG00000267454.6","turquoise","ENSG00000267454","ZNF582-DT",FALSE,"ZNF582-DT","lncRNA","chr19",56393656,56399172,"+",56393656,5517
"ENSG00000213222.3","grey","ENSG00000213222","TOMM40P4",FALSE,"TOMM40P4","processed_pseudogene","chr2",131723253,131724279,"-",131724279,1027
"ENSG00000146731.11","brown","ENSG00000146731","CCT6A",FALSE,"CCT6A","protein_coding","chr7",56051685,56063989,"+",56051685,12305
"ENSG00000271555.1","salmon","ENSG00000271555","ENSG00000271555",FALSE,"ENSG00000271555","lncRNA","chr8",52722903,52723141,"+",52722903,239
"ENSG00000149476.16","purple","ENSG00000149476","TKFC",FALSE,"TKFC","protein_coding","chr11",61333225,61348753,"+",61333225,15529
"ENSG00000273442.1","grey","ENSG00000273442","ENSG00000273442",FALSE,"ENSG00000273442","lncRNA","chr22",17080701,17081456,"+",17080701,756
"ENSG00000106086.20","salmon","ENSG00000106086","PLEKHA8",FALSE,"PLEKHA8","protein_coding","chr7",30027544,30129506,"+",30027544,101963
"ENSG00000229656.8","blue","ENSG00000229656","ITGB1-DT",FALSE,"ITGB1-DT","lncRNA","chr10",32958437,33082409,"+",32958437,123973
"ENSG00000257576.1","magenta","ENSG00000257576","HSPD1P4",FALSE,"HSPD1P4","processed_pseudogene","chr12",56511002,56512703,"+",56511002,1702
"ENSG00000288996.1","grey","ENSG00000288996","ENSG00000288996",FALSE,"ENSG00000288996","lncRNA","chr3",129161430,129162642,"+",129161430,1213
"ENSG00000272787.1","pink","ENSG00000272787","ENSG00000272787",FALSE,"ENSG00000272787","lncRNA","chr22",23969211,23969873,"+",23969211,663
"ENSG00000272323.1","grey","ENSG00000272323","TTC23L-AS1",FALSE,"TTC23L-AS1","lncRNA","chr5",34837549,34839017,"-",34839017,1469
"ENSG00000174238.16","brown","ENSG00000174238","PITPNA",FALSE,"PITPNA","protein_coding","chr17",1518102,1562792,"-",1562792,44691
"ENSG00000233287.1","grey","ENSG00000233287","ENSG00000233287",FALSE,"ENSG00000233287","processed_pseudogene","chr7",131242590,131242995,"+",131242590,406
"ENSG00000233170.4","grey","ENSG00000233170","ENSG00000233170",FALSE,"ENSG00000233170","processed_pseudogene","chr8",37747338,37748004,"-",37748004,667
"ENSG00000180211.5","magenta","ENSG00000180211","ENSG00000180211",FALSE,"ENSG00000180211","processed_pseudogene","chr6",39958414,39958833,"-",39958833,420
"ENSG00000279344.1","greenyellow","ENSG00000279344","ENSG00000279344",FALSE,"ENSG00000279344","TEC","chr16",53478957,53481550,"-",53481550,2594
"ENSG00000181847.12","darkturquoise","ENSG00000181847","TIGIT",FALSE,"TIGIT","protein_coding","chr3",114276913,114310288,"+",114276913,33376
"ENSG00000139193.4","blue","ENSG00000139193","CD27",FALSE,"CD27","protein_coding","chr12",6444955,6451689,"+",6444955,6735
"ENSG00000273056.1","grey","ENSG00000273056","ENSG00000273056",FALSE,"ENSG00000273056","lncRNA","chr9",7786105,7786688,"-",7786688,584
"ENSG00000183011.14","yellow","ENSG00000183011","NAA38",FALSE,"NAA38","protein_coding","chr17",7856685,7885238,"-",7885238,28554
"ENSG00000172530.21","salmon","ENSG00000172530","BANP",FALSE,"BANP","protein_coding","chr16",87949244,88077318,"+",87949244,128075
"ENSG00000271966.1","purple","ENSG00000271966","ARFGEF1-DT",FALSE,"ARFGEF1-DT","lncRNA","chr8",67343975,67345087,"+",67343975,1113
"ENSG00000014919.13","blue","ENSG00000014919","COX15",FALSE,"COX15","protein_coding","chr10",99711242,99732127,"-",99732127,20886
"ENSG00000230188.1","grey","ENSG00000230188","ENSG00000230188",FALSE,"ENSG00000230188","processed_pseudogene","chr9",37490421,37490893,"-",37490893,473
