"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr7_116780884_116781411_MER74A","chr7",116780884,116781411,528,"+","MER74A","ERVL","LTR_or_other",18.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_116876678_116877187_LTR53","chr7",116876678,116877187,510,"-","LTR53","ERVL","LTR_or_other",17.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_117076433_117077399_LTR1D","chr7",117076433,117077399,967,"-","LTR1D","ERV1","LTR_or_other",15,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_118202255_118202441_MLT1J","chr7",118202255,118202441,187,"-","MLT1J","ERVL-MaLR","LTR_or_other",30.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_118202590_118202768_MLT1J","chr7",118202590,118202768,179,"-","MLT1J","ERVL-MaLR","LTR_or_other",24.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_118269_118940_MER54A","chr7",118269,118940,672,"+","MER54A","ERVL","LTR_or_other",21.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_119965363_119965737_MLT2B4","chr7",119965363,119965737,375,"+","MLT2B4","ERVL","LTR_or_other",18.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_120052771_120053314_LTR4","chr7",120052771,120053314,544,"-","LTR4","ERV1","LTR_or_other",19.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_120053317_120054889_HERV3-int","chr7",120053317,120054889,1573,"-","HERV3-int","ERV1","internal",12.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_120054966_120061151_HERV3-int","chr7",120054966,120061151,6186,"-","HERV3-int","ERV1","internal",12.4,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_120064151_120064532_MSTA","chr7",120064151,120064532,382,"+","MSTA","ERVL-MaLR","LTR_or_other",15.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_120167573_120168084_MER9a1","chr7",120167573,120168084,512,"+","MER9a1","ERVK","LTR_or_other",6.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_120185158_120185265_MLT1G3","chr7",120185158,120185265,108,"+","MLT1G3","ERVL-MaLR","LTR_or_other",26.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_120185278_120185807_LTR33A_","chr7",120185278,120185807,530,"+","LTR33A_","ERVL","LTR_or_other",31.9,1,"E108",FALSE,TRUE,"EnhA1",2,FALSE
"chr7_120186197_120186573_ERVL-E-int","chr7",120186197,120186573,377,"+","ERVL-E-int","ERVL","internal",35.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_120993620_120993757_LTR16D2","chr7",120993620,120993757,138,"-","LTR16D2","ERVL","LTR_or_other",25.9,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_120997457_120997642_MLT1C","chr7",120997457,120997642,186,"+","MLT1C","ERVL-MaLR","LTR_or_other",18.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_120997993_120998276_MLT1C","chr7",120997993,120998276,284,"+","MLT1C","ERVL-MaLR","LTR_or_other",18.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_121026209_121026302_MER57A-int","chr7",121026209,121026302,94,"-","MER57A-int","ERV1","internal",18.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_121049106_121049597_LTR33","chr7",121049106,121049597,492,"-","LTR33","ERVL","LTR_or_other",30.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr7_121068930_121069209_LTR40a","chr7",121068930,121069209,280,"-","LTR40a","ERVL","LTR_or_other",23.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_121093512_121093967_LTR33","chr7",121093512,121093967,456,"+","LTR33","ERVL","LTR_or_other",25.4,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",3,FALSE
"chr7_121503929_121504452_MER41A","chr7",121503929,121504452,524,"+","MER41A","ERV1","LTR_or_other",11.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_121520016_121520276_MLT1O","chr7",121520016,121520276,261,"-","MLT1O","ERVL-MaLR","LTR_or_other",29.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_121530297_121530695_MLT1I","chr7",121530297,121530695,399,"-","MLT1I","ERVL-MaLR","LTR_or_other",33.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_123538110_123538264_MLT1I","chr7",123538110,123538264,155,"+","MLT1I","ERVL-MaLR","LTR_or_other",32.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_123552664_123553069_MER83","chr7",123552664,123553069,406,"+","MER83","ERV1","LTR_or_other",10.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_123553170_123553535_THE1B","chr7",123553170,123553535,366,"-","THE1B","ERVL-MaLR","LTR_or_other",10.8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_123606290_123606380_LTR37-int","chr7",123606290,123606380,91,"-","LTR37-int","ERV1","internal",16.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_123606397_123606461_MER92-int","chr7",123606397,123606461,65,"-","MER92-int","ERV1","internal",20,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_123607208_123607279_MER92-int","chr7",123607208,123607279,72,"-","MER92-int","ERV1","internal",18.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_123620095_123620357_MLT1J","chr7",123620095,123620357,263,"-","MLT1J","ERVL-MaLR","LTR_or_other",30.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_123646114_123646340_MER4D","chr7",123646114,123646340,227,"-","MER4D","ERV1","LTR_or_other",19.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_123646666_123646863_MER4D","chr7",123646666,123646863,198,"-","MER4D","ERV1","LTR_or_other",19.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_123646866_123646937_MER4D","chr7",123646866,123646937,72,"-","MER4D","ERV1","LTR_or_other",14.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_123646938_123647615_LTR8","chr7",123646938,123647615,678,"-","LTR8","ERV1","LTR_or_other",8.6,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_123647616_123647817_MER4D","chr7",123647616,123647817,202,"-","MER4D","ERV1","LTR_or_other",14.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_123798659_123798859_MLT1J1","chr7",123798659,123798859,201,"+","MLT1J1","ERVL-MaLR","LTR_or_other",31.2,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_124857326_124858151_LTR1D1","chr7",124857326,124858151,826,"+","LTR1D1","ERV1","LTR_or_other",16.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_125505143_125505604_MER41A","chr7",125505143,125505604,462,"-","MER41A","ERV1","LTR_or_other",9.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_12727532_12727781_MLT1O","chr7",12727532,12727781,250,"-","MLT1O","ERVL-MaLR","LTR_or_other",34.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_128824515_128824730_MLT1A0","chr7",128824515,128824730,216,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_128825049_128825212_MLT1A0","chr7",128825049,128825212,164,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_129274477_129275099_MLT1G","chr7",129274477,129275099,623,"+","MLT1G","ERVL-MaLR","LTR_or_other",21.7,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_129314401_129314728_MLT1A0","chr7",129314401,129314728,328,"-","MLT1A0","ERVL-MaLR","LTR_or_other",15,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_129390622_129390846_MLT1L","chr7",129390622,129390846,225,"-","MLT1L","ERVL-MaLR","LTR_or_other",26,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_129392244_129392609_MLT1A0","chr7",129392244,129392609,366,"-","MLT1A0","ERVL-MaLR","LTR_or_other",17.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_129438570_129439284_MER21C","chr7",129438570,129439284,715,"-","MER21C","ERVL","LTR_or_other",24.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_129444201_129444645_MLT2A1","chr7",129444201,129444645,445,"-","MLT2A1","ERVL","LTR_or_other",8.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_129468719_129469078_MLT1O","chr7",129468719,129469078,360,"-","MLT1O","ERVL-MaLR","LTR_or_other",29.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_129925511_129925628_MLT1L","chr7",129925511,129925628,118,"+","MLT1L","ERVL-MaLR","LTR_or_other",21.1,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_130047752_130048140_MLT1F2","chr7",130047752,130048140,389,"+","MLT1F2","ERVL-MaLR","LTR_or_other",19.8,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr7_130372342_130372809_MLT1J","chr7",130372342,130372809,468,"-","MLT1J","ERVL-MaLR","LTR_or_other",28.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_130962249_130962571_MER61B","chr7",130962249,130962571,323,"-","MER61B","ERV1","LTR_or_other",17.1,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr7_130964231_130964299_MER4-int","chr7",130964231,130964299,69,"+","MER4-int","ERV1","internal",20.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_130974083_130975650_MSTA-int","chr7",130974083,130975650,1568,"+","MSTA-int","ERVL-MaLR","internal",14.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_130975651_130975978_MSTA","chr7",130975651,130975978,328,"+","MSTA","ERVL-MaLR","LTR_or_other",14.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_131000002_131000427_LTR54","chr7",131000002,131000427,426,"+","LTR54","ERV1","LTR_or_other",12.2,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_131002441_131002914_MLT1H2","chr7",131002441,131002914,474,"+","MLT1H2","ERVL-MaLR","LTR_or_other",25.7,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_131008035_131008305_LTR16C","chr7",131008035,131008305,271,"+","LTR16C","ERVL","LTR_or_other",28.7,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_131012440_131012518_MLT1J","chr7",131012440,131012518,79,"-","MLT1J","ERVL-MaLR","LTR_or_other",16.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_131012561_131012740_MLT1J","chr7",131012561,131012740,180,"-","MLT1J","ERVL-MaLR","LTR_or_other",21.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_131016543_131016868_LTR105_Mam","chr7",131016543,131016868,326,"+","LTR105_Mam","ERVL","LTR_or_other",27.8,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_131038152_131038522_LTR16A","chr7",131038152,131038522,371,"+","LTR16A","ERVL","LTR_or_other",26.6,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_131049636_131050158_MER41A","chr7",131049636,131050158,523,"-","MER41A","ERV1","LTR_or_other",11.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhG1",2,TRUE
"chr7_131058608_131060217_LTR12C","chr7",131058608,131060217,1610,"+","LTR12C","ERV1","LTR_or_other",10.4,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_131067434_131067529_MLT1L","chr7",131067434,131067529,96,"-","MLT1L","ERVL-MaLR","LTR_or_other",24.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_131071957_131072406_MER41B","chr7",131071957,131072406,450,"+","MER41B","ERV1","LTR_or_other",10.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_131072672_131072979_LTR33C","chr7",131072672,131072979,308,"+","LTR33C","ERVL","LTR_or_other",25.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_131089545_131089915_MLT1A","chr7",131089545,131089915,371,"+","MLT1A","ERVL-MaLR","LTR_or_other",19.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhG1",2,TRUE
"chr7_131188269_131188771_MLT1H","chr7",131188269,131188771,503,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_131219939_131220418_LTR29","chr7",131219939,131220418,480,"+","LTR29","ERV1","LTR_or_other",15.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_131225117_131225458_MLT1A0","chr7",131225117,131225458,342,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_131272580_131272933_THE1A","chr7",131272580,131272933,354,"-","THE1A","ERVL-MaLR","LTR_or_other",5.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_131356088_131356436_MER50","chr7",131356088,131356436,349,"-","MER50","ERV1","LTR_or_other",18,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_131356437_131356751_MER50-int","chr7",131356437,131356751,315,"-","MER50-int","ERV1","internal",8.3,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_131431320_131431580_MLT1H","chr7",131431320,131431580,261,"-","MLT1H","ERVL-MaLR","LTR_or_other",23.3,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_131518658_131518800_ERVL-E-int","chr7",131518658,131518800,143,"-","ERVL-E-int","ERVL","internal",29.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_131518859_131519348_ERVL-E-int","chr7",131518859,131519348,490,"-","ERVL-E-int","ERVL","internal",32,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_131532682_131533043_MLT1A","chr7",131532682,131533043,362,"+","MLT1A","ERVL-MaLR","LTR_or_other",21.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_133290784_133290851_MLT1K","chr7",133290784,133290851,68,"-","MLT1K","ERVL-MaLR","LTR_or_other",19.1,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_133960936_133961280_MLT1D","chr7",133960936,133961280,345,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_134076979_134077496_MLT2B3","chr7",134076979,134077496,518,"-","MLT2B3","ERVL","LTR_or_other",22.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134077498_134078121_LTR76","chr7",134077498,134078121,624,"-","LTR76","ERV1","LTR_or_other",7.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134453278_134453423_MLT1K","chr7",134453278,134453423,146,"+","MLT1K","ERVL-MaLR","LTR_or_other",30.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_134515282_134515368_MER68C","chr7",134515282,134515368,87,"-","MER68C","ERVL","LTR_or_other",23,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_134515582_134515798_MLT1D","chr7",134515582,134515798,217,"-","MLT1D","ERVL-MaLR","LTR_or_other",16.3,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_134546177_134546683_LTR10D","chr7",134546177,134546683,507,"+","LTR10D","ERV1","LTR_or_other",7.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_134546697_134547038_HERVI-int","chr7",134546697,134547038,342,"+","HERVI-int","ERV1","internal",26.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_134547175_134547687_HERVI-int","chr7",134547175,134547687,513,"+","HERVI-int","ERV1","internal",27.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_134547812_134548478_HERVI-int","chr7",134547812,134548478,667,"+","HERVI-int","ERV1","internal",25.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_134548479_134549049_LTR6A","chr7",134548479,134549049,571,"+","LTR6A","ERV1","LTR_or_other",17.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_134551542_134557372_HERVS71-int","chr7",134551542,134557372,5831,"+","HERVS71-int","ERV1","internal",18.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_134593016_134593410_MLT1C","chr7",134593016,134593410,395,"-","MLT1C","ERVL-MaLR","LTR_or_other",25,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134594256_134594484_MLT1E1","chr7",134594256,134594484,229,"+","MLT1E1","ERVL-MaLR","LTR_or_other",24.2,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_134690475_134690692_MLT1N2","chr7",134690475,134690692,218,"-","MLT1N2","ERVL-MaLR","LTR_or_other",26.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_134690734_134690822_MLT1H","chr7",134690734,134690822,89,"+","MLT1H","ERVL-MaLR","LTR_or_other",27.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_134766446_134766510_MSTA","chr7",134766446,134766510,65,"+","MSTA","ERVL-MaLR","LTR_or_other",15.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134792592_134792766_MLT1B","chr7",134792592,134792766,175,"-","MLT1B","ERVL-MaLR","LTR_or_other",14.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134854804_134855184_MSTA","chr7",134854804,134855184,381,"+","MSTA","ERVL-MaLR","LTR_or_other",14,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_134925432_134925790_THE1D","chr7",134925432,134925790,359,"-","THE1D","ERVL-MaLR","LTR_or_other",14.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_134932443_134932901_LTR16C","chr7",134932443,134932901,459,"-","LTR16C","ERVL","LTR_or_other",24.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_134995692_134995835_LTR86A1","chr7",134995692,134995835,144,"-","LTR86A1","ERVL","LTR_or_other",24.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_134996044_134996550_LTR108a_Mam","chr7",134996044,134996550,507,"-","LTR108a_Mam","ERVL","LTR_or_other",17.2,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_134996872_134997015_MER77","chr7",134996872,134997015,144,"-","MER77","ERVL","LTR_or_other",19.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_134997355_134997827_MER77","chr7",134997355,134997827,473,"-","MER77","ERVL","LTR_or_other",19.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_135156770_135157123_THE1A","chr7",135156770,135157123,354,"+","THE1A","ERVL-MaLR","LTR_or_other",8.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_135162419_135162769_THE1B","chr7",135162419,135162769,351,"-","THE1B","ERVL-MaLR","LTR_or_other",12.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_135172192_135172846_Harlequin-int","chr7",135172192,135172846,655,"+","Harlequin-int","ERV1","internal",9.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135172831_135173811_Harlequin-int","chr7",135172831,135173811,981,"+","Harlequin-int","ERV1","internal",7.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135661509_135661981_LTR31","chr7",135661509,135661981,473,"+","LTR31","ERV1","LTR_or_other",21.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_135757836_135757920_MLT1J2","chr7",135757836,135757920,85,"+","MLT1J2","ERVL-MaLR","LTR_or_other",21.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_135759434_135759520_MER4D","chr7",135759434,135759520,87,"-","MER4D","ERV1","LTR_or_other",26.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_135980003_135980129_MLT1I","chr7",135980003,135980129,127,"+","MLT1I","ERVL-MaLR","LTR_or_other",27.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135980151_135980359_MLT1I","chr7",135980151,135980359,209,"+","MLT1I","ERVL-MaLR","LTR_or_other",30,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135980360_135980514_MLT1I-int","chr7",135980360,135980514,155,"+","MLT1I-int","ERVL-MaLR","internal",34.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135980535_135980608_MLT1I-int","chr7",135980535,135980608,74,"+","MLT1I-int","ERVL-MaLR","internal",36.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135980609_135981257_MER51A","chr7",135980609,135981257,649,"-","MER51A","ERV1","LTR_or_other",10.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_135981258_135981851_MLT1I-int","chr7",135981258,135981851,594,"+","MLT1I-int","ERVL-MaLR","internal",36.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_136037347_136037582_MSTB","chr7",136037347,136037582,236,"-","MSTB","ERVL-MaLR","LTR_or_other",15,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_136037781_136037940_MSTB","chr7",136037781,136037940,160,"-","MSTB","ERVL-MaLR","LTR_or_other",18.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_136038235_136038288_MSTB","chr7",136038235,136038288,54,"-","MSTB","ERVL-MaLR","LTR_or_other",18.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_137681770_137682202_MER77","chr7",137681770,137682202,433,"+","MER77","ERVL","LTR_or_other",22,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_137682614_137683002_MLT1J1","chr7",137682614,137683002,389,"+","MLT1J1","ERVL-MaLR","LTR_or_other",28.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_137873510_137874066_MER74A","chr7",137873510,137874066,557,"-","MER74A","ERVL","LTR_or_other",18.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_137880197_137880251_LTR5","chr7",137880197,137880251,55,"-","LTR5","ERVK","LTR_or_other",20.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_137959132_137959595_MLT1H","chr7",137959132,137959595,464,"+","MLT1H","ERVL-MaLR","LTR_or_other",25.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_137982759_137983104_MLT1A","chr7",137982759,137983104,346,"+","MLT1A","ERVL-MaLR","LTR_or_other",23,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_138124990_138125369_MLT1K","chr7",138124990,138125369,380,"-","MLT1K","ERVL-MaLR","LTR_or_other",31.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_138125598_138126166_LTR24B","chr7",138125598,138126166,569,"+","LTR24B","ERV1","LTR_or_other",21.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_138557290_138565603_HERV3-int","chr7",138557290,138565603,8314,"-","HERV3-int","ERV1","internal",15,1,"E108",FALSE,TRUE,"EnhG1;EnhG2",3,FALSE
"chr7_139072761_139072810_ERVL-B4-int","chr7",139072761,139072810,50,"+","ERVL-B4-int","ERVL","internal",8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_139265511_139265976_MLT1D","chr7",139265511,139265976,466,"+","MLT1D","ERVL-MaLR","LTR_or_other",22.3,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr7_139427681_139427762_MLT1L","chr7",139427681,139427762,82,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_139573875_139573994_LTR65","chr7",139573875,139573994,120,"+","LTR65","ERV1","LTR_or_other",20,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_139574135_139574201_LTR65","chr7",139574135,139574201,67,"+","LTR65","ERV1","LTR_or_other",20.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_139574390_139574753_LTR65","chr7",139574390,139574753,364,"+","LTR65","ERV1","LTR_or_other",24.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_139575645_139576040_MSTD","chr7",139575645,139576040,396,"+","MSTD","ERVL-MaLR","LTR_or_other",18.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_139650543_139651049_MLT1F","chr7",139650543,139651049,507,"+","MLT1F","ERVL-MaLR","LTR_or_other",23.2,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_139683248_139683669_MLT1F","chr7",139683248,139683669,422,"-","MLT1F","ERVL-MaLR","LTR_or_other",23,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_139728296_139728710_MLT1B","chr7",139728296,139728710,415,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_139730704_139731118_MLT1C","chr7",139730704,139731118,415,"+","MLT1C","ERVL-MaLR","LTR_or_other",22.9,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_139732862_139733285_MSTA","chr7",139732862,139733285,424,"+","MSTA","ERVL-MaLR","LTR_or_other",8.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_139733756_139734027_MLT1I","chr7",139733756,139734027,272,"+","MLT1I","ERVL-MaLR","LTR_or_other",31.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr7_139748343_139748805_MLT1C","chr7",139748343,139748805,463,"-","MLT1C","ERVL-MaLR","LTR_or_other",18.7,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_140061149_140061447_MLT1J1","chr7",140061149,140061447,299,"+","MLT1J1","ERVL-MaLR","LTR_or_other",24.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_140144693_140144710_MSTB","chr7",140144693,140144710,18,"+","MSTB","ERVL-MaLR","LTR_or_other",18.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_140144739_140145104_MSTB","chr7",140144739,140145104,366,"+","MSTB","ERVL-MaLR","LTR_or_other",18.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_140156443_140156868_LTR16C","chr7",140156443,140156868,426,"-","LTR16C","ERVL","LTR_or_other",28,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
